X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,identifiedBy,year,month,day,stateProvince,county,coordinatePrecision,geoFlag,infraspecificEpithet,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,sex,class,relatedCatalogItem,individualCount,fieldNumber,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"1136",2019-11-13 11:26:06-03,USP,SPF,"166958",PreservedSpecimen,Plantae,NA,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Joly, AB","682",NA,Brasil,Butantã,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00166958,NA,L.,"Pirani, JR","1949","03","03",São Paulo,São Paulo,"53584",auto,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1137",2019-11-13 11:26:06-03,USP,SPF,"34871",PreservedSpecimen,Plantae,NA,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Bittar, M","123",NA,Brasil,Parque da Aclimação,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00034871,NA,L.,"Pastore, JA","1984","03","28",São Paulo,São Paulo,"53584",auto,NA,"1996","07","12",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9762,-23.7359,"1284",2019-01-25 15:35:26-02,IAC,IAC,"40934",S,Plantae,NA,NA,Meliaceae-2.Cedreloideae,Cedrela,odorata,Cedrela odorata,NA,L.C. Bernacci,"2915",NA,Brasil,"Morro Grande, Reserva, beira da estrada",-46.9762,-23.7359,NA,NA,NA,NA,NA,NA,L.,L.C. Bernacci,"2000","11","06",São Paulo,Cotia,NA,NA,NA,"2000","11","06","-46.9762","-23.7359",NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.6361,-23.5475,"1295",2020-01-27 18:25:10-03,IAC,IAC,"7697",S,Plantae,NA,NA,Meliaceae-2.Cedreloideae,Cedrela,odorata,Cedrela odorata,NA,M. Koscinski,s/nº,NA,Brasil,Horto Florestal,-46.6361,-23.5475,NA,NA,NA,"Material recebido do Sr. Bento Pickel em fevereiro de 1945&nf;Nome popular: cedro vermelho",NA,NA,L.,F.C. Hoehne,NA,NA,NA,São Paulo,São Paulo,NA,NA,NA,"1938","12","15","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.092778,-23.618056,"1346",2013-02-07 10:19:01-02,UMC,HUMC,"4633",S,Plantae,NA,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,Equipe FEPAF,"1",Southern America,Brazil,Entorno da Barragem de Biritiba,-46.092778,-23.618056,"761","761",NA,"Arbórea, flor creme, sem perfume.",NA,NA,L.,NA,"2004","09","19",São Paulo,Biritiba Mirim,NA,NA,NA,NA,NA,NA,46W05'34,23S37'05,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.3899993896484,-23.9599990844727,"1368",2020-11-12 17:03:06-03,UEL,FUEL,"31478",PreservedSpecimen,Plantae,Tracheophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Arbocz, FG","877",NA,Brasil,Várzeas com solo encharcado e muitas vezes inundad,-46.3899993896484,-23.9599990844727,NA,NA,NA,NA,NA,NA,L.,"Pastore, JA","1995","10","08",São Paulo,São Vicente,"25482",auto,NA,"1995","10","08",NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.3899993896484,-23.1800003051758,"1397",2021-03-04 15:46:20-03,IF,SPSF,"20529",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,J.Y.Tamashiro,"753",América do Sul,Brasil,NA,-46.3899993896484,-23.1800003051758,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"1995","04","10",SP,Nazare Paulista,"18850",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NAZARÉ PAULISTA,"3532405"
-46.7900009155273,-23.5300006866455,"1398",2021-03-04 15:46:20-03,IF,SPSF,"05403",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,M.A. Cunha,NA,América do Sul,Brasil,NA,-46.7900009155273,-23.5300006866455,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"1960","04","14",SP,Osasco,"8709",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,OSASCO,"3534401"
-46.769444,-23.472222,"1402",2021-03-04 15:46:20-03,IF,SPSF,"40101",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,F.M.Souza & R.Esteves & R.C.Sousa & J.B.Silva & R.L.M.Garcia & Z.S.Costa,"840",América do Sul,Brasil,Parque Estadual do Jaraguá,-46.769444,-23.472222,"770","770",NA,"COLETA: Árvore, 16m. Frutos marrons.; GEOGRAFIA: Trilha da Bica;",NA,NA,L.,J.A.Pastore,"2007","06","06",SP,São Paulo,NA,NA,NA,"2008","04","08",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1442",2021-03-04 15:46:20-03,IF,SPSF,"15160",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,W.M.Villa,NA,América do Sul,Brasil,Butanta,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"1992","07","10",SP,São Paulo,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1443",2021-03-04 15:46:20-03,IF,SPSF,"20526",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,N.S.Avila,"343",América do Sul,Brasil,camping Ana Paula,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"1994","09","12",SP,São Paulo,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1444",2021-03-04 15:46:20-03,IF,SPSF,"00059",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,M.Koscinski,"61",América do Sul,Brasil,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: Nome popular Cedro rosa.;",NA,NA,NA,NA,"1928","12","01",SP,São Paulo,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1445",2021-03-04 15:46:20-03,IF,SPSF,"21242",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,F.C.Hoehne,NA,América do Sul,Brasil,Instituto de Botanica,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,NA,NA,"1931","10","05",SP,São Paulo,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1446",2021-03-04 15:46:20-03,IF,SPSF,"11343",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,E.L.Silva,"36",América do Sul,Brasil,Parque Estadual do Instituto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"1987","07","07",SP,São Paulo,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1447",2021-03-04 15:46:20-03,IF,SPSF,"11043",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,E.L.Silva,"30",América do Sul,Brasil,Parque Estadual do Instituto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"1987","03","12",SP,São Paulo,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"1449",2021-03-04 15:46:20-03,IF,SPSF,"15502",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,P.L.R.Moraes,"521",América do Sul,Brasil,Parque Estadual Carlos Botelho,-47.9199981689453,-24.3799991607666,"700","700",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"1991","10","08",SP,Sete Barras,"34059",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.285833,-23.768889,"1482",2019-11-28 09:18:17-03,IBt,SP,"514890",S,Plantae,NA,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Lima, MEL; Cabral, R","2042",NA,Brasil,Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade,-46.285833,-23.768889,"927","927",NA,NA,NA,NA,L.,"Lima, MEL","2009","11","05",São Paulo,Santo André,NA,NA,NA,"2009","11",NA,"-46.285833","-23.768889",NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5499992370605,-23.1100006103516,"1493",2019-11-21 10:10:47-03,IBt,SP,"80253",S,Plantae,NA,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Kuhlmann, M",s.n.,NA,Brasil,Rodovia próxima à divisa com o município de Jundiaí,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,NA,NA,L.,"Pastore, JA","1964","12","08",São Paulo,Atibaia,"21675",auto,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.8499984741211,-23.6399993896484,"1496",2019-11-21 10:10:47-03,IBt,SP,"406742",S,Plantae,NA,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Shirasuna, RT; Yano, O","809",NA,Brasil,"Lote 5 Rodoanel Mário Covas, Trecho Sul",-46.8499984741211,-23.6399993896484,NA,NA,NA,NA,NA,NA,L.,"Capistrano, TR","2007","12","13",São Paulo,Embu,"6851",auto,NA,"2008","04","08",NA,NA,NA,NA,NA,NA,NA,NA,EMBU DAS ARTES,"3515004"
-46.3899993896484,-23.1800003051758,"1499",2020-11-12 15:23:32-03,IBt,SP,"291895",S,Plantae,NA,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Tamashiro, JY; Ivanauskas, NM; Souza, JP; Miyagi, PH; Belinello, R; Fernandes, GD","753",NA,Brasil,Estrada de terra para Piracaia,-46.3899993896484,-23.1800003051758,NA,NA,NA,NA,NA,NA,L.,"Pastore, JA","1995","04","10",São Paulo,Nazaré Paulista,"18850",auto,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAZARÉ PAULISTA,"3532405"
-46.6300010681152,-23.5400009155273,"1501",2019-11-21 10:10:47-03,IBt,SP,"7907",S,Plantae,NA,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Gehrt, A",s.n.,NA,Brasil,Butantan,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,L.,"Pastore, JA","1922","01","05",São Paulo,São Paulo,"53584",auto,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
