X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,fieldNumber,typeStatus,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-45.183333,-23.4,"28",2021-03-01 16:40:42-03,UNICAMP,UEC,"200454",S,Plantae,Magnoliopsida,NA,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,Radlk.,"Coelho, LRG","Pereira, LS; Belinello, R; Gomes, JAMA",N107,"2007","12",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 18 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica",UEC158026,UEC158026,"2010",NA,NA,NA,NA,"-45.183333","-23.4","990","1045",NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.516667,-23.371389,"29",2021-03-01 16:40:42-03,UNICAMP,UEC,"187180",S,Plantae,Magnoliopsida,NA,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,Radlk.,NA,s/ coletor,"03","2014","07","30",NA,Brazil,São Paulo,São Luiz do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virgínia.",-45.516667,-23.371389,NA,"Árvore.; Floresta Ombrófila Densa Montana.",UEC116686,UEC116686,NA,NA,NA,NA,NA,"-45.516667","-23.371389","741","741",NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.8400001525879,-23.5300006866455,"98",2021-03-04 15:46:32-03,IF,SPSF,"10086",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,NA,NA,M.Kuhlmann,NA,"1951","11","29",América do Sul,Brasil,SP,Salesópolis,E.B.de Boraceia,-45.8400001525879,-23.5300006866455,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.560001373291,-23.6900005340576,"107",2019-11-21 10:18:56-03,IBt,SP,"406790",S,Plantae,NA,NA,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,Radlk.,"Cordeiro, I; Capistrano, TR","Shirasuna, RT; Suzuki, R; Aguiar, F","670","2007","11","21",NA,Brasil,São Paulo,São Bernardo do Campo,"Lote 2 Rodoanel Mário Covas, Trecho Sul",-46.560001373291,-23.6900005340576,NA,NA,NA,NA,"2008","04","07","31119",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
