X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,typeStatus,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"11",2021-03-15 16:37:00-03,NY,NYBG,"440280",PreservedSpecimen,Plantae,Magnoliophyta,Gentianales,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,F. C. Hoehne,F. C. Hoehne,"28669","1932","01","05",South America,Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194397' target='other'> <mi>dwc_moreinfo</mi></a>,NY00440280,NY00440280_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.5200004577637,-23.2099990844727,"94",2020-11-04 10:59:42-03,ESALQ,ESA,"63869",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Rodrigues, R.R. & Bufo, L.V.B.","Bufo, L.V.B. ; Sabadim, P.C.","7.0",NA,NA,NA,NA,Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,ESA063869,ESA063869,NA,NA,NA,NA,"19715",auto,NA,NA,NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-46.6300010681152,-23.5400009155273,"113",2020-11-04 10:59:42-03,ESALQ,ESA,"5260",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Victor, R.","Victor, R.",NA,"1989","09","04",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA005260,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"114",2020-11-04 10:59:42-03,ESALQ,ESA,"26792",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Cardoso-Leite, E. & Rodrigues, R.R.","Cardoso-Leite, E. ; Oliveira, A.","286.0","1993","12","02",NA,Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA026792,ESA026792,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.6300010681152,-23.5400009155273,"126",2019-07-26 11:39:22-03,IPA,IPA,"10046",S,Plantae,Plantae,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll. Arg.,NA,"Hoehne, F.C.","10046","1932","01","05",Southern America,Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,Árvore n.201 Herb.Mus.Flor.281.,IPA0010046,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.550233,-23.3923,"140",2021-03-01 16:21:45-03,UNICAMP,UEC,"172154",S,Plantae,Magnoliopsida,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Marcondes-Ferreira, W","Garcia, LC","177","2009","02","06",NA,Brazil,São Paulo,Campinas,"Distrito de Souzas, Cond. Colinas do Atibaia, mata ribeirão cachoeira.",-47.550233,-23.3923,"711","711",NA,"Árvores, frutos.; Mata atlântica, floresta estacional semidecídual.",UEC016295,UEC016295,NA,NA,"-47.550233","-23.3923",NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.535186,-23.368519,"143",2020-02-10 17:49:24-03,UNICAMP,UEC,"168771",S,Plantae,Magnoliopsida,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Marcondes-Ferreira, W","Sims; Melis, J van","1423","2008","08",NA,NA,Brazil,São Paulo,Campinas,Mata Ribeirão Cachoeira.,-47.535186,-23.368519,"650","760",NA,NA,UEC007854,UEC007854,NA,NA,"-47.535186","-23.368519",NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-46.25,-23.25,"146",2021-03-01 16:21:45-03,UNICAMP,UEC,"115157",S,Plantae,Magnoliopsida,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Marcondes-Ferreira, W","Leite, EC","768","1998","06","09",NA,Brazil,São Paulo,Jundiaí,Reserva Biológica Municipal da Serra do Japi .,-46.25,-23.25,NA,NA,NA,"5,5m.",UEC074777,UEC074777,NA,NA,"-46.25","-23.25",NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,SANTA ISABEL,"3546801"
-46.1883010864258,-23.5228004455566,"350",2021-02-11 17:17:51-03,UFPR,UPCB,"42993",PreservedSpecimen,Plantae,NA,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Araújo Rodrigues, H.","Nicolau, S.A.","814","1994","08","27",NA,Brasil,São Paulo,Mogi das Cruzes,Capela de Santo Alberto,-46.1883010864258,-23.5228004455566,NA,NA,NA,"Árvore ca. 25m, frutos imaturos verdes. Interior de mata secundária ao redor da capela. Nome vulgar: pau-rosa..",NA,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"444",2019-05-23 11:07:33-03,UFLA,ESAL,"49",S,Plantae,NA,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,F. C. Hoehne,"Hoehne, FC","28669",NA,NA,NA,NA,Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
