X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,coordinatePrecision,geoFlag,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,class,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"2",2021-03-15 16:37:00-03,NY,NYBG,"1795749",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Plinia,complanata,Plinia complanata,M.L.Kawas. & B.Holst,V. B. Zipparro,"1818","1999","11","10",South America,Brazil,São Paulo,Sete Barras,"Fazenda Intervales: Base Saibadela, trilha do rio",-47.9199981689453,-24.3799991607666,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2024106' target='other'> <mi>dwc_moreinfo</mi></a>,NY01795749,NY01795749_01,isotype,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"11",2020-11-04 11:15:04-03,ESALQ,ESA,"109807",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Plinia,complanata,Plinia complanata,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30214.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109807,ESA109807,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"17",2020-11-04 11:15:04-03,ESALQ,ESA,"109458",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Plinia,complanata,Plinia complanata,NA,"Duarte, A.R.","547.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109458,ESA109458,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"24",2020-11-04 11:15:04-03,ESALQ,ESA,"82479",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Plinia,complanata,Plinia complanata,NA,"Mazine, F.F. Duarte, A.R. ; Gianotti, M.","457.0","2002","10","30",NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho - Floresta Ombrófila Densa (parcela do Biota),-47.9199981689453,-24.3799991607666,NA,NA,NA,"Árvore ca. 7 m. Frutos maduros vermelhos, frutos imaturos verdes. Amostras coletadas para análise macromolecular.",ESA082479,NA,NA,"34059",auto,"Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9167,-24.3833,"26",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0016897,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Plinia,complanata,Plinia complanata,M.L. Kawas. & B. Holst,M.G. Wanderley,"2051","1992","10","6",NA,Brazil,Sao Paulo,Sete Barras,"Fazenda Intervales, base Saibadela. Trilha para a cachoeira Saibadela.",-47.9167,-24.3833,NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore ca. 6m; flores brancas.",NA,NA,NA,NA,NA,J. E. Q. Faria,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.8400001525879,-23.5300006866455,"43",2021-03-01 16:36:57-03,UNICAMP,UEC,"85657",S,Plantae,Magnoliopsida,NA,Myrtaceae,Plinia,complanata,Plinia complanata,Kawasaki & B.Holst,"Simão-Bianchini, R; Shirasuna, RT; Rossi, L; Kiyama, CY","507","1994","09","05",NA,Brazil,São Paulo,Salesópolis,"Estação Biológica de Boracéia., Estrada para a barragem da SABESP no Rio Guaratuba",-45.8400001525879,-23.5300006866455,NA,NA,NA,"Árvore delgada, 6 m alt. Flores alvas",UEC055407,UEC055407,paratypus,"18032",auto,"Matsumoto, K","2004","12",NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"44",2021-03-01 16:36:57-03,UNICAMP,UEC,"85663",S,Plantae,Magnoliopsida,NA,Myrtaceae,Plinia,complanata,Plinia complanata,Kawasaki & B.Holst,"Rossi, L; Kiyama, CY; Simão-Bianchini, R; Shirasuna, RT","1641","1994","09","04",NA,Brazil,São Paulo,Salesópolis,"Estrada Biológica de Boracéia, Mata próxima à barragem do rio Claro",-45.8400001525879,-23.5300006866455,NA,NA,NA,"Árvore 5 m alt., próximo à trilha. Botões creme, flores alvas.",UEC055409,UEC055409,paratypus,"18032",auto,"Faria Júnior, JEQ","2010","12",NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.9199981689453,-24.3799991607666,"45",2021-03-01 16:36:57-03,UNICAMP,UEC,"157776",S,Plantae,Magnoliopsida,NA,Myrtaceae,Plinia,complanata,Plinia complanata,Kawasaki & B.Holst,"Matsumoto, K; et al.","831","2002","12","14",NA,Brazil,São Paulo,Sete Barras,PE Carlos Botelho.,-47.9199981689453,-24.3799991607666,NA,NA,NA,"Arvoreta ca 3 m, estéril. Parcela F1 indivíduo 830.",UEC013840,UEC013840,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"51",2021-03-01 16:36:57-03,UNICAMP,UEC,"174145",S,Plantae,Magnoliopsida,NA,Myrtaceae,Plinia,silvestris,Plinia silvestris,(Velloso) Mazine & Sobral,"Sanchez, M; Pedroni, F","355","1992","10","16",NA,Brazil,São Paulo,São Paulo,Margens do Rio da Fazenda.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"Árvore de 7 metros de altura, flores brancas aromáticas, tronco com casca desfoliante, de cor ferrugínea.&nf;&nf;Coleção da Fazenda n 580.",UEC089085,UEC089085,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-48.083333,-24.233333,"52",2020-12-11 11:39:38-03,UFMG,BHCB,"113457",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L.Kawas. & B.Holst,"Guilherme, FAG","188","2000","10","11",Southern America,Brasil,São Paulo,Sete Barras,"Parque Intervales, Base Saibadela. Mata Atlântica de terras baixas, ambiente sombreado.",-48.083333,-24.233333,NA,NA,NA,"Árvore, aprox. 5m de altura, cálice verde-claro, pétalas brancas, muitos estames e pistilo branco.",BHCB013934,BHCB013934,NA,NA,NA,NA,"2002","01",NA,"-48.083333","-24.233333",NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"53",2020-12-11 11:39:38-03,UFMG,BHCB,"97319",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L.Kawas. & B.Holst,"Zipparro, VB","1818","1999","11","10",Southern America,Brasil,São Paulo,Sete Barras,Parque Intervales - Base Saibadela,-47.9199981689453,-24.3799991607666,NA,NA,NA,"Árvore com cerca de 7m de altura, presença de frutos costados imaturos de coloração verde, os maduros são vermelhos e também costados.; Beira de rio",BHCB005658,NA,Isotypus,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"56",2020-07-15 14:43:34-03,UNESP-RC,HRCB,"21760",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L. Kawas. & B. Holst,"Galetti, M.",NA,NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,"Fazenda Intervales. Base Saibadela. Trilha do Rio, Ponto 0",-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,Parátipo,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"58",2020-07-15 14:43:34-03,UNESP-RC,HRCB,"21463",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L. Kawas. & B. Holst,"Morellato, L. P. C.",NA,NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Fazenda Intervales. Base Saibadela. Trilha do Rio.,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,Parátipo,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"59",2020-07-15 14:43:34-03,UNESP-RC,HRCB,"21474",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L. Kawas. & B. Holst,"Galetti, M.",NA,NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Fazenda Intervales. Base Saibadela. Trilha do Rio. Beira rio,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,Parátipo,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"60",2020-07-15 14:43:34-03,UNESP-RC,HRCB,"21472",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L. Kawas. & B. Holst,"Galetti, M.",NA,NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,"Fazenda Intervales. Base Saibadela. Trilha do Rio, Ponto 0",-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,Parátipo,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"61",2020-07-15 14:43:34-03,UNESP-RC,HRCB,"21476",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L. Kawas. & B. Holst,"Galetti, M.",NA,NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,"Fazenda Intervales. Base Saibadela. Trilha do Rio, Ponto 0",-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,Parátipo,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"62",2020-07-15 14:43:34-03,UNESP-RC,HRCB,"35555",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L. Kawas. & B. Holst,"Zipparro, V. B.",s/n,NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,"Fazenda Intervales. Base Saibadela. Trilha do Rio, Ponto 0",-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,Holótipo,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.8400001525879,-23.5300006866455,"65",2019-11-13 11:27:21-03,USP,SPF,"95816",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L.Kawas. & B.Holst,"Simão-Bianchini, R","507","1994","09","05",NA,Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,SPF00095816,NA,paratype,"18032",auto,"Sobral, M","2004",NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"66",2019-11-13 11:27:21-03,USP,SPF,"95820",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L.Kawas. & B.Holst,"Rossi, L","1641","1994","09","04",NA,Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,SPF00095820,NA,paratype,"18032",auto,"Sobral, M","2004",NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"77",2019-11-01 15:06:45-03,UnB,UB,"187467",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L. Kawas. & B. Holst,"Bianchini, RS; et al.","507","1994","09","05",Southern America,Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia. Estrada para a Barragem da SABESP, no Rio Guaratuba",-45.8400001525879,-23.5300006866455,NA,NA,NA,Árvore delgada 6m. Flores alvas.,UB0040093,UB0040093,paratype,"18032",auto,"Faria, JEQ","2012","10",NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.9199981689453,-24.3799991607666,"78",2019-10-03 10:04:22-03,UFSCar,SORO,"4457",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L.Kawas. & B.Holst,"Kawasaki, M.L.; Sugiyama, M.; Kirizawa, M.","656","1994","10","11",NA,Brasil,São Paulo,Sete Barras,"Fazenda Intervales, base Guaspiruvu, proximo do rio",-47.9199981689453,-24.3799991607666,NA,NA,NA,"Arvoreta ca. 4m alt., flores",NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"79",2019-10-03 10:04:22-03,UFSCar,SORO,"4528",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,complanata,Plinia complanata,M.L.Kawas. & B.Holst,"Wanderley, M.G.; et al.","2051","1992","10","06",NA,Brasil,São Paulo,Sete Barras,"Fazenda Intervales, base Saibadela. Trilha para cachoeira Saibadela. Mata úmidana baixada com muitas Musa.",-47.9199981689453,-24.3799991607666,NA,NA,NA,"Árvore ca 6m, flores brancas. Mata de encosta",NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
