X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,occurrenceRemarks,phylum,order,continentOcean,preparationType,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,typeStatus,previousCatalogNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.5299987792969,-23.4599990844727,"189",2020-11-04 11:14:07-03,ESALQ,ESA,"5687",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perk.,"Gandolfi, S.",NA,NA,NA,"Gandolfi, S. et al.","8009.0","1984","01","01",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA005687,ESA005687,NA,Magnoliophyta,NA,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.6300010681152,-23.5400009155273,"196",2020-11-04 11:14:07-03,ESALQ,ESA,"71957",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perkins,"Souza, V.C.","2012","06","05","Aragaki, S.","425.0","1994","09","22",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA071957,ESA071957,NA,Magnoliophyta,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"198",2020-11-04 11:14:07-03,ESALQ,ESA,"26937",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","13.0","1993","06","24",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA026937,NA,NA,Magnoliophyta,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-47.1300010681152,-23.5200004577637,"199",2020-11-04 11:14:07-03,ESALQ,ESA,"26938",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perk,"Peixoto, A.L.","1998","01","01","Cardoso-Leite, E. ; Oliveira, A.","202.0","1993","01","01",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA026938,ESA026938,NA,Magnoliophyta,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-45.42,-23.42,"203",2020-11-04 11:14:07-03,ESALQ,ESA,"69350",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perk.,"Franco, G.A.D.C.","2000","04","28","Franco, G.A.D.C.; Mazine, F.F.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Moura, C.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2956.0","2000","04","21",Brasil,São Paulo,São Sebastião,"Parque Estadual da Serra do Mar - Cachoeira do sítio Urucurana, trilha do escorrega, margem do Rio Una. Floresta Ombrófila Densa de Encosta, com perturbação. Borda da mata",-45.42,-23.42,"-45.42","-23.42","130","130",ESA069350,ESA069350,"Árvore ca.3m, frutos verdes",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.36,-23.45,"205",2020-11-04 11:14:07-03,ESALQ,ESA,"79116",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perkins,"Vidal, E.; Mendes, J.C.T.; Valente, R.O.A.",NA,NA,NA,"Ivanauskas, N.M.; Mazine, F.F.; Moura, C.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","4552.0","2000","04","20",Brasil,São Paulo,São Sebastião,"Parque Estadual da Serra do Mar, trilha das cachoeiras do ribeirão de Itu. Floresta Ombrófila Densa de Encosta com sinais de perturbação. Beira de rio.",-45.36,-23.45,"-45.36","-23.45",NA,NA,ESA079116,ESA079116,"Arbusto de 3 m, frutos verdes, beira de rio, área perturbada",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.5299987792969,-23.4599990844727,"218",2020-11-04 11:14:07-03,ESALQ,ESA,"7294",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(preng.) Perk.,"Peixoto, A.L.","1998","01","01","Gandolfi, S. et al.","11871.0","1984","11","22",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA007294,ESA007294,NA,Magnoliophyta,NA,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5299987792969,-23.4599990844727,"219",2020-11-04 11:14:07-03,ESALQ,ESA,"7293",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,"Gandolfi, S.",NA,NA,NA,"Gandolfi, S. et al.","8698.0","1984","11","22",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA007293,ESA007293,NA,Magnoliophyta,NA,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-47.9199981689453,-24.3799991607666,"225",2020-11-04 11:14:07-03,ESALQ,ESA,"109521",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30108.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109521,ESA109521,NA,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"226",2020-11-04 11:14:07-03,ESALQ,ESA,"109672",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29268.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109672,ESA109672,NA,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"229",2020-11-04 11:14:07-03,ESALQ,ESA,"51992",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perkins,NA,NA,NA,NA,"Lima, R.A.F.","423.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",ESA051992,ESA051992,em borda de clareira grande com bambu,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"230",2020-11-04 11:14:07-03,ESALQ,ESA,"109673",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29269.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109673,ESA109673,NA,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.449694,-24.077444,"233",2020-11-04 11:14:07-03,ESALQ,ESA,"128472",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,"Jó-Girão, V.","2013","04","30","Flores, T.B.","1835.0","2013","03","27",Brasil,São Paulo,Tapirai,Reserva Particulrar da Votorantim (CBA). Trilha dezembro entre a UHE Alecrim e UHE Porto raso. Floresta ombrófila densa na margem do rio dezembro,-47.449694,-24.077444,"-47.449694","-24.077444","403","403",ESA128472,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.50927,-24.09835,"234",2020-11-04 11:14:07-03,ESALQ,ESA,"128473",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,"Tamashiro, J.Y.; Ivanauskas, N.M.; Rodrigues, R.R.; Souza, V.C.","2013","04","04","Bettinardi, M.L.","17.0","2013","04","01",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé",-47.50927,-24.09835,"-47.50927","-24.09835","297","297",ESA128473,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-46.5299987792969,-23.4599990844727,"240",2020-11-04 11:14:07-03,ESALQ,ESA,"5688",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perk.,"Peixoto, A.L.","1998","01","01","Gandolfi, S. et al.","9520.0","1984","01","01",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA005688,ESA005688,NA,Magnoliophyta,NA,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.9900016784668,-24.3199996948242,"247",2020-11-04 11:14:07-03,ESALQ,ESA,"11457",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perk.,"Souza, V.C.","1990","01","01","Souza, V.C.","346.0","1988","11","06",Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,ESA011457,ESA011457,NA,Magnoliophyta,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.557599,-24.166545,"254",2020-11-04 11:14:07-03,ESALQ,ESA,"128474",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,"Rodrigues, R.R.","2013","03","28","Virillo, C.B.","72.0","2013","03","28",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.",-47.557599,-24.166545,"-47.557599","-24.166545","65","65",ESA128474,NA,"arvoreta, 4m, frutos esverdeados",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-46.5299987792969,-23.4599990844727,"261",2020-11-04 11:14:07-03,ESALQ,ESA,"5685",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perk.,"Gandolfi, S.",NA,NA,NA,"Gandolfi, S. et al.","8415.0","1984","01","01",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA005685,ESA005685,NA,Magnoliophyta,NA,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5299987792969,-23.4599990844727,"262",2020-11-04 11:14:07-03,ESALQ,ESA,"5684",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perk.,"Peixoto, A.L.","1998","01","01","Gandolfi, S. et al.","8129.0","1984","01","01",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA005684,ESA005684,NA,Magnoliophyta,NA,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-47.9199981689453,-24.3799991607666,"275",2020-11-04 11:14:07-03,ESALQ,ESA,"109490",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30107.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109490,ESA109490,NA,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"276",2020-11-04 11:14:07-03,ESALQ,ESA,"109670",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30111.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109670,ESA109670,NA,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"277",2020-11-04 11:14:07-03,ESALQ,ESA,"109531",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30109.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109531,ESA109531,NA,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"283",2020-11-04 11:14:07-03,ESALQ,ESA,"109904",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29377.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109904,ESA109904,NA,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"284",2020-11-04 11:14:07-03,ESALQ,ESA,"109597",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30112.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109597,ESA109597,NA,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"285",2020-11-04 11:14:07-03,ESALQ,ESA,"109669",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29267.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109669,ESA109669,NA,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"286",2020-11-04 11:14:07-03,ESALQ,ESA,"109586",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30110.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109586,ESA109586,NA,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"308",2019-02-15 11:46:00-02,IPA,IPA,"9303",S,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perkins,"Peixoto, A.","1999",NA,NA,"Pickel, B.","5683","1942","02","26",Brasil,São Paulo,São Paulo,"Chácara dos Morrinhos, na mata.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IPA0009303,NA,Arvoreta.,Plantae,NA,Southern America,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8800010681152,-23.1700000762939,"349",2020-12-20 21:18:29-03,UFV,VIC,"10918",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perkins,NA,NA,NA,NA,"Silva, A. .F.","1272","1985","10","09",Brasil,São Paulo,São José dos Campos,"Flora da Reserva Florestal da Boa Vista, Mata da Caixa d'água",-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,VIC010918,VIC010918,"Arvoreta com 2m, frutos de cor verde a preta",NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.8800010681152,-23.1700000762939,"350",2020-12-20 21:18:29-03,UFV,VIC,"10868",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perkins,NA,NA,NA,NA,"Silva, A.F.; Martina, F.R.","1222","1985","09","10",Brasil,São Paulo,São José dos Campos,"Flora da Reserva Florestal da Boa Vista, Mata da Estufa",-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,VIC010868,VIC010868,"Àrvore com 6m de altura, frutos jovens de cor verde e castanhos quando maduros",NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-48,-24.402778,"402",2019-08-20 10:20:36-03,UNICAMP,UEC,"136158",S,Plantae,Monimiaceae,Mollinedia,schottiana,Mollinedia schottiana,(Spreng.) Perkins,"Arzolla, FARDP","2004","11",NA,"Kinoshita, LS; Galvão, JC; Antunes, RM; Seco, RC; Arzolla, FARDP","229","2004","10","13",Brazil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, Mata Atlântica. Trilha para o Rio Taquaral.",-48,-24.402778,"-48","-24.402778",NA,NA,NA,NA,Arvoreta 5m. flores creme-esverdeadas.,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
