X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,class,verbatimLongitude,verbatimLatitude,fieldNumber,typeStatus,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.7200012207031,-23.3199996948242,"2",2020-01-20 14:40:35-03,UPM,MACK,"2880",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Camarea,cf. hirsuta,Camarea cf. hirsuta,A.St.-Hil.,M. G. Silva,L. T. A. Vieira,"423","2016","10","07",NA,Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,"2016","12135",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"3",2020-01-20 14:40:35-03,UPM,MACK,"3118",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,A.St.-Hil.,L. O. Andrade,L. O. Andrade,"88","2016","10","09",NA,Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,"2016","12135",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"4",2020-01-20 14:40:35-03,UPM,MACK,"2914",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,A.St.-Hil.,L.B.M. Modono,F. K. Kiataqui,"12","2016","10","06",NA,Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,"2018","12135",auto,"05","29",NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"5",2020-01-20 14:40:35-03,UPM,MACK,"2895",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,A.St.-Hil.,L. T. A. Vieira,F. K. Kiataqui,"16","2016","10","06",NA,Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,"2017","12135",auto,"10","19",NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"9",2019-02-15 11:44:57-02,IPA,IPA,"9649",S,Plantae,Plantae,NA,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,A. St.-Hil.,André,"Pickel, B.",s.n.,"1941","11","10",Southern America,Brasil,São Paulo,São Paulo,Bosque,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IPA0009649,NA,"1999","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"10",2019-02-15 11:44:57-02,IPA,IPA,"9638",S,Plantae,Plantae,NA,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,A. St.-Hil.,"Gehrt, A.","Pickel, B.","4788","1939","12","07",Southern America,Brasil,São Paulo,São Paulo,"Bosque, no mesmo.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IPA0009638,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7200012207031,-23.3199996948242,"95",2021-03-15 18:28:25-03,USP,SPF,"160153",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,A.St.-Hil.,"Mamede, MCH","Motta, LB","2","2003","05","15",NA,Brasil,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, Campo limpo.",-46.7200012207031,-23.3199996948242,NA,NA,NA,"Erva ca. 12 cm alt., com sistema subterrâneo. Pétalas e estaminódios amarelos.",SPF00160153,SPF00160153,"2003","12135",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"96",2019-11-13 11:24:26-03,USP,SPF,"10916",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,A.St.-Hil.,"Mamede, MCH","Hoehne, W",s.n.,"1941","11","04",NA,Brasil,São Paulo,São Paulo,Campo Congonhas. Campo seco.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00010916,SPF00010916,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"97",2021-03-15 18:28:25-03,USP,SPF,"17316",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,A.St.-Hil.,"Mamede, MCH","Joly, AB","534","1947","11","09",NA,Brasil,São Paulo,São Paulo,Campos entre Penha e Suzano (Quinze de Novembro).,-46.6300010681152,-23.5400009155273,NA,NA,NA,Erva. Flores amarelas.,SPF00017316,SPF00017316,"1996","53584",auto,"06","17",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7200012207031,-23.3199996948242,"124",2021-03-04 15:44:44-03,IF,SPSF,"52380",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,NA,J.B. Baitello,O.T. Aguiar,"1342","2017","10","31",América do Sul,Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: Subarbusto, flores amarelas.; GEOGRAFIA: Campo limpo, campo cerrado, 58 dias pós-fogo.;",NA,NA,"2017","12135",auto,"10","31",Magnoliopsida,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"125",2021-03-04 15:44:44-03,IF,SPSF,"30449",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,NA,NA,J.B.Baitello,"1209","2002","10","03",América do Sul,Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo apos queimada&nf;;",NA,NA,NA,"12135",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"126",2021-03-04 15:44:44-03,IF,SPSF,"30763",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,NA,NA,J.B.Baitello,"1348","2002","12","26",América do Sul,Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo, 76 dias apos queimada&nf;;",NA,NA,NA,"12135",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"127",2021-03-04 15:44:44-03,IF,SPSF,"31721",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,NA,NA,J.B.Baitello & F.S.Peres,"1560","2003","05","08",América do Sul,Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo e campo sujo&nf;;",NA,NA,NA,"12135",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"128",2021-03-04 15:44:44-03,IF,SPSF,"02452",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Camarea,hirsuta,Camarea hirsuta,NA,NA,D.Bento Pickel,NA,"1945","11","29",América do Sul,Brasil,SP,São Paulo,Bosque da Saude,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"53584",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
