X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,month,stateProvince,county,day,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,fieldNumber,individualCount,relatedCatalogItem,infraspecificEpithet,sex,NM_MUNICIP,CD_GEOCMU
-46.630278,-23.540556,"37",2020-01-15 14:50:50-03,UFMA,MAR,"6426",S,Plantae,NA,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,ZAPPI,A. Custodio Filho,"188","1980",NA,Brasil,NA,NA,"cultivada na casa do coletor, caule escandente, flor amarelada",NA,NA,"2019",NA,NA,"03",São Paulo,São Paulo,"12",-46.630278,-23.540556,NA,NA,46º37'49W,23º32'26S,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"54",2019-11-13 11:17:20-03,USP,SPF,"226062",PreservedSpecimen,Plantae,NA,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,"Hoehne, W","Hoehne, W",s.n.,"1949",NA,Brasil,Parque do Estado,NA,NA,SPF00226062,NA,NA,NA,NA,"01",São Paulo,São Paulo,"28",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.3899993896484,-23.9599990844727,"63",2020-07-21 15:08:14-03,UNISANTA,HUSC,"12331",PreservedSpecimen,Plantae,Magnoliophyta,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,O.J.G.Almeida,"O.J.G.Almeida; R.C.Kamikawashi; V.Carrara","46","2017",NA,Brasil,"CLP-Unesp; Bitaru",NA,"Trepadeira com flores brancas; Urbano",NA,NA,"2017","02",NA,"02",São Paulo,São vicente,"03",-46.3899993896484,-23.9599990844727,"25482",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.6300010681152,-23.5400009155273,"74",2019-11-21 10:03:01-03,IBt,SP,"8849",S,Plantae,NA,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,"Scheinvar, L","Loefgren, A",CGG2294,"1894",NA,Brasil,Cultivado em casa do Sr. Melchior e da Commissão,NA,NA,SP023327,SP023327,"1981","12","11","03",São Paulo,São Paulo,"06",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"75",2019-11-21 10:03:01-03,IBt,SP,"162601",S,Plantae,NA,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,"Scheinvar, L","Custodio Filho, A","188","1980",NA,Brasil,Edu Chaves. Cultivada na casa do coletor,NA,NA,NA,NA,"1981","12","11","03",São Paulo,São Paulo,"12",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
