X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.013783,-22.886467,"454",2020-06-15 15:30:05-03,UNESP-RC,HRCB,"74486",PreservedSpecimen,Plantae,Cornaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub,Gabriel Mendes Marcusso,NA,NA,NA,Ribeiro,NA,NA,NA,NA,Brasil,Minas Gerais,Camanducaia,"Distrito de Monte Verde, montanha da Pedra Partida",-46.013783,-22.886467,46º00.827'W,22º53.188'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.013783,-22.886467,"459",2021-03-17 14:34:35-03,UTFPR-SL,SHPR,"1222",PreservedSpecimen,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,M.M. Gabriel,"2018","11","23","Ribeiro, H.L. | L.F.R. Ribeiro | A. Xavier | E.W. Ribeiro","45","2016","04","30",Brasil,Minas Gerais,Camanducaia,Pedra Partida mountain.,-46.013783,-22.886467,46°00'827 W,22°53'188 S,NA,NA,SHPR001222,NA,América do Sul,exsicata,NA,"Shrub, 2 m high.",Anthophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.8400001525879,-23.5300006866455,"709",2020-11-24 08:16:16-03,MCN-FZBRS,HAS,"79915",PreservedSpecimen,Plantae,Cornaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,NA,NA,NA,NA,"Mattos, J.","9101","1961","09",NA,Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracea,",-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,HAS0079915,NA,NA,NA,NA,Semi-escandente. Fruto imaturo.,Magnoliophyta,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.866667,-23.633333,"710",2019-11-21 10:07:03-03,IBt,SP,"193016",S,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,"Barros, F","2002",NA,NA,"Macedo, ICC; Custodio Filho, A","33","1983","07","08",Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333,"-45.866667","-23.633333","890","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.866667,-23.633333,"711",2019-11-21 10:07:03-03,IBt,SP,"195324",S,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,"Barros, F","2002",NA,NA,"Custodio Filho, A","2206","1984","01","04",Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333,"-45.866667","-23.633333","890","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.316667,-23.783333,"712",2019-11-21 10:07:03-03,IBt,SP,"192231",S,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,"Sugiyama, M","1983","10","11","Custodio Filho, A; Toledo, CB","1393","1983","07","28",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333,"-46.316667","-23.783333","750","900",NA,NA,NA,NA,NA,"Trepadeira, flores esverdeadas, estames amarelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.316667,-23.783333,"713",2019-11-21 10:07:03-03,IBt,SP,"192238",S,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,"Sugiyama, M","1983","10","11","Custodio Filho, A; Toledo, CB","1383","1983","07","28",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333,"-46.316667","-23.783333","750","900",NA,NA,NA,NA,NA,"Trepadeira, flores verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"728",2019-11-21 10:07:03-03,IBt,SP,"12832",S,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,"Mattos, J","1962","07",NA,"Edwall, G",CGG5672,"1902","08","23",Brasil,São Paulo,Santo André,"Alto da Serra, mata virgem.",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,SP032717,SP032717,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"729",2019-11-21 10:07:03-03,IBt,SP,"153784",S,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,"Sugiyama, M","1983","03","11","Kühn, E","157","1962","05","24",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,NA,NA,NA,Em tronco caido próximo a casa do guarda,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"730",2019-11-21 10:07:03-03,IBt,SP,"205910",S,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,"Guerra, TP","1986","04","29","Guerra, TP; Kirizawa, M","109","1985","02","26",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
