X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,typeStatus,recordedBy,recordNumber,year,continentOcean,country,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,month,day,stateProvince,county,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,infraspecificEpithet,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.716667,-23.016667,"518",2019-11-01 15:06:08-03,UnB,UB,"131696",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Myrcia,eriocalyx,Myrcia eriocalyx,DC.,"Rosa, PO",NA,"Cerqueira, RM","138","2003",Southern America,Brasil,Mata do Sítio Jatobá,-46.716667,-23.016667,NA,Mata de encosta,NA,NA,"12","05",São Paulo,Itatiba,NA,NA,NA,NA,"-46.716667","-23.016667",NA,"2011","11",NA,NA,NA,NA,NA,NA,NA,JARINU,"3525201"
-45.883333,-23.266667,"564",2021-03-04 15:45:31-03,IF,SPSF,"47513",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,eriocalyx,Myrcia eriocalyx,DC.,O.T. Aguiar,NA,T.E.Barreto,"44","2013",América do Sul,Brasil,Fazenda Prana,-45.883333,-23.266667,NA,"COLETA: Árvore.; GEOGRAFIA: Floresta Ombrófila Densa Altomontana.;",NA,NA,"03","25",SP,Campos do Jordão,NA,NA,NA,NA,NA,NA,NA,"2014","07","18",Magnoliopsida,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
