X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,typeStatus,relatedCatalogItem,relationshipType,infraspecificEpithet,individualCount,fieldNumber,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-45.8800010681152,-23.1700000762939,"140",2020-12-20 21:18:38-03,UFV,VIC,"11178",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,NA,NA,"Silva, A.F.","1551","1987","03","06",Brasil,São Paulo,São José dos Campos,Flora da Reserva Florestal da Boa Vista,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,VIC011178,VIC011178,NA,NA,NA,"Árvore de ate 5 m, com restos florais, folhas de verde mais inteno na face dorsal",NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.9375,-23.075,"190",2021-03-01 16:36:28-03,UNICAMP,UEC,"183442",S,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,"Sobral, M","Silva, AF","1551","1987","03","06",Brazil,São Paulo,São José dos Campos,NA,-45.9375,-23.075,"-45.9375","-23.075",NA,NA,UEC051109,UEC051109,"2003",NA,NA,"Árvore de até 5m, com restos de flores, folhas de verde mais intenso na face dorsal.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.541389,-23.592222,"196",2021-03-01 16:36:28-03,UNICAMP,UEC,"166951",S,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,"Meireles, LD","Stefani, EJF; Belinello, R; Galvão, JC","291","2011","07","01",Brazil,São Paulo,Paraibuna,Parque Estadual da Serra do Mar.,-45.541389,-23.592222,"-45.541389","-23.592222","800","900",UEC005701,UEC005701,"2014",NA,NA,"Árvore com 8 m.; Mata Atlântica.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-45.183333,-23.4,"200",2021-03-01 16:36:28-03,UNICAMP,UEC,"200188",S,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,"Meireles, LD","Padgurschi, MCG; Belinello, R",M1976,"2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4","990","1045",UEC177734,NA,"2016",NA,NA,Parcela M - Projeto Biota-FAPESP. Árvore com 8 metros de altura. Frequência da espécie na parcela: n=9,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.9375,-23.075,"202",2021-03-01 16:36:28-03,UNICAMP,UEC,"53615",S,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,"Meireles, LD","Silva, AF","1589","1987","12","14",Brazil,São Paulo,São José dos Campos,NA,-45.9375,-23.075,"-45.9375","-23.075",NA,NA,UEC051110,UEC051110,"2004","03",NA,"Árvore de 5m, casca rosada, lenho creme, botões florais ferruginosos.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.9375,-23.075,"203",2021-03-01 16:36:28-03,UNICAMP,UEC,"53625",S,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,"Meireles, LD","Silva, AF","1588","1987","12","14",Brazil,São Paulo,São José dos Campos,NA,-45.9375,-23.075,"-45.9375","-23.075",NA,NA,UEC051108,UEC051108,"2004","03",NA,"Árvore de até 5m, ritdioma verde palha farinoso, casca castanho -claro esverdedado, botões florais ferruginosos como os ramos jovens.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.1883010864258,-23.5228004455566,"432",2020-12-21 16:36:59-03,MBM,MBM,"250452",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardn.) D.Legrand & Kausel,"Mazine, F.F.","Franco, G.; et al.; et al.","3002","2000","04","24",Brazil,São Paulo,Mogi das Cruzes,Represa Casa Grande,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,MBM250452,MBM250452,NA,NA,NA,NA,NA,NA,Southern America,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.1883010864258,-23.5228004455566,"462",2020-12-11 11:39:19-03,UFMG,BHCB,"59343",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,NA,"Franco, G; et al.","3002",NA,NA,NA,Brasil,São Paulo,Mogi das Cruzes,NA,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dicotyledon,NA,Southern America,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.774444,-23.9,"606",2019-11-13 11:26:54-03,USP,SPF,"101278",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,NA,"Godoy, SAP","474","1995","04","19",Brasil,São Paulo,São Paulo,Parelheiros,-46.774444,-23.9,"-46.774444","-23.9",NA,NA,SPF00101278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.6300010681152,-24.3199996948242,"632",2019-11-13 11:26:54-03,USP,SPF,"83235",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,NA,"Mattos, J","8869","1961","04","04",Brasil,São Paulo,Juquiá,NA,-47.6300010681152,-24.3199996948242,NA,NA,NA,NA,SPF00083235,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32505",auto,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-47.9199981689453,-24.3799991607666,"633",2019-11-13 11:26:54-03,USP,SPF,"99309",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,NA,"Zipparro, VB","318","1994","05","11",Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,SPF00099309,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"777",2019-12-05 14:48:38-03,UFSCar,SORO,"7791",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner)D.Legrand & Kausel,E.H.P.Barretto,"Barretto, E.H.P.; Garcia, R.J.F.; Anjos Neto, O.S.","459","2015","04","07",Brasil,São Paulo,São Paulo,"Parelheiros, Estrada do Massao, Sítio Nakao. Mata.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"2015","05",NA,"Árvore 6m alt., casca rugosa; botões.",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"807",2021-03-04 15:45:28-03,IF,SPSF,"11935",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,O.T. Aguiar,O.T. Aguiar,"241","1988","03","11",Brasil,SP,São Paulo,Serra da Cantereira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"2012","08","22","COLETA: Arvoreta 2,5m altura; pétalas claras e tonalidade ferrugínea na face abaxial das folhas, dos ramos e das inflorescências.; GEOGRAFIA: Região do Pinheirinho, próximo à casa do vigia.;",Magnoliophyta,Myrtales,América do Sul,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"951",2019-11-21 10:11:55-03,IBt,SP,"310956",S,Plantae,Myrtaceae,Myrceugenia,miersiana,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,"Kawasaki, ML","Aguiar, OT","241","1988","03","11",Brasil,São Paulo,São Paulo,"Serra da CAntareira, região do Pinheirinho.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP057596,SP057596,"2000",NA,NA,"Arvoreta 2m alt., pétalas claras, tonalidade ferrugínea na face abaxial, ramos e infloresc~encia.",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
