X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,recordNumber,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,fieldNumber,individualCount,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"22",2019-02-15 11:32:54-02,IPA,IPA,"9978",S,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Pickel, B.","1941","01","06",Southern America,Brasil,NA,NA,NA,IPA0009978,Plantae,NA,Cham.,"Irgang, B.",s.n.,São Paulo,São Paulo,Bosque,-46.6300010681152,-23.5400009155273,NA,NA,NA,"1973",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"23",2019-02-15 11:32:54-02,IPA,IPA,"62143",S,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Hoehne, W.","1941","12","02",Southern America,Brasil,NA,NA,NA,IPA0062143,Plantae,NA,Cham.,"Hoehne, W.",s.n.,São Paulo,São Paulo,Campo de Congonhas,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"24",2019-02-15 11:32:54-02,IPA,IPA,"9976",S,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Pickel, B.","1940","03","03",Southern America,Brasil,NA,NA,NA,IPA0009976,Plantae,NA,Cham.,Gehrt,"4598",São Paulo,São Paulo,"Bosque, no campo.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"1940","06",NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"35",2019-11-19 14:04:33-03,UFRPE,PEUFR,"951",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,B. Pickel,"1940","03","03",NA,Brasil,NA,NA,NA,PEUFR000951,NA,NA,Cham.,Gehrt,"4598",São Paulo,São Paulo,Bosque,-46.6300010681152,-23.5400009155273,NA,NA,NA,"1940","06",NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"69",2020-12-21 16:12:13-03,MBM,MBM,"262905",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Hoehne, W.","1941","12","02",Southern America,Brazil,NA,NA,NA,MBM262905,NA,NA,Cham. & Schltdl.,"Hoehne, W.",s.n.,São Paulo,São Paulo,Campo de Congonhas,-46.6300010681152,-23.5400009155273,NA,NA,MBM262905,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"77",2020-12-11 11:31:38-03,UFMG,BHCB,"61190",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Hoenhe, W","1941","12","02",Southern America,Brasil,NA,NA,NA,BHCB057747,Dicotyledon,NA,NA,NA,s.n.,São Paulo,São Paulo,Campo de Congonhas,-46.6300010681152,-23.5400009155273,NA,NA,BHCB057747,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"90",2020-06-15 15:28:24-03,UNESP-RC,HRCB,"35325",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Hoehne, W.","1941","12","02",NA,Brasil,NA,NA,NA,NA,NA,NA,Cham.,"Hoehne, W.",NA,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"105",2019-11-13 11:14:43-03,USP,SPF,"13709",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Hoehne, W","1942","01","14",NA,Brasil,NA,NA,NA,SPF00013709,NA,NA,Cham.,"Hoehne, W",s.n.,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00013709,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"106",2019-11-13 11:14:43-03,USP,SPF,"148553",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Brade, AC","1912","11",NA,NA,Brasil,NA,NA,NA,SPF00148553,NA,NA,Cham.,"Wolff, PA","5990",São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00148553,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"107",2019-11-13 11:14:43-03,USP,SPF,"16154",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Semir, J","1968","01","25",NA,Brasil,NA,NA,NA,SPF00016154,NA,NA,Cham.,"Hell, KG",s.n.,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00016154,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"108",2019-11-13 11:14:43-03,USP,SPF,"16155",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Joly, AB","1947","11","09",NA,Brasil,NA,NA,NA,SPF00016155,NA,NA,Cham.,"Joly, AB","519",São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"109",2019-11-13 11:14:43-03,USP,SPF,"10783",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Hoehne, W","1941","12","02",NA,Brasil,NA,NA,NA,SPF00010783,NA,NA,Cham.,"Hoehne, W",s.n.,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00010783,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"117",2019-11-01 14:52:30-03,UnB,UB,"158003",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Hoehne, W","1941","12","02",Southern America,Brasil,NA,NA,NA,NA,Dicotyledoneae,NA,Cham. & Schltdl.,"Hoehne, W",s.n.,São Paulo,São Paulo,Campo de Congonhas,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"127",2021-03-04 15:42:16-03,IF,SPSF,"01033",PreservedSpecimen,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,D.Bento Pickel,"1942","02","24",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Apiales,NA,NA,NA,SP,São Paulo,Bosque da Saude,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"133",2020-10-22 10:12:33-03,IBt,SP,"350026",S,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Hoehne, W",NA,NA,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,Cham.,NA,s.n.,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"134",2020-08-27 12:19:16-03,IBt,SP,"7301",S,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Brade, AC","1912","11",NA,NA,Brasil,NA,NA,NA,NA,NA,NA,Cham.,NA,s.n.,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"135",2020-10-22 10:12:33-03,IBt,SP,"350090",S,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Joly, AB","1977","08","02",NA,Brasil,NA,NA,NA,NA,NA,NA,Cham.,NA,s.n.,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"136",2020-08-27 12:19:16-03,IBt,SP,"303555",S,Plantae,Apiaceae,Eryngium,scirpinum,Eryngium scirpinum,"Brade, AC","1912","11",NA,NA,Brasil,NA,NA,NA,NA,NA,NA,Cham.,NA,s.n.,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
