X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,verbatimLongitude,verbatimLatitude,barcode,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,geoFlag,phylum,imagecode,minimumElevationInMeters,maximumElevationInMeters,continentOcean,typeStatus,fieldNumber,preparationType,NM_MUNICIP,CD_GEOCMU
-46.883333,-23.183333,"8",2016-07-05 11:14:18-03,FFCLRP,LBMBP,"247",S,Plantae,Orchidaceae,Epidendrum,henschenii,Epidendrum henschenii,Barb. Rodr.,E.R. Pansarin,NA,NA,NA,E.R. Pansarin,NA,NA,NA,NA,Brasil,São Paulo,Jundiaí,NA,46°53'W,23°11'S,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"9",2019-08-20 10:00:42-03,UNICAMP,UEC,"110408",S,Plantae,Orchidaceae,Epidendrum,henschenii,Epidendrum henschenii,Barb.Rodr.,"Pansarin, ER","2006","07",NA,"Pansarin, ER","561","1999","11","01",Brazil,São Paulo,Jundiaí,"Serra do Japi, Sentido Eloy Chaves, próximo a represa do DAE.",NA,NA,UEC064176,-46.8800010681152,-23.1800003051758,"17840",NA,auto,Liliopsida,UEC064176,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"10",2019-08-20 10:00:42-03,UNICAMP,UEC,"129652",S,Plantae,Orchidaceae,Epidendrum,henschenii,Epidendrum henschenii,Barb.Rodr.,"Pansarin, ER","2006","07",NA,"Pansarin, ER; Mickeliunas, L","999","2003","02","26",Brazil,São Paulo,Jundiaí,"Serra do Japi, Sentido Eloy Chaves, próximo a represa do DAE.",NA,NA,UEC064173,-46.8800010681152,-23.1800003051758,"17840",NA,auto,Liliopsida,UEC064173,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
