X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,verbatimLongitude,verbatimLatitude,typeStatus,fieldNumber,minimumElevationInMeters,maximumElevationInMeters,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.183333,-23.516667,"18",2019-12-06 19:30:05-03,UFES,VIES,"34975",S,Plantae,NA,NA,Passifloraceae,Passiflora,racemosa,Passiflora racemosa,Brot.,D.A.T. Ferreira,"34","2015","05",NA,NA,Brasil,São Paulo,Mogi das Cruzes,NA,-46.183333,-23.516667,NA,NA,VIES034975,VIES034975,NA,NA,NA,NA,NA,NA,NA,46º11'W,23º31'0''S,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.8842,-23.1864,"83",2019-01-25 15:35:46-02,IAC,IAC,"31090",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,racemosa,Passiflora racemosa,Brot.,L.C. Bernacci et al.,"70","1995","10","05",NA,Brasil,São Paulo,Jundiaí,"IAC, Estação Experimental",-46.8842,-23.1864,NA,"70aSepalas anil-Azuladas na base, roseo-Avermelhados raja-dos, no restante",NA,NA,L.C. Bernacci et al.,"1995","10","05",NA,NA,NA,"-46.8842","-23.1864",NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8842,-23.1864,"84",2019-01-25 15:35:46-02,IAC,IAC,"32605",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,racemosa,Passiflora racemosa,Brot.,M.D. Soares-Scoth,s/nº,"1995","04","05",NA,Brasil,São Paulo,Jundiaí,"IAC, Estação Experimental, BaG de maracujazeiros",-46.8842,-23.1864,NA,NA,NA,NA,L.C. Bernacci,"1995","04","05",NA,NA,NA,"-46.8842","-23.1864",NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
