X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,identifiedBy,year,month,day,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,class,relatedCatalogItem,dayIdentified,fieldNumber,previousCatalogNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"2",2021-03-15 16:37:00-03,NY,NYBG,"497065",PreservedSpecimen,Plantae,Magnoliophyta,Aquifoliales,Aquifoliaceae,Ilex,integerrima,Ilex integerrima longipetiolata,Hoehne,NA,F. C. Hoehne,"28382",South America,Brazil,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=767520' target='other'> <mi>dwc_moreinfo</mi></a>,NY00497065,NY00497065_01,longipetiolata,F. C. Hoehne,"1931","10","19",São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"16",2021-03-15 16:37:00-03,NY,NYBG,"497064",PreservedSpecimen,Plantae,Magnoliophyta,Aquifoliales,Aquifoliaceae,Ilex,integerrima,Ilex integerrima ebenacea,(Reissek) Loes.,NA,F. C. Hoehne,"30928",South America,Brazil,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203261' target='other'> <mi>dwc_moreinfo</mi></a>,NY00497064,NY00497064_01,ebenacea,F. C. Hoehne,"1933","09","25",São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7799987792969,-24.1800003051758,"41",2020-11-04 11:00:13-03,ESALQ,ESA,"75327",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Reiss.,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","165.0",NA,Brasil,NA,"Árvore, ca. 18m alt. Frutos imaturos verdes.",ESA075327,ESA075327,NA,NA,"2001","04","16",São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",-46.7799987792969,-24.1800003051758,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.9199981689453,-24.3799991607666,"46",2020-11-04 11:00:13-03,ESALQ,ESA,"51958",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Reissek,NA,"Lima, R.A.F.","367.0",NA,Brasil,NA,no sub-bosque,ESA051958,ESA051958,NA,NA,NA,NA,NA,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,"400","400","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"68",2019-11-21 14:30:45-03,UFJF,CESJ,"352",PreservedSpecimen,Plantae,Angiosperma,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Loes.,NA,L. Krieger,CESJ352,América do Sul,Brasil,NA,"Árvore pequena, flores esbranquiçadas, ramos muito frágeis. Na mata.",CESJ000352,CESJ000352,NA,NA,"1942","10",NA,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9900016784668,-24.3199996948242,"206",2020-12-21 16:13:06-03,MBM,MBM,"153646",PreservedSpecimen,Plantae,NA,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell. Conc.) Reissek,NA,"Sobral, M.; et al.; et al.","7332",Southern America,Brazil,NA,"Mata atlântica 3-4 m, em beira de mata de restinga; flores brancas",MBM153646,MBM153646,NA,"Groppo Jr, M.","1991","10",NA,São Paulo,Peruíbe,Est. Ecológ. Juréia,-46.9900016784668,-24.3199996948242,NA,NA,"21922",auto,NA,NA,"2009","05",NA,NA,"23",NA,NA,NA,PERUÍBE,"3537602"
-46.6300010681152,-23.5400009155273,"376",2020-09-12 05:00:02-03,US,US,"2579648",PreservedSpecimen,Plantae,NA,Celastrales,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,Reissek,NA,F. C. Hoehne,s.n.,South America - Neotropics,Brazil,NA,NA,US01859461,US01859461_01 US01859461_02,NA,NA,"1933","9","25",São Paulo,São Paulo,Nativa do Parque do Estado e Jardim Botânico (Planta viva no. 337),-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,Dicotyledonae,NA,NA,NA,NA,"1",SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"381",2020-09-12 05:00:02-03,US,US,"2579673",PreservedSpecimen,Plantae,NA,Celastrales,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,Reissek,NA,O. Handro,s.n.,South America - Neotropics,Brazil,NA,NA,US01859459,US01859459_01 US01859459_02,NA,NA,"1931","10","19",São Paulo,São Paulo,Nativa no Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,Dicotyledonae,NA,NA,NA,NA,"1",SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"386",2020-09-12 05:00:02-03,US,US,"2579605",PreservedSpecimen,Plantae,NA,Celastrales,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,Reissek,NA,L. Roth,"352",South America - Neotropics,Brazil,NA,NA,US01859462,US01859462_01 US01859462_02,NA,NA,"1942","10","10",São Paulo,São Paulo,"São Paulo, Santo Amaro",-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,Dicotyledonae,NA,NA,NA,NA,"1",SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"403",2021-03-15 18:25:04-03,USP,SPF,"83377",PreservedSpecimen,Plantae,NA,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,Reissek,NA,"Handro, O",s.n.,NA,Brasil,NA,Árvore com flores alvas.,SPF00083377,SPF00083377,NA,"Groppo, M","1931","10","19",São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
