X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,typeStatus,locality,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,infraspecificEpithet,individualCount,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"22",2021-03-15 16:37:00-03,NY,NYBG,"538007",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,A. Gehrt,"1925","03","18",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NA,NA,NY00538007,NY00538007_01,s.n.,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=347039' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,"Sao Paulo, Pirajussara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.27,-22.9303,"31",2021-03-15 16:37:00-03,NY,NYBG,"469383",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,H. de F. Leitão Filho,"1979","09","10",Brazil,São Paulo,Joanópolis,-46.27,-22.9303,NA,NA,NA,NA,NY00469383,NY00469383_01,"10405",South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496411' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,Nativo em area da mata a 15km da Cidade junto a Cachoeira dos Pretos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOANÓPOLIS,"3525508"
-46.618358,-23.646109,"44",2021-03-15 16:37:00-03,NY,NYBG,"539429",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,F. C. Hoehne,"1932","07","01",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NY00539429,NY00539429_01,s.n.,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151914' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,"Sao Paulo, nativa no Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"82",2021-03-15 16:37:00-03,NY,NYBG,"539426",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,F. C. Hoehne,"1932","07","01",Brazil,São Paulo,NA,-46.618358,-23.646109,NA,NA,NA,NA,NY00539426,NY00539426_01,s.n.,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151911' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,"Sao Paulo, nativa no Jardim Botanico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"89",2021-03-15 16:37:00-03,NY,NYBG,"539428",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,F. C. Hoehne,"1932","07","01",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NY00539428,NY00539428_01,s.n.,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151913' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,"Sao Paulo, nativa no Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"99",2021-03-15 16:37:00-03,NY,NYBG,"539427",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,F. C. Hoehne,"1932","07","01",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NA,NA,NY00539427,NY00539427_01,s.n.,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151912' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,Native in the Botanical Garden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"287",2020-12-20 21:18:05-03,UFV,VIC,"17328",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,"Okano, R.M.C.","1989","02","20",Brasil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,VIC017328,NA,s.n.,NA,NA,NA,"Arbusto 4 m, flores vináceas.",NA,NA,NA,"Serra do Japi, Mirante","17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.481389,-23.425,"330",2021-03-01 16:32:40-03,UNICAMP,UEC,"60778",S,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,"Baitello, JB","Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","1983","10","11",Brazil,São Paulo,Guarulhos,-46.481389,-23.425,"-46.481389","-23.425",NA,NA,UEC003943,UEC003943,s.n.,NA,NA,NA,Mata mesófila semidecídua.,Magnoliopsida,NA,NA,Aeroporto Internacional de São Paulo.,NA,NA,"1997","05","13",NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.27,-22.93,"434",2013-04-01 09:18:56-03,IPT,BCTW,"4118",S,Plantae,NA,Ocotea,variabilis,Ocotea variabilis,(Nees) Mez.,IPT,NA,NA,NA,NA,Brasil,São Paulo,Joanópolis,-46.27,-22.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"22329",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,JOANÓPOLIS,"3525508"
-46.63,-23.54,"435",2013-04-01 09:18:56-03,IPT,BCTW,"3179",S,Plantae,NA,Ocotea,variabilis,Ocotea variabilis,(Nees) Mez,NA,NA,NA,NA,NA,Brasil,São Paulo,São Paulo,-46.63,-23.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,Parque Nacional das Fontes do Ipiranga (PEFI),"53584",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
