X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,occurrenceRemarks,recordNumber,phylum,order,continentOcean,locality,preparationType,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"48",2019-11-13 11:29:24-03,USP,SPF,"66898",PreservedSpecimen,Plantae,Portulacaceae,Portulaca,amilis,Portulaca amilis,Speg.,"Oliveira, A","Vieira, LL","1965","12","28",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00066898,NA,"2008",NA,s.n.,NA,NA,NA,Cidade Universitária Armando de Salles Oliveira,NA,"08","04","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"56",2019-10-07 09:19:17-03,UEFS,HUEFS,"76534",PreservedSpecimen,Plantae,Portulacaceae,Portulaca,amilis,Portulaca amilis,Speg.,A.Oliveira,"Vieira, L.L.","1965","08","28",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,HUEFS0076534,HUEFS0076534,"2004",NA,NA,Angiospermae,Caryophyllales,NA,Cidade Universitária.,NA,"10",NA,"53584",auto,Caryophyllanae,NA,NA,SÃO PAULO,"3550308"
