X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,country,stateProvince,individualCount,occurrenceRemarks,year,month,day,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,recordNumber,barcode,imagecode,class,continentOcean,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,relationshipType,relatedCatalogItem,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.939998626709,-23.8500003814697,"80",2021-02-11 17:18:25-03,UFPR,UPCB,"75642",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,A.F.Costa et al.,"Forzza, R. C.","2011","07","Lombardi, J.A.",Brasil,São Paulo,NA,"Amostra em silica. Borda e trilhas no itnerior de mata atlântica secundária a beira de estrada. Erva epífita, folhas verdes, brácteas do escapo e flores creme-esverdeadas de base laranja e ápice verde, botões amarelos..","2011","04","26",São Lourenço da Serra,"Reserva Particular do Patraimônio Natural Paiol Maria, Trilhas das Águas e entorno e limite bordeando a cerca acessada pela Trilha das Águas",-46.939998626709,-23.8500003814697,"10031",auto,"8519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO LOURENÇO DA SERRA,"3549953"
-46.939998626709,-23.8500003814697,"83",2020-06-15 15:29:42-03,UNESP-RC,HRCB,"55473",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,aff. flava,Vriesea aff. flava,A.F.Costa et al.,"Forzza, R.C.","2011","07",Lombardi,Brasil,São Paulo,NA,"Amostra em sílica. Erva epífita, folhas verdes, brácteas do escapo e flores creme-esverdeadas de base laranja e ápice verde, botões amarelos.","2011","04","26",São Lourenço da Serra,Reserva Particular do Patrimônio Natural Paiol Maria,-46.939998626709,-23.8500003814697,"10031",auto,"8519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO LOURENÇO DA SERRA,"3549953"
-47.9199981689453,-24.3799991607666,"109",2021-03-04 15:41:58-03,IF,SPSF,"10964",PreservedSpecimen,Plantae,Magnoliophyta,Bromeliales,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F.Costa, H.Luther & Wand.",A.F.Costa,NA,NA,A.Custodio Filho & G.A.D.C. Franco,Brasil,SP,NA,"COLETA: XLS: SPSFAntigo;","1986","06","03",Sete Barras,Parque Estadual Carlos Botelho,-47.9199981689453,-24.3799991607666,"34059",auto,"2726",NA,NA,Liliopsida,América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"110",2021-03-04 15:41:58-03,IF,SPSF,"01248",PreservedSpecimen,Plantae,Magnoliophyta,Bromeliales,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F.Costa, H.Luther & Wand.",A.F.Costa,NA,NA,D.Bento Pickel,Brasil,SP,NA,"COLETA: XLS: SPSFAntigo;","1945","02","05",São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,Liliopsida,América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.716944,-23.818611,"115",2019-11-21 10:02:51-03,IBt,SP,"277509",S,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F.Costa, H.Luther & Wand.","Costa, A","2002","12","Ávila, NS; Neves, LF; Bellenzani, MLR",Brasil,São Paulo,NA,NA,"1994","09","14",São Paulo,"Centro Paulus, região sul do Município.",-46.716944,-23.818611,NA,NA,"383",SP053586,SP053586,NA,NA,NA,NA,NA,"-46.716944","-23.818611",NA,NA,NA,SÃO PAULO,"3550308"
-46.810001373291,-23.8299999237061,"125",2019-11-21 10:02:51-03,IBt,SP,"453340",S,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F.Costa, H.Luther & Wand.","Wanderley, MGL","2014","01","Wanderley, MGL; Simão Bianchini, R; Catharino, ELM",Brasil,São Paulo,NA,NA,"1996","09","03",Embu-Guaçu,NA,-46.810001373291,-23.8299999237061,"15311",auto,"2087",SP053595,SP053595,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.6300010681152,-23.5400009155273,"132",2019-11-21 10:02:51-03,IBt,SP,"30790",S,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F.Costa, H.Luther & Wand.","Costa, A","2002","12","Ostermeyer, R",Brasil,São Paulo,NA,NA,"1933","07","13",São Paulo,NA,-46.6300010681152,-23.5400009155273,"53584",auto,s.n.,SP053602,SP053602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"133",2019-11-21 10:02:51-03,IBt,SP,"48852",S,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F.Costa, H.Luther & Wand.","Costa, A","2002","12","Handro, O",Brasil,São Paulo,NA,NA,"1935","05","26",São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,"53584",auto,s.n.,SP053604,SP053604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"134",2019-11-21 10:02:51-03,IBt,SP,"348177",S,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F.Costa, H.Luther & Wand.","Costa, A","2002","12","Wanderley, MGL",Brasil,São Paulo,NA,NA,"2000","06",NA,São Paulo,"Jardim Botânico, Planta Cultivada nº 897. Floração em junho-julho 2000.",-46.6300010681152,-23.5400009155273,"53584",auto,"2357",SP053594,SP053594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"135",2019-11-21 10:02:51-03,IBt,SP,"430369",S,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F.Costa, H.Luther & Wand.","Ostinowsky, AV","2008","04","Shirasuna, RT; Yano, O",Brasil,São Paulo,NA,NA,"2007","11","13",São Paulo,"Lote 4, Parelheiros Rodoanel Mário Covas, Trecho Sul",-46.6300010681152,-23.5400009155273,"53584",auto,"649",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"136",2019-11-21 10:02:51-03,IBt,SP,"34315",S,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F.Costa, H.Luther & Wand.","Costa, AF","2007","04","Gehrt, A",Brasil,São Paulo,NA,NA,"1935","07","28",São Paulo,Pirajussara.,-46.6300010681152,-23.5400009155273,"53584",auto,s.n.,SP053597,SP053597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
