X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,phylum,order,recordNumber,continentOcean,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,typeStatus,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-48.080556,-24.235556,"10",2020-12-11 11:39:26-03,UFMG,BHCB,"96419",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,NA,"Zipparro, VB","2001","10","19",Brasil,São Paulo,Sete Barras,"Parque Estadual Intervales, Base Saibadela, Trilha Azul, Ponto 11",-48.080556,-24.235556,"-48.080556","-24.235556",NA,NA,BHCB012981,BHCB012981,Dicotyledon,NA,"2096",Southern America,NA,"Árvore com ca. De 16m de altura, botões e flores brancas.",NA,NA,"2001","10",NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"12",2020-12-11 11:39:26-03,UFMG,BHCB,"96402",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,NA,"Guilherme, FAG","2000","09","19",Brasil,São Paulo,Sete Barras,Parque Intervales,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,Dicotyledon,NA,"235",Southern America,NA,"Árvore aprox. 16m de altura, botões florais verde-claro e pétalas brancas..","34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"13",2020-12-11 11:39:26-03,UFMG,BHCB,"96175",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,NA,"Guilherme, FAG","2001","10","11",Brasil,São Paulo,Sete Barras,Parque Intervales,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,Dicotyledon,NA,"192",Southern America,NA,"Árvore aprox. 12m de altura, botões florais brancos.","34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"19",2020-12-16 11:32:59-03,UFG,UFG,"62012",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,A. Usteri,"Garcia, R.J.F.","Honda, S.; et al.","2012","08","08",Brasil,São Paulo,São Paulo,Parque Tizo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,UFG0062012,UFG0062012,NA,NA,"1127",NA,NA,"Árvore ca. de 7,0 metros de altura, 0,8 cm DAP. Frutos imaturos verdes. Casca avermelhada.","53584",auto,"2012","08","30",NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"26",2019-12-09 10:46:08-03,UFSJ,HUFSJ,"10575",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Santos, M F","Rossi, L","1984","06","01",Brasil,São Paulo,São Paulo,Parque Conceição.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,HUFSJ010575,NA,NA,NA,"164",NA,NA,"Árvore, 6m alt, DAP 20cm, flores alvas, frutos imaturos verdes.","53584",auto,"2018",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9099998474121,-23.6000003814697,"27",2019-10-03 10:04:18-03,UFSCar,SORO,"1055",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,NA,NA,"Ogata H. ; Heiniberg M.","1995","03","23",Brasil,São Paulo,Cotia,CEMUCAM,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore ca 10m alt, DAP 30 cm, flores brancas.","23869",auto,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.774444,-23.9,"28",2019-10-03 10:04:18-03,UFSCar,SORO,"1061",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,NA,NA,"Godoy S.A.P.; Pereira D.L. Ferreira G.M.P. Garcia R.J.F. e de Sordi S.J.","1995","04","19",Brasil,São Paulo,São Paulo,Camping Ana Paula,-46.774444,-23.9,46°46'28''W,23°54'0''S,NA,NA,NA,NA,NA,NA,"485",NA,NA,"árvore ca 7,0 m alt., DAP 0,13 m. Flores alvas, frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.774444,-23.9,"29",2019-10-03 10:04:18-03,UFSCar,SORO,"1308",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,NA,NA,"Gody S.A.P.; Pereira D.L., Ferreira G.M.P., DA Silva L.L., Garcia R.J.F.","1995","06","22",Brasil,São Paulo,São Paulo,Parelheiros. Camping Ana Paula,-46.774444,-23.9,46°46'28''W,23°54'0''S,NA,NA,NA,NA,NA,NA,"620",NA,NA,"Árvore ca. 12,0m alt., DAP 0,05m. Caule casca descamante",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"30",2019-10-03 10:04:18-03,UFSCar,SORO,"7654",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,E.H.P.Barreto,"Pascalicchio, F.F.; Garcia, R.J.F.; Anjos Neto, O.S.; Fukushima-Hein, Y.K.; Fries, B.G.",NA,NA,NA,Brasil,São Paulo,São Paulo,"Sítio Nova Esperança. Estrado do Gramado.UTM:23 K. X=318398, Y=73549915. Borda de mata.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,"Árvore, 6m alt., casca rugosa descamante; flores verdes a vermelhas, frutos verdes.","53584",auto,"2015","08",NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.774444,-23.9,"35",2019-11-21 10:12:12-03,IBt,SP,"334089",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ","1995","04","19",Brasil,São Paulo,São Paulo,"Parelheiros, Camping Ana Paula, área ajardinada",-46.774444,-23.9,"-46.774444","-23.9",NA,NA,NA,NA,NA,NA,"485",NA,NA,"Árvore ca. 7m alt., DAP 0,13cm, flores alvas, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.774444,-23.9,"36",2019-11-21 10:12:12-03,IBt,SP,"334090",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ","1995","06","22",Brasil,São Paulo,São Paulo,"Parelheiros, Camping Ana Paula, área ajardinada",-46.774444,-23.9,"-46.774444","-23.9",NA,NA,NA,NA,NA,NA,"620",NA,NA,"Árvore ca. 12m alt., DAP 0,05m, caule de casca descamante, frutos negros",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9099998474121,-23.6000003814697,"41",2019-11-21 10:12:12-03,IBt,SP,"333985",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Ogata, H; Heineberg, M","1995","06","19",Brasil,São Paulo,Cotia,CEMUCAM,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,"Árvore ca. 10m alt., DAP 30cm, frutos verdes","23869",auto,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.9099998474121,-23.6000003814697,"42",2019-11-21 10:12:12-03,IBt,SP,"333984",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Ogata, H; Heineberg, M","1995","03","23",Brasil,São Paulo,Cotia,CEMUCAM,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,"Árvore ca. 10m alt., DAP 30cm, flores brancas","23869",auto,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.6300010681152,-23.5400009155273,"45",2019-11-21 10:12:12-03,IBt,SP,"82691",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Faria, R","1965","03","25",Brasil,São Paulo,São Paulo,"Água Funda, mata do Instituto de Botânica.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,Árvore.,"53584",auto,"2000",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"46",2019-11-21 10:12:12-03,IBt,SP,"64401",S,Plantae,Myrtaceae,Myrcia,macrocarpa,Myrcia macrocarpa,DC.,"Kawasaki, ML","Mattos, JR","1961","04","18",Brasil,São Paulo,São Paulo,Nativa no Jardim Botãnico.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"8889",NA,NA,"Na mata secundária. Árvore fina, de 6m alt., fl. em panícula branca.","53584",auto,"2000",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
