X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,dayIdentified,class,relatedCatalogItem,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-47.3,-23.26,"396",2017-09-11 16:26:43-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Asteraceae,Isostigma,peucedanifolium,NA,Isostigma peucedanifolium,(Spreng.) Less.,NA,"Lund, PW",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Itú,Prope Hytu.,-47.3,-23.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.3","-23.26",NA,NA,NA,NA,NA,NA,NA,NA,ITU,"3523909"
-46.3899993896484,-23.9599990844727,"472",2019-11-21 10:00:46-03,IBt,SP,"50422",S,Plantae,NA,NA,Asteraceae,Isostigma,peucedanifolium,NA,Isostigma peucedanifolium,(Spreng.) Less.,"Peter, G","Macedo, A","118","1943","12","06",NA,Brasil,São Paulo,São Vicente,Serra de São Vicente,-46.3899993896484,-23.9599990844727,NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,"25482",auto,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
