X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,day,county,decimalLongitude,decimalLatitude,identifiedBy,yearIdentified,monthIdentified,dayIdentified,class,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,geoFlag,verbatimLongitude,verbatimLatitude,individualCount,NM_MUNICIP,CD_GEOCMU
-47.916667,-24.2,"111",2019-11-07 11:21:13-03,UFMG,BHCB-SL,"75678",PreservedSpecimen,Plantae,NA,NA,Thelypteridaceae,Amauropelta,saxicola,Amauropelta saxicola,(Sw.) Salino & T.E.Almeida,NA,"Dittrich, VAO; Breier, TB","1218","2002","09",América,Brasil,São Paulo,"Parque Estadual Carlos Botelho, Floresta Ombrófila Densa",NA,Rupícola em matacão do rio na floresta,NA,NA,"27",Sete Barras,-47.916667,-24.2,"Paixão, LC","2012","06",NA,NA,NA,"120","120",NA,"-47.916667","-24.2",NA,SETE BARRAS,"3551801"
-47.510556,-24.100833,"118",2019-11-07 11:21:13-03,UFMG,BHCB-SL,"163157",PreservedSpecimen,Plantae,NA,NA,Thelypteridaceae,Amauropelta,saxicola,Amauropelta saxicola,(Sw.) Salino & T.E.Almeida,NA,"Salino, A; Almeida, TE","15679","2013","04",América,Brasil,São Paulo,"Reserva Votorantim, Floresta Ombrófila Densa",NA,"Erva rupícola em pedras no rio, interior de floresta",NA,NA,"01",Juquiá,-47.510556,-24.100833,"Almeida, TE","2012","04","22",NA,NA,"266","266",NA,"-47.510556","-24.100833",NA,JUQUIÁ,"3526100"
-47.9199981689453,-24.3799991607666,"141",2019-11-07 11:21:13-03,UFMG,BHCB-SL,"64511",PreservedSpecimen,Plantae,NA,NA,Thelypteridaceae,Amauropelta,saxicola,Amauropelta saxicola,(Sw.) Salino & T.E.Almeida,NA,"Dittrich, VAO","833","2000","12",América,Brasil,São Paulo,"Parque Estadual de Intervales, Floresta Ombrófila Densa das Terras Baixas",NA,Terrícola em barranco de rio,NA,NA,"15",Sete Barras,-47.9199981689453,-24.3799991607666,"Paixão, LC","2012","06",NA,NA,"34059","70","70",auto,NA,NA,NA,SETE BARRAS,"3551801"
