X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,recordNumber,phylum,order,coordinatePrecision,individualCount,geoFlag,typeStatus,continentOcean,preparationType,infraspecificEpithet,class,relatedCatalogItem,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"9",2021-03-15 16:37:00-03,NY,NYBG,"400501",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera procera,(Mart. ex Schult. & Schult.f.) Wittm.,NA,A. Gehrt,"1929","02","03",Brazil,São Paulo,Sao Paulo,Pirajussára,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210130' target='other'> <mi>dwc_moreinfo</mi></a>,NY00400501,NY00400501_01,NA,NA,NA,"24580",Magnoliophyta,Poales,NA,NA,NA,NA,South America,sheet,procera,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"25",2021-03-15 16:37:00-03,NY,NYBG,"400500",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera tenuis,L.B.Sm.,NA,A. Gehrt,"1929","02","03",Brazil,São Paulo,Sao Paulo,Pirajussára,-46.63,-23.5403,NA,NA,"800","800",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210131' target='other'> <mi>dwc_moreinfo</mi></a>,NY00400500,NY00400500_01,NA,NA,NA,"1820",Magnoliophyta,Poales,NA,NA,NA,isotype,South America,sheet,tenuis,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"32",2021-03-15 16:37:00-03,NY,NYBG,"400501",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera procera,(Mart. ex Schult. & Schult.f.) Wittm.,NA,A. Gehrt,"1929","02","03",Brazil,São Paulo,Sao Paulo,Pirajussára,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210130' target='other'> <mi>dwc_moreinfo</mi></a>,NY00400501,NY00400501_01,NA,NA,NA,"24580",Magnoliophyta,Poales,NA,NA,NA,NA,South America,sheet,procera,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.939998626709,-23.8500003814697,"471",2020-06-15 15:29:42-03,UNESP-RC,HRCB,"55470",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera,(Mart. ex Schult. & Schult.f.) Wittm.,"Forzza, R.C",Lombardi,"2011","04","26",Brasil,São Paulo,São Lourenço da Serra,Reserva Particular do Patrimônio Natural Paiol Maria,-46.939998626709,-23.8500003814697,NA,NA,NA,NA,"Amostra em sílica. Erva epífita em árvoea caída, frutos imaturos verdes.",NA,NA,"2011",NA,NA,"8516",NA,NA,"10031",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO LOURENÇO DA SERRA,"3549953"
-46.6300010681152,-23.5400009155273,"509",2020-09-12 05:00:02-03,US,US,"1618714",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera,(Mart. ex Schult. & Schult. f.) Wittm.,NA,A. Gehrt,"1929","2","3",Brazil,São Paulo,São Paulo,Pirajussára,-46.6300010681152,-23.5400009155273,NA,NA,"800",NA,NA,US01914257,US01914257_01,NA,NA,NA,"1820",NA,Bromeliales,"53584","1",auto,NA,South America - Neotropics,NA,NA,Monocotyledonae,NA,NA,NA,SÃO PAULO,"3550308"
-46.3300018310547,-23.9599990844727,"534",2020-09-12 05:00:02-03,US,US,"209883",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera,(Mart. ex Schult. & Schult. f.) Wittm.,NA,A. F. Regnell,"1905","1","14",Brazil,São Paulo,Santos,NA,-46.3300018310547,-23.9599990844727,NA,NA,NA,NA,NA,US01914242,US01914242_01,NA,NA,NA,s.n.,NA,Bromeliales,"26836","1",auto,NA,South America - Neotropics,NA,NA,Monocotyledonae,NA,NA,NA,SANTOS,"3548500"
-46.33,-23.96,"646",2017-09-11 16:27:06-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera gracilis,(Gaudich.) Mez,NA,"Mosén, CWH",NA,NA,NA,Brazil,São Paulo,Santos,"IBB/Santos, SP, nec non S. Paulo prope Santos",-46.33,-23.96,"-46.33","-23.96",NA,NA,NA,NA,NA,NA,NA,NA,"3249",NA,NA,NA,NA,NA,NA,Southern America,NA,gracilis,NA,NA,NA,NA,SANTOS,"3548500"
-46.33,-23.96,"654",2017-09-11 16:27:06-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera gracilis,(Gaudich.) Mez,NA,"Mosén, CWH",NA,NA,NA,Brazil,São Paulo,Santos,"IBB/Santos, SP, nec non S. Paulo prope Santos",-46.33,-23.96,"-46.33","-23.96",NA,NA,NA,NA,NA,NA,NA,NA,"3249",NA,NA,NA,NA,NA,NA,Southern America,NA,gracilis,NA,NA,NA,NA,SANTOS,"3548500"
-46.1883010864258,-23.5228004455566,"701",2019-11-21 10:02:54-03,IBt,SP,347515a,Extra,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera tenuis,L.B.Sm.,"Versieux, LM","Tomasulo, PLB","1992","11","13",Brasil,São Paulo,Mogi das Cruzes,Parque Municipal da Serra do Itapety,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,NA,SP053861,SP053861,"2007",NA,NA,"151",NA,NA,"28666",NA,auto,NA,NA,NA,tenuis,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.1883010864258,-23.5228004455566,"702",2019-11-21 10:02:54-03,IBt,SP,"347515",S,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera tenuis,L.B.Sm.,"Versieux, LM","Tomasulo, PLB","1992","11","13",Brasil,São Paulo,Mogi das Cruzes,Parque Municipal da Serra do Itapety,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,NA,SP053860,SP053860,"2007",NA,NA,"151",NA,NA,"28666",NA,auto,NA,NA,NA,tenuis,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.1883010864258,-23.5228004455566,"703",2019-11-21 10:02:55-03,IBt,SP,347515c,Extra,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera tenuis,L.B.Sm.,"Versieux, LM","Tomasulo, PLB","1992","11","13",Brasil,São Paulo,Mogi das Cruzes,Parque Municipal da Serra do Itapety,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,NA,SP053863,SP053863,"2007",NA,NA,"151",NA,NA,"28666",NA,auto,NA,NA,NA,tenuis,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
