X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,individualCount,typeStatus,fieldNumber,infraspecificEpithet,NM_MUNICIP,CD_GEOCMU
-46.9900016784668,-24.3199996948242,"7",2020-11-04 11:14:28-03,ESALQ,ESA,"11369",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,brunoi,Eugenia brunoi,Mattos,"Sobral, M.","Souza, V.C. et al.","56.0","1988","07","23",NA,Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,ESA011369,ESA011369,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.9199981689453,-24.3799991607666,"8",2020-11-04 11:14:28-03,ESALQ,ESA,"52005",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,bunchosifolia,Eugenia bunchosifolia,Nied.,NA,"Lima, R.A.F.","436.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,em clareira,ESA052005,ESA052005,"400","400",NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"10",2020-11-04 11:14:28-03,ESALQ,ESA,"109460",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,bunchosiifolia,Eugenia bunchosiifolia,NA,NA,"Duarte, A.R.","508.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,ESA109460,ESA109460,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"11",2020-11-04 11:14:28-03,ESALQ,ESA,"109431",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,bunchosiifolia,Eugenia bunchosiifolia,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30127.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109431,ESA109431,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"13",2020-11-04 11:14:28-03,ESALQ,ESA,"109450",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,bunchosiifolia,Eugenia bunchosiifolia,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30132.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109450,ESA109450,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"14",2020-11-04 11:14:28-03,ESALQ,ESA,"109445",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,bunchosiifolia,Eugenia bunchosiifolia,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30130.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109445,ESA109445,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"15",2020-11-04 11:14:28-03,ESALQ,ESA,"109437",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,bunchosiifolia,Eugenia bunchosiifolia,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30128.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109437,ESA109437,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"16",2020-11-04 11:14:28-03,ESALQ,ESA,"109449",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,bunchosiifolia,Eugenia bunchosiifolia,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30131.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109449,ESA109449,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.824417,-24.041222,"20",2021-03-01 16:36:14-03,UNICAMP,UEC,"121471",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,brunoi,Eugenia brunoi,Mattos,NA,"Souza, FM; Duarte, AR; Sampaio, D","75096","2001","04","17",NA,Brazil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.",-46.824417,-24.041222,NA,"Árvore, ca. 6m alt. Filetes creme, anteras alaranjadas.",UEC029388,UEC029388,"30","180",NA,NA,NA,NA,NA,"-46.824417","-24.041222",NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.9900016784668,-24.3199996948242,"28",2020-12-21 16:36:28-03,MBM,MBM,"238812",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Eugenia,brunoi,Eugenia brunoi,Mattos,"Sobral, M.","Sobral, M.; et al.; et al.","7067","1991","07",NA,Southern America,Brazil,São Paulo,Peruíbe,Estação Ecológica da Juréia,-46.9900016784668,-24.3199996948242,NA,NA,MBM238812,MBM238812,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
