X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,typeStatus,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-47.31605,-24.02022,"55",2020-11-04 11:18:15-03,ESALQ,ESA,"123594",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,"Ivanauskas, N.M.","2013","04","29","Colletta, G.D. ; Souza, V.C.","982.0","2013","04","29",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).",-47.31605,-24.02022,"-47.31605","-24.02022","Arbusto, 2m",ESA123594,NA,"480","480",NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.9199981689453,-24.3799991607666,"60",2020-11-04 11:18:15-03,ESALQ,ESA,"109711",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30254.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109711,ESA109711,NA,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"65",2020-11-04 11:18:15-03,ESALQ,ESA,"109890",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30255.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109890,ESA109890,NA,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"66",2020-11-04 11:18:15-03,ESALQ,ESA,"109889",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30256.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109889,ESA109889,NA,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.993333,-24.372222,"90",2021-03-01 16:39:05-03,UNICAMP,UEC,"136659",S,Plantae,Rubiaceae,Chomelia,catharinae,Chomelia catharinae,L.B.Sm. & Downs,"Urbanetz, C","2004","10",NA,"Kinoshita, LS; Urbanetz, C; Farah, FT; Obando-Polo, SH","244","2004","10","13",Brazil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, Entrada da Trilha da Represa.",-47.993333,-24.372222,"-47.993333","-24.372222","Arbusto, 1,7m de altura; pétalas brancas.",UEC108183,UEC108183,"811","811",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.5800018310547,-23.3099994659424,"95",2021-03-01 16:39:05-03,UNICAMP,UEC,"129269",S,Plantae,Rubiaceae,Chomelia,catharinae,Chomelia catharinae,L.B.Sm. & Downs,"Jung-Mendaçolli, SL","2001","04",NA,"Arzolla, FARDP","247","2001","03","31",Brazil,São Paulo,Mairiporã,"Parque Estadual da Cantareira, região de Águas Claras.",-46.5800018310547,-23.3099994659424,NA,NA,"Arvoreta, 2m de altura.",UEC108186,UEC108186,NA,NA,NA,NA,NA,Magnoliopsida,NA,"15840",auto,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.6300010681152,-23.5400009155273,"96",2021-03-01 16:39:05-03,UNICAMP,UEC,"87597",S,Plantae,Rubiaceae,Chomelia,catharinae,Chomelia catharinae,L.B.Sm. & Downs,"Kirkbride Jr, JH","1978",NA,NA,"Kuhlmann, M","2733","1951","11",NA,Brazil,São Paulo,São Paulo,Nativo no Jardim Bontânico.,-46.6300010681152,-23.5400009155273,NA,NA,Arbusto.,UEC108185,UEC108185,NA,NA,NA,NA,NA,Magnoliopsida,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"97",2021-03-01 16:39:05-03,UNICAMP,UEC,"87594",S,Plantae,Rubiaceae,Chomelia,catharinae,Chomelia catharinae,L.B.Sm. & Downs,"Jung, SL","1980","10","16","Hoehne, FC",s.n.,"1931","10","31",Brazil,São Paulo,São Paulo,Parque do Estado.,-46.6300010681152,-23.5400009155273,NA,NA,"Planta viva. nº 125.; Ex. 1ª Secção Botânica e Agronomia do Instituto Biológico.",UEC108184,UEC108184,NA,NA,NA,NA,NA,Magnoliopsida,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"98",2021-03-01 16:39:05-03,UNICAMP,UEC,"135050",S,Plantae,Rubiaceae,Chomelia,catharinae,Chomelia catharinae,L.B.Sm. & Downs,"Arzolla, FARDP","2004","10","04","Arzolla, FARDP; Paula, GCR; Condez, TH","633","2004","09","23",Brazil,São Paulo,São Paulo,"Parque Estadual da Cantareira, proximidades da Pedra Grande.",-46.6300010681152,-23.5400009155273,NA,NA,"Arvoreta de 2m de altura; flores brancas.; Floresta ombrófila densa.",UEC108187,UEC108187,"1000","1000",NA,NA,NA,Magnoliopsida,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.532272,-23.394994,"99",2021-03-01 16:39:09-03,UNICAMP,UEC,"162023",S,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,(Standl.) Govaerts,"Pastore, JFB","2007","12","03","Moura, C; Arzolla, FARDP; Vilela, FESP; Paula, GCR","126","2007","11","08",Brazil,São Paulo,Guarulhos,"Parque Estadual da Cantareira, Núcleo Cabuçu, Trilha da Cachoeira.",-46.532272,-23.394994,"-46.532272","-23.394994","Arbusto, 50 cm, flores brancas.",UEC009085,UEC009085,"770","770",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-45.866667,-23.633333,"104",2020-04-22 16:23:48-03,UFPB,JPB,"54652",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,brasiliana,Chomelia brasiliana,A. Rich.,"Barbosa, MR","1999",NA,NA,"Romaniuc-Neto, S; Custodio-Filho, A","216","1984","09","13",Brasil,São Paulo,Biritiba Mirim,Estação Biologica de Boraceia,-45.866667,-23.633333,"-45.866667","-23.633333","; DESC: Arbusto da mata com 2,5 m de altura. Flores brancas.",JPB0054652,NA,NA,NA,Southern America,NA,NA,Angiosperma,Dicotyledon,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"113",2020-04-22 16:23:48-03,UFPB,JPB,"54554",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,brasiliana,Chomelia brasiliana,A. Rich.,NA,NA,NA,NA,"Franco, GADC; Custódio-Filho, A","707","1988","09","28",Brasil,São Paulo,Salesópolis,Reversa Florestal Guaratuba.,-45.8400001525879,-23.5300006866455,NA,NA,"; DESC: Arvoreta, flores brancas.",JPB0054554,NA,NA,NA,Southern America,NA,NA,Angiosperma,Dicotyledon,"18032",auto,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.9099998474121,-23.6000003814697,"117",2020-04-22 16:23:48-03,UFPB,JPB,"54505",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,catharinae,Chomelia catharinae,(L.B. Sm. & Downs),"Mendaçolli, SL","2001","04","30","Bernacci, LC; Durigan, G; Arbocz, GZ; Furlan, E","3018","2001","01","11",Brasil,São Paulo,Cotia,"Fazenda próximo ao Beto Borracheiro, interior da mata, próximo ao ponto G45.",-46.9099998474121,-23.6000003814697,NA,NA,"; DESC: Arbusto, ca.1,5m alt.",JPB0054505,NA,NA,NA,Southern America,NA,NA,Angiosperma,Dicotyledon,"23869",auto,NA,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.6300010681152,-23.5400009155273,"119",2020-04-22 16:23:48-03,UFPB,JPB,"55094",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,catharinae,Chomelia catharinae,(L.B. Sm. & Downs),"Jung, SL","1980","10","16","Hoehne, FC","125","2003","11","04",Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,"; DESC: Arbusto, flor com corola amarela, flores diminutas",JPB0055094,NA,NA,NA,Southern America,NA,NA,Angiosperma,Dicotyledon,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.924722,-24.191389,"129",2020-04-22 16:23:50-03,UFPB,JPB,"54726",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,(Standl.) Govaerts,NA,NA,NA,NA,"Souza, VC; Duarte, AR; Rando, JG; Ferreira, MAP","30254",NA,NA,NA,Brasil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho, Parcela permanente.",-47.924722,-24.191389,"-47.924722","-24.191389","; HABITAT: Floresta Ombrófila Densa Submontana.; DESC: Árvore no. 164 (Parcela PECB - Outra numeração 116).",JPB0054726,NA,"350","450",Southern America,NA,NA,Angiosperma,Dicotyledon,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.924722,-24.191389,"130",2020-04-22 16:23:50-03,UFPB,JPB,"54727",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,(Standl.) Govaerts,NA,NA,NA,NA,"Souza, VC; Duarte, AR; Rando, JG; Ferreira, MAP","30255",NA,NA,NA,Brasil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho, Parcela permanente.",-47.924722,-24.191389,"-47.924722","-24.191389","; HABITAT: Floresta Ombrófila Densa Submontana.; DESC: Árvore no. 7560 (Parcela PECB - Outra numeração 299).",JPB0054727,NA,"350","450",Southern America,NA,NA,Angiosperma,Dicotyledon,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"213",2020-12-11 11:40:42-03,UFMG,BHCB,"39853",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,(Standl.) Steyerm.,NA,NA,NA,NA,"Hoehne, FC",s.n.,"1931","10","31",Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,BHCB5292,NA,NA,NA,Southern America,NA,NA,Dicotyledon,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.924722,-24.191389,"298",2019-11-13 11:29:52-03,USP,SPF,"226958",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,(Standl.) Govaerts,Anônimo,NA,NA,NA,"Souza, VC","30254",NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.924722,-24.191389,"-47.924722","-24.191389",NA,SPF00226958,SPF00226958,"350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6361,-23.5475,"346",2020-11-23 11:39:25-03,IAC,IAC,"28237",S,Plantae,Rubiaceae-308.Cinchonoideae-Guettardeae,Chomelia,brasiliana,Chomelia brasiliana,A.Rich.,M.R.V. Barbosa,"1999",NA,NA,M. Kullmann,NA,"1944","03","15",Brasil,São Paulo,São Paulo,"Água Funda, mata do Dep. de Ind. Animal",-46.6361,-23.5475,"-46.6361","-23.5475",identificação confirmada por M.C. Pessoa em 2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"351",2019-06-24 08:11:52-03,IAC,IAC,"33267",S,Plantae,Rubiaceae-308.Cinchonoideae-Guettardeae,Chomelia,catharinae,Chomelia catharinae,(L.B.Sm. & Downs) Steyerm.,S.L. Jung-Mendaçolli,"1980","10","16",M. Kuhlmann & J.M.F. Toledo,"3381","1946","04","09",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6361,-23.5475,"-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"352",2019-06-24 08:11:52-03,IAC,IAC,"33268",S,Plantae,Rubiaceae-308.Cinchonoideae-Guettardeae,Chomelia,catharinae,Chomelia catharinae,(L.B.Sm. & Downs) Steyerm.,J.H. Kirkbride Jr.,"1978","06","15",M. Kuhlmann,"2733","1951","11","15",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6361,-23.5475,"-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
