X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,county,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,coordinatePrecision,geoFlag,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,individualCount,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"71",2021-03-01 16:39:48-03,UNICAMP,UEC,"140538",S,Plantae,Magnoliopsida,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Rocca, MA","116","2004","10","25",NA,Brazil,São Paulo,parque estadual carlos botelho,-47.9199981689453,-24.3799991607666,NA,"árborea, flores brancas",UEC110684,UEC110684,Sete Barras,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.774444,-23.988333,"83",2020-12-21 16:43:37-03,MBM,MBM,"320042",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Cielo-Filho, R.; Ivanauskas, N.M.; Souza, D.; Ivanauskas, N.M.; Souza, D.","435","2005","03","16",Southern America,Brazil,São Paulo,"Parque Estadual da Serra do Mar, (Divisa com São Paulo). Núcleo Curucutu. Trilha do Rio Mambú",-46.774444,-23.988333,NA,"Árvore de 8m.; Margem de rio.",MBM320042,MBM320042,Itanhaém,"779","779","Cielo-Filho, R.",NA,NA,NA,"-46.774444","-23.988333","2005","04","13",NA,NA,NA,ITANHAÉM,"3522109"
-46.6300010681152,-23.5400009155273,"84",2020-12-21 16:43:37-03,MBM,MBM,"50760",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Mattos, J.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Estação de Campo Grande,-46.6300010681152,-23.5400009155273,NA,NA,MBM050760,MBM050760,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"89",2021-02-11 17:21:34-03,UFPR,UPCB,"75597",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Coelho, J.P.",sn,"1946","10","02",NA,Brasil,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,São Paulo,NA,NA,Pickel,"53584",auto,NA,NA,NA,"1955","03",NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"92",2020-08-31 08:57:25-03,INPA,INPA,"136199",S,Plantae,Dicotyledon Asterids,Gentianales,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Rosa, NA","3974","1980","11","27",Southern America,Brasil,São Paulo,Reserva Biológica do alto da serra Paranapiacaba.,-46.5299987792969,-23.6599998474121,NA,NA,INPA0136199,INPA0136199 INPA0136199_e,Santo André,NA,NA,"Rosa, NA","27258",auto,NA,NA,NA,"1981",NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.8800010681152,-23.1800003051758,"97",2020-07-15 14:43:38-03,UNESP-RC,HRCB,"50655",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,Lombardi,"7517","2008","11","04",NA,Brasil,São Paulo,NA,-46.8800010681152,-23.1800003051758,NA,"Árvore ca. 5 m, folhas cartáceas, frutos imaturos verdes",NA,NA,Jundiaí,"985","985",NA,"17840",auto,NA,46º56'08.8W,"23º13'49,6S",NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.935778,-23.230444,"107",2019-11-13 11:30:18-03,USP,SPF,"195601",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Lombardi, JA","7517","2008","11","04",NA,Brasil,São Paulo,Reserva Biológica Municipal da Serra do Japi,-46.935778,-23.230444,NA,NA,SPF00195601,NA,Jundiaí,"850","1178","Lombardi, JA",NA,NA,NA,"-46.935778","-23.230444","2009","06",NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.7200012207031,-23.3199996948242,"109",2019-11-13 11:30:18-03,USP,SPF,"166679",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Lima, MEL","87","2002","10","19",NA,Brasil,São Paulo,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,SPF00166679,NA,Franco da Rocha,NA,NA,"Caruzo, MBR; Duarte, MC","12135",auto,NA,NA,NA,"2002","11",NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6361,-23.5475,"119",2019-06-24 08:11:53-03,IAC,IAC,"33145",S,Plantae,NA,NA,Rubiaceae-314.Cinchonoideae-Posoquerieae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,F.C. Hoehne,s/nº,"1931","09","30",NA,Brasil,São Paulo,Parque do Estado,-46.6361,-23.5475,NA,exsicata do primeira secção Botânica e agronomica do inst. biologico,NA,NA,São Paulo,NA,NA,P.C. Standley,NA,NA,NA,"-46.6361","-23.5475","1931","09","30",NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"120",2019-06-24 08:11:53-03,IAC,IAC,"33162",S,Plantae,NA,NA,Rubiaceae-314.Cinchonoideae-Posoquerieae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,M. Kuhlmann,"3392","1946","01","07",NA,Brasil,São Paulo,Jardim Botânico,-46.6361,-23.5475,NA,NA,NA,NA,São Paulo,NA,NA,M. Kuhlmann,NA,NA,NA,"-46.6361","-23.5475","1946","01","07",NA,NA,NA,SÃO PAULO,"3550308"
-45.9500001,-23.6500001,"123",2020-02-20 14:37:38-03,IAC,IAC,"40415",S,Plantae,NA,NA,Rubiaceae-314.Cinchonoideae-Posoquerieae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"A.A. Oliveira; A.J. Passold; L. Nogueira & B.C. Matteo et al.","3675","2000","04","24",NA,Brasil,São Paulo,Estrada Usaca em torno da represa Casa Grande da Sabesp,-45.9500001,-23.6500001,NA,"Coordenadas do material: 23°39#?#S 45°57#?#W. Entretanto, é indicado que a coleta teria sido em Mogi das Cruzes/SP",NA,NA,Biritiba-Mirim,NA,NA,S.L. Jung-Mendaçolli,NA,NA,NA,"-45.9500001","-23.6500001","2001","04","16",NA,NA,NA,BIRITIBA MIRIM,"3506607"
-46.116667,-23.678611,"133",2013-02-07 10:19:21-02,UMC,HUMC,"4376",S,Plantae,NA,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,Equipe FEPAF,"69","2006","10","15",Southern America,Brazil,São Paulo,Estrada para Manoel Ferreira,-46.116667,-23.678611,NA,Arbórea. Flor branca.,NA,NA,Biritiba Mirim,"793","793",NA,NA,NA,NA,46W06'60,23S40'43,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"136",2020-08-20 14:56:31-03,UFSC,FLOR,"36133",PreservedSpecimen,Plantae,NA,Gentianales,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Kuhlmann, M.","3392",NA,NA,NA,NA,Brasil,São Paulo,"Jardim Botânico, estrada junto a cerca da divisa do Parque do Estado.",-46.6300010681152,-23.5400009155273,NA,NA,FLOR0036133,NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"137",2020-08-20 14:56:31-03,UFSC,FLOR,"36208",PreservedSpecimen,Plantae,NA,Gentianales,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Hoehne, F.C.","105","1931","09","30",NA,Brasil,São Paulo,Parque do Estado.,-46.6300010681152,-23.5400009155273,NA,NA,FLOR0036208,NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7799987792969,-24.1800003051758,"141",2021-03-04 15:46:06-03,IF,SPSF,"34666",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,NA,R.Cielo-Filho & N.M.Ivanauskas & D.de Souza,"435","2005","03","16",América do Sul,Brasil,SP,"Parque Estadual da Serra do Mar, Núcleo Curucutu",-46.7799987792969,-24.1800003051758,NA,"COLETA: XLS: SPSFNovo; Árvore de 8m. Margem de rio.; GEOGRAFIA: Trilha do Rio Mambú&nf;UTM: X=319481 Y=7345932;",NA,NA,Itanhaém,"779","779",R.Cielo-Filho,"26998",auto,NA,NA,NA,"2005","04","13",Magnoliopsida,NA,NA,ITANHAÉM,"3522109"
-46.5800018310547,-23.3099994659424,"142",2021-03-04 15:46:06-03,IF,SPSF,"27916",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,NA,F.A.R.D.P.Arzolla,"249","2001","03","31",América do Sul,Brasil,SP,"P.E.Cantareira, Região de Águas Claras",-46.5800018310547,-23.3099994659424,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Mairiporã,NA,NA,NA,"15840",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,MAIRIPORÃ,"3528502"
-46.633333,-23.420833,"147",2021-03-04 15:46:06-03,IF,SPSF,"34747",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,NA,C.de Moura & M.C.Gobitta & F.A.R.D.P.Arzolla & J.A.Pastore,"68","2005","06","07",América do Sul,Brasil,SP,Parque Estadual da Cantareira,-46.633333,-23.420833,NA,"COLETA: XLS: SPSFNovo; Árvore caída, frutos verdes; GEOGRAFIA: nucleo Águas Claras, floresta ombrofila densa montana&nf;;",NA,NA,Mairiporã,NA,NA,F. A. R. D. P. Arzolla,NA,NA,NA,NA,NA,"2005","06","16",Magnoliopsida,NA,NA,MAIRIPORÃ,"3528502"
-46.774444,-23.456389,"148",2021-03-04 15:46:06-03,IF,SPSF,"39954",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,F.M.Souza & M.F.Santos & R.C.Sousa & S.J.Ribeiro,"688","2007","05","08",América do Sul,Brasil,SP,Parque Estadual do Jaraguá,-46.774444,-23.456389,NA,"COLETA: Árvore, 6m. Frutos imaturos verdes.; GEOGRAFIA: Trilha do Mauro;",NA,NA,São Paulo,"896","896",G.A.D.C. Franco,NA,NA,NA,NA,NA,"2007","07","27",Magnoliopsida,NA,NA,SÃO PAULO,"3550308"
-46.774444,-23.453333,"149",2021-03-04 15:46:06-03,IF,SPSF,"40035",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,F.M.Souza & R.C.Sousa & W. Corrêa & A.N.Oliveira,"1038","2007","12","04",América do Sul,Brasil,SP,Parque Estadual do Jaraguá,-46.774444,-23.453333,NA,"COLETA: Árvore, 7m. Flores brancas perfumadas.; GEOGRAFIA: Trilha do Mauro;",NA,NA,São Paulo,"923","923",J.A.Pastore,NA,NA,NA,NA,NA,"2008","03","24",Magnoliopsida,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"156",2021-03-04 15:46:06-03,IF,SPSF,"37542",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,F. A. R. D. P. Arzolla & G.C.R.de Paula & M.O.Leite & J.R.dos Santos,"1156","2005","08","19",América do Sul,Brasil,SP,Parque Estadual da Cantareira,-46.6300010681152,-23.5400009155273,NA,"COLETA: Árvore, 8 metros, frutos de coloração laranja.; GEOGRAFIA: Morro do Pavão, Floresta Ombrófila Densa Montana.;",NA,NA,São Paulo,NA,NA,F. A. R. D. P. Arzolla,"53584",auto,NA,NA,NA,"2007","12","05",Magnoliopsida,NA,NA,SÃO PAULO,"3550308"
-46.3899993896484,-23.9599990844727,"157",2021-03-04 15:46:06-03,IF,SPSF,"28343",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,NA,J.A.Pastore & C.Moura,"1081","2001","08","17",América do Sul,Brasil,SP,P.E.Xixová-Japuí,-46.3899993896484,-23.9599990844727,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Pedreira&nf;;",NA,NA,São Vicente,NA,NA,NA,"25482",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,SÃO VICENTE,"3551009"
-45.866667,-23.633333,"169",2019-11-21 10:18:12-03,IBt,SP,"195710",S,Plantae,NA,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Custodio Filho, A","1870","1983","11","14",NA,Brasil,São Paulo,Estação Biológica de Boracéia,-45.866667,-23.633333,NA,"Árvore 6 m, frutos",NA,NA,Biritiba-Mirim,"890","950","Gomes, M",NA,NA,NA,"-45.866667","-23.633333","1996","04","26",NA,NA,NA,SALESÓPOLIS,"3545001"
-45.866667,-23.633333,"170",2019-11-21 10:18:12-03,IBt,SP,"195717",S,Plantae,NA,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Custodio Filho, A","2149","1983","12","29",NA,Brasil,São Paulo,Estação Biológica de Boracéia,-45.866667,-23.633333,NA,"Árvore 6 m, flores brancas",NA,NA,Biritiba-Mirim,"890","950","Macias, L",NA,NA,NA,"-45.866667","-23.633333","2001","08",NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.691667,-23.851667,"172",2019-11-21 10:18:14-03,IBt,SP,"295636",S,Plantae,NA,NA,Rubiaceae,Posoqueria,acutifolia,Posoqueria acutifolia,Mart.,"Garcia, RJF; et al.","873","1996","05","15",NA,Brasil,São Paulo,"Distrito Parelheiros, matas ao redor da Represa Billings",-46.691667,-23.851667,NA,NA,NA,NA,São Paulo,NA,NA,"Kinoshita, LS",NA,NA,NA,"-46.691667","-23.851667","2004","02",NA,NA,NA,NA,SÃO PAULO,"3550308"
