X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,stateProvince,identifiedBy,day,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,class,coordinatePrecision,geoFlag,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,relationshipType,relatedCatalogItem,individualCount,NM_MUNICIP,CD_GEOCMU
-46.8800010681152,-23.1800003051758,"49",2018-04-26 14:53:40-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Evolvulus,barbatus,NA,Evolvulus barbatus,Meisn.,NA,"Brade, AC",s.n.,"1915","04",Southern America,Brazil,NA,NA,NA,CONV014309,NA,São Paulo,"Simão-Bianchini, R","04",Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"2006",NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"64",2019-11-13 11:18:07-03,USP,SPF,"17011",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Evolvulus,barbatus,NA,Evolvulus barbatus,Meisn.,NA,"Joly, AB",s.n.,"1947","11",NA,Brasil,NA,NA,NA,SPF00017011,SPF00017011,São Paulo,"Simão-Bianchini, R","22",São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"1995","01",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"73",2019-11-01 14:56:46-03,UnB,UB,"149048",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Convolvulaceae,Evolvulus,barbatus,NA,Evolvulus barbatus,Meisn.,NA,"Brade, AC",s.n.,"1915","04",Southern America,Brasil,NA,NA,NA,NA,NA,São Paulo,"Bianchini, RS","04",Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"2006",NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
