X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,monthIdentified,infraspecificEpithet,class,fieldNumber,individualCount,verbatimLongitude,verbatimLatitude,sex,NM_MUNICIP,CD_GEOCMU
-46.1883010864258,-23.5228004455566,"3",2021-01-14 15:31:41-03,MN,R,"9400",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Rhynchanthera,latifolia,Rhynchanthera latifolia,Cogn.,NA,"Glaziou, A.F.M.",17517 b,NA,Brasil,NA,NA,Plantas do Brasil Central,R000009400,R000009400_001,"Renner, S.S.","1987","1884","11","13",São Paulo,Mogi das Cruzes,-46.1883010864258,-23.5228004455566,"28666",auto,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"4",2019-02-15 11:45:51-02,IPA,IPA,"9956",S,Plantae,Plantae,NA,Melastomataceae,Rhynchanthera,stricta,Rhynchanthera stricta,Cogn.,NA,"Pickel, B.","5186",Southern America,Brasil,"Casa da Força, no campo baixo.",NA,Flores roxas.,IPA0009956,NA,Gehrt,"1942","1941","01","26",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"04",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
