X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,identifiedBy,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"65",2020-11-04 11:14:35-03,ESALQ,ESA,"85318",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Zipparro, V.B.","825.0","1994","01","11",NA,Brasil,São Paulo,NA,NA,NA,ESA085318,ESA085318,O. Berg,"Kuntz, J.",Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,"2011","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"66",2020-11-04 11:14:35-03,ESALQ,ESA,"109428",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Duarte, A.R.","526.0",NA,NA,NA,NA,Brasil,São Paulo,NA,NA,NA,ESA109428,ESA109428,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.7799987792969,-24.1800003051758,"67",2020-11-04 11:14:35-03,ESALQ,ESA,"75471",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","178.0","2001","04","16",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",NA,"Arbusto, ca. 2m alt. Frutos imaturos verdes.",ESA075471,ESA075471,O. Berg,"Kuntz, J.",Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,NA,NA,"2011","26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.6300010681152,-23.5400009155273,"68",2020-11-04 11:14:35-03,ESALQ,ESA,"75189",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2209.0","2001","04","13",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.",NA,"Ca. 3m alt.; frutos verdes.",ESA075189,ESA075189,O. Berg,"Mazine, F.F.",São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"76",2020-11-04 11:14:35-03,ESALQ,ESA,"85316",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Zipparro, V.B.","1974.0","2000","08","18",NA,Brasil,São Paulo,NA,NA,NA,ESA085316,ESA085316,O. Berg,"Kuntz, J.",Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,"2011","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"77",2020-11-04 11:14:35-03,ESALQ,ESA,"85317",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Zipparro, V.B.","1983.0","2000","08","16",NA,Brasil,São Paulo,NA,NA,NA,ESA085317,ESA085317,O.Berg,"Kuntz, J.",Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,"2013","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"78",2020-11-04 11:14:35-03,ESALQ,ESA,"68817",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Moraes, P.L.R.","2337.0","2001","01","16",NA,Brasil,São Paulo,NA,NA,NA,ESA068817,ESA068817,O. Berg,"Kuntz, J.",Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,"2011","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"80",2020-11-04 11:14:35-03,ESALQ,ESA,"52024",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Lima, R.A.F.","455.0",NA,NA,NA,NA,Brasil,São Paulo,Parcela permanente - Parque Estadual de Carlos Botelho,NA,no sub-bosque,ESA052024,ESA052024,O. Berg,"Kuntz, J.",Sete Barras,-47.9199981689453,-24.3799991607666,"400","400",NA,NA,NA,NA,"2011","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"81",2020-11-04 11:14:35-03,ESALQ,ESA,"109824",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29352.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109824,ESA109824,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.7799987792969,-24.1800003051758,"82",2020-11-04 11:14:35-03,ESALQ,ESA,"75323",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","161.0","2001","04","16",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",NA,"Árvore, ca. 4m alt. Frutos imaturos verdes.",ESA075323,ESA075323,O. Berg,"Kuntz, J.",Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,NA,NA,"2011","26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
