X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,identifiedBy,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-45.88,-23.1703,"17",2021-03-15 16:37:00-03,NY,NYBG,"805109",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,I. Mimura,"25","1961","10","10",South America,Brazil,São Paulo,Sao José dos Campos,"6,8-7,2 km ao SSE em linha reta da praça principal de Sao Jose dos Campos. Dentro de 100 m ao oeste da estrada para Paraibuna",-45.88,-23.1703,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798456' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805109,NY00805109_01,"635","635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-47.2900009155273,-23.2600002288818,"249",2015-09-04 05:20:26-03,MNHN,RECOLNAT_MNHN_P,P02554575,PreservedSpecimen,NA,NA,NA,Asteraceae,Vernonia,grandiflora,Vernonia grandiflora,Less.,Riedel,NA,"1825","11","1",NA,Brasil,São Paulo,Itu,Brésil. Ytú.,-47.2900009155273,-23.2600002288818,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02554575' target='other'> <mi>dwc_moreinfo</mi></a>,P02554575,P02554575_01,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITU,"3523909"
-45.8800010681152,-23.1700000762939,"263",2014-12-22 15:24:00-02,MO,MOBOT,"100767375",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H. Rob.,George Eiten|Itiriki Mimura,Eiten 5764,"1964","10","14",South America,Brazil,São Paulo,São José dos Campos,NA,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,NA,NA,"39297",auto,John Pruski (MO),NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",SÃO JOSÉ DOS CAMPOS,"3549904"
-47.2992,-23.2642,"345",2019-01-25 15:34:02-02,IAC,IAC,"19368",S,Plantae,NA,NA,Asteraceae,Vernonia,grandiflora,Vernonia grandiflora,Less.,H.F. Leitão Filho,"82","1967","09","03",NA,Brasil,São Paulo,Itu,"estrada Itu a Sorocaba, próximo de Itu",-47.2992,-23.2642,NA,NA,NA,NA,NA,NA,NA,NA,H.F. Leitão Filho,"1967","09","-47.2992","-23.2642","20",NA,NA,NA,NA,NA,ITU,"3523909"
-46.7200012207031,-23.3199996948242,"393",2021-03-04 15:42:34-03,IF,SPSF,"27884",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Robinson,J.B.Baitello,"964","2001","01","18",América do Sul,Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo cerrado&nf;;",NA,NA,NA,NA,"12135",auto,N.Roque,"2016","07",NA,NA,"04",Magnoliopsida,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-47.2900009155273,-23.2600002288818,"437",2019-11-21 10:00:52-03,IBt,SP,"16120",S,Plantae,NA,NA,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,"Russel, A","58","1897","10","20",NA,Brasil,São Paulo,Itú,NA,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,NA,NA,"22309",auto,"Simão Bianchini, R","2015","04",NA,NA,"23",NA,NA,NA,NA,NA,ITU,"3523909"
-46.8800010681152,-23.1800003051758,"438",2019-11-21 10:00:52-03,IBt,SP,"65719",S,Plantae,NA,NA,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,"Kuhlmann, M","2864","1952","12","18",NA,Brasil,São Paulo,Jundiaí,Ao lado da estrada para Itu,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,NA,NA,"17840",auto,"Simão Bianchini, R","2015","04",NA,NA,"23",NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-45.8800010681152,-23.1700000762939,"468",2019-11-21 10:00:52-03,IBt,SP,"120156",S,Plantae,NA,NA,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,"Mimura, I","593","1967","11","22",NA,Brasil,São Paulo,São José dos Campos,NA,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,NA,NA,"39297",auto,"Simão Bianchini, R","2015","04",NA,NA,"23",NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.8800010681152,-23.1700000762939,"469",2019-11-21 10:00:52-03,IBt,SP,"139855",S,Plantae,NA,NA,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,"Eiten, G; Mimura, I","5764","1964","10","14",NA,Brasil,São Paulo,São José dos Campos,NA,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,"655","655","39297",auto,"Simão Bianchini, R","2015","04",NA,NA,"23",NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.8800010681152,-23.1700000762939,"470",2019-11-21 10:00:52-03,IBt,SP,"75576",S,Plantae,NA,NA,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,"Mimura, I","25","1961","10","10",NA,Brasil,São Paulo,São José dos Campos,NA,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,NA,NA,"39297",auto,"Simão Bianchini, R","2015","04",NA,NA,"23",NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
