X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,typeStatus,continentOcean,individualCount,NM_MUNICIP,CD_GEOCMU
-46.0363889,-23.6593056,"24",2021-01-21 16:19:00-03,MO,MOBOT,"101245021",PreservedSpecimen,Plantae,NA,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille & Pirani,fide Loeuille et al.,NA,B. Loeuille|et al.,Loeuille 830,"2013","6","17",Brazil,São Paulo,Biritiba-Mirim,Pedra do Garrafão,-46.0363889,-23.6593056,NA,NA,NA,NA,NA,NA,NA,"999.00000000",NA,NA,NA,Holotype,South America,"1",BIRITIBA MIRIM,"3506607"
-46.036389,-23.659306,"25",2021-03-15 18:25:29-03,USP,SPF,"221600",PreservedSpecimen,Plantae,NA,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille & Pirani,"Loeuille, B","2016","Loeuille, B","830","2013","06","17",Brasil,São Paulo,Biritiba-Mirim,Pedra do Garrafão. No topo do morro.,-46.036389,-23.659306,"-46.036389","-23.659306","Arvoreta até 3 m. Flores lilases a esbranquiçadas.; Campo de altitude.",SPF00221600,NA,NA,NA,"999","999",NA,NA,holotype,NA,NA,BIRITIBA MIRIM,"3506607"
