X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,locality,occurrenceRemarks,barcode,imagecode,identifiedBy,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,phylum,class,NM_MUNICIP,CD_GEOCMU
-46.5299987792969,-23.6599998474121,"5",2021-01-11 11:19:59-03,IBt,SP,"471634",S,Plantae,Dioscoreaceae,Dioscorea,sanpaulensis,Dioscorea sanpaulensis,R.Knuth,NA,"Silva, JH","9","2014","01","28",NA,Brasil,NA,NA,NA,NA,NA,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"6",2021-01-11 11:19:59-03,IBt,SP,"471635",S,Plantae,Dioscoreaceae,Dioscorea,sanpaulensis,Dioscorea sanpaulensis,R.Knuth,NA,"Silva, JH","3","2014","01","28",NA,Brasil,NA,NA,NA,NA,NA,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"7",2021-01-11 11:19:59-03,IBt,SP,"471636",S,Plantae,Dioscoreaceae,Dioscorea,sanpaulensis,Dioscorea sanpaulensis,R.Knuth,NA,"Silva, JH","2","2014","01","28",NA,Brasil,NA,NA,NA,NA,NA,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"8",2021-01-11 11:19:59-03,IBt,SP,"471637",S,Plantae,Dioscoreaceae,Dioscorea,sanpaulensis,Dioscorea sanpaulensis,R.Knuth,NA,"Silva, JH","1","2014","01","28",NA,Brasil,NA,NA,NA,NA,NA,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"9",2019-11-21 10:03:36-03,IBt,SP,"4687",S,Plantae,Dioscoreaceae,Dioscorea,sanpaulensis,Dioscorea sanpaulensis,R.Knuth,Isotype,"Hoehne, FC",s.n.,"1920","12","23",NA,Brasil,"Alto da Serra, estrada do Vergueiro",NA,SP002984,SP002984,NA,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"10",2020-11-26 10:00:09-03,IBt,SP,"384498",S,Plantae,Dioscoreaceae,Dioscorea,sanpaulensis,Dioscorea sanpaulensis,R.Knuth,NA,"Costa, AV",s.n.,"1995","04","02",NA,Brasil,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"11",2019-11-21 10:03:36-03,IBt,SP,"199269",S,Plantae,Dioscoreaceae,Dioscorea,sanpaulensis,Dioscorea sanpaulensis,R.Knuth,NA,"Kirizawa, M; Guerra, TP","1341","1984","11","20",NA,Brasil,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,"Kirizawa, M",São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"12",2019-11-21 10:03:36-03,IBt,SP,"201197",S,Plantae,Dioscoreaceae,Dioscorea,sanpaulensis,Dioscorea sanpaulensis,R.Knuth,NA,"Kirizawa, M; Sugiyama, M","1375","1985","01","12",NA,Brasil,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,"Kirizawa, M",São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"13",2019-11-21 10:03:36-03,IBt,SP,"201198",S,Plantae,Dioscoreaceae,Dioscorea,sanpaulensis,Dioscorea sanpaulensis,R.Knuth,NA,"Kirizawa, M; Sugiyama, M","1371","1985","01","12",NA,Brasil,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,"Kirizawa, M",São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"14",2019-11-21 10:03:36-03,IBt,SP,"201199",S,Plantae,Dioscoreaceae,Dioscorea,sanpaulensis,Dioscorea sanpaulensis,R.Knuth,NA,"Kirizawa, M; Sugiyama, M","1372","1985","01","12",NA,Brasil,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,"Kirizawa, M",São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,SANTO ANDRÉ,"3547809"
