X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,preparationType,coordinatePrecision,geoFlag,typeStatus,class,relatedCatalogItem,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"3",2021-03-15 16:37:00-03,NY,NYBG,"565837",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,C. C. Berg,NA,NA,NA,M. Kuhlmann,"1950","10","17",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325558' target='other'> <mi>dwc_moreinfo</mi></a>,NY00565837,NY00565837_01,Magnoliophyta,Rosales,"3324",South America,Nativa no Jardim Botânico,sheet,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"30",2020-11-04 11:14:08-03,ESALQ,ESA,"109770",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109770,ESA109770,Magnoliophyta,NA,"29341.0",NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,"34059",auto,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.55755,-24.16651,"32",2020-11-04 11:14:08-03,ESALQ,ESA,"128103",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,NA,NA,NA,NA,"Flores, T.B.","2013","03","28",Brasil,São Paulo,Tapirai,-47.55755,-24.16651,"-47.55755","-24.16651",NA,NA,NA,ESA128103,NA,Magnoliophyta,NA,"1838.0",NA,"Trilha da casa da pedra, UHE do Juquiá, Serraria, Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-47.9199981689453,-24.3799991607666,"39",2020-11-04 11:14:08-03,ESALQ,ESA,"51994",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,"Lima, R.A.F.","2010","03","02","Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",no sub-bosque,ESA051994,ESA051994,Magnoliophyta,NA,"425.0",NA,Parcela permanente - Parque Estadual de Carlos Botelho,NA,"34059",auto,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"40",2020-11-04 11:14:08-03,ESALQ,ESA,"109529",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109529,ESA109529,Magnoliophyta,NA,"30119.0",NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,"34059",auto,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"41",2020-11-04 11:14:08-03,ESALQ,ESA,"109554",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109554,ESA109554,Magnoliophyta,NA,"30120.0",NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,"34059",auto,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.5499992370605,-23.1100006103516,"64",2020-12-20 21:18:29-03,UFV,VIC,"12057",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,NA,NA,NA,NA,"Meira, Neto J A; et al.","1987","07","27",Brasil,São Paulo,Atibaia,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,"Àrvore com m, látex leitoso, caulo amarelado, com botôes.",VIC012057,NA,NA,NA,"21237",NA,Fazenda Grota Funda,NA,"21675",auto,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-45.8800010681152,-23.1700000762939,"65",2020-12-20 21:18:29-03,UFV,VIC,"11122",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,NA,NA,NA,NA,"Silva, A.F.","1987","06","03",Brasil,São Paulo,São José dos Campos,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,"Àrvore de até 10m, latescente abundante, folhas brilhantes na face ventral.",VIC011122,NA,NA,NA,"1558",NA,Flora da Reserva Florestal da Boa Vista,NA,"39297",auto,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.9375,-23.075,"79",2021-03-01 16:35:49-03,UNICAMP,UEC,"53610",S,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,"Santos, A","2011","04","26","Silva, AF","1987","06","03",Brazil,São Paulo,São José dos Campos,-45.9375,-23.075,"-45.9375","-23.075",NA,NA,"Árvore de até 10m, latescente abundante, folhas brilhantes na face ventral.",UEC038183,NA,Magnoliopsida,NA,"1558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.5499992370605,-23.1100006103516,"80",2021-03-01 16:35:49-03,UNICAMP,UEC,"54902",S,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,NA,NA,NA,NA,"Meira Neto, JAA; Leitão Filho, HF; Tamashiro, JY; Bernacci, LC; Grombone-Guaratini, MT","1987","07","27",Brazil,São Paulo,Atibaia,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,"Árvore com 15m, látex leitoso, caule amarelado, com botões.",NA,NA,Magnoliopsida,NA,"21237",NA,Fazenda Grota Funda,NA,"21675",auto,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
