X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,order,occurrenceRemarks,barcode,phylum,class,continentOcean,NM_MUNICIP,CD_GEOCMU
-46.99,-24.32,"1",2015-07-02 14:02:16-03,JBP,HPL,"3169",S,Plantae,Gesneriaceae,Sinningia,micans,Sinningia micans,(Fritsch) A. Chautems,E.R. Salviani & H. Lorenzi,"2000","03","26",E.R. Salviani & H. Lorenzi,"1324","2000","03","26",Brasil,SP,Peruíbe,Coletada na Praia do Guaraú.,-46.99,-24.32,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.99,-24.32,"2",2015-07-02 14:02:15-03,JBP,HPL,"3168",S,Plantae,Gesneriaceae,Sinningia,micans,Sinningia micans,(Fritsch) A. Chautems,H. Lorenzi,"2000","08","07",E.R. Salviani & H. Lorenzi,"1544","2000","08","07",Brasil,SP,Peruibe,"Estrada do Guaraú, próximo ao semáforo.",-46.99,-24.32,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9983,-24.32,"4",2019-01-25 15:35:10-02,IAC,IAC,"8338",S,Plantae,Gesneriaceae,Sinningia,micans,Sinningia micans,(Fritsch) Chautems,A. Chautems,"1996","01","05",D.M. Dedecca et al.,s/nº,"1947","06","05",Brasil,São Paulo,Peruíbe,NA,-46.9983,-24.32,NA,NA,"-46.9983","-24.3200",NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.001944,-24.341667,"6",2021-03-04 15:46:38-03,IF,SPSF,"41702",PreservedSpecimen,Plantae,Gesneriaceae,Sinningia,micans,Sinningia micans,(Fritsch) Chautems,J.A. Pastore,"2010","10","14",C. de Moura & L.C.Liborio,"304","2009","06","23",Brasil,SP,Itanhaém,Serra do Guaraú,-47.001944,-24.341667,NA,NA,NA,NA,Scrophulariales,"COLETA: Em afloramento rochoso.&nf;Herbácea rupícola, botões verdes e flores vermelhas.; GEOGRAFIA: região do Portal da Juréia, mirante.;",NA,Magnoliophyta,Magnoliopsida,América do Sul,PERUÍBE,"3537602"
