X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,year,month,continentOcean,country,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,recordNumber,day,stateProvince,county,coordinatePrecision,geoFlag,yearIdentified,infraspecificEpithet,class,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.715991,-23.599038,"13",2021-03-15 16:37:00-03,NY,NYBG,"520843",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Leandra,xantholasia,Leandra xantholasia,(DC.) Cogn.,NA,P. A. Munz,"1939","01",South America,Brazil,Morunby,-46.715991,-23.599038,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552838' target='other'> <mi>dwc_moreinfo</mi></a>,NY00520843,NY00520843_01,M. Reginato,"15404","04",São Paulo,Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"28",2021-03-01 16:34:15-03,UNICAMP,UEC,"82060",S,Plantae,Magnoliopsida,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,"Simão-Bianchini, R; Ferreira, GMP; Neves, LF; Garcia, RJF","1996","01",NA,Brazil,"Clube da Mata Ana Paula, estrada Pedro Tico 4000 - Cipó - 496-2565.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Arbusto, ramos escandentes, 1 m de altura. Sépalas e pétalas cremes, filetes e anteras amarelas. Frutos maduros negros, adocicados.",UEC050190,UEC050190,"Souza, MLDR; Baumgratz, JFA","883","17",São Paulo,São Paulo,"53584",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"29",2021-03-01 16:34:15-03,UNICAMP,UEC,"82066",S,Plantae,Magnoliopsida,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,"Simão-Bianchini, R; Ferreira, GMP; Neves, LF; Garcia, RJF","1996","01",NA,Brazil,Clube da Mata Ana Paula. Estrada Pedro Tico 4000 - Cipó - 496-2565.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"Arbusto ca. 1 m de altura. Flores alvas, frutos jovens com sépalas vináceas; frutos maduros roxo enegrescidos, doces.",UEC050245,UEC050245,"Souza, MLDR; Baumgratz, JFA","866","17",São Paulo,São Paulo,"53584",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"30",2021-03-01 16:34:15-03,UNICAMP,UEC,"11147",S,Plantae,Magnoliopsida,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,"Davis, PH; Giulietti, AM; et al.","1976","09",NA,Brazil,"Near Paranapiacaba, on Santos-Santo Andre road.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Low shrub, 0,5 m. Petals white.; Open bushy slopes by rain forest.",UEC050246,UEC050246,"Souza, MLDR; Baumgratz, JFA",D60495,"03",São Paulo,São Paulo,"53584",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"124",2021-03-04 15:45:00-03,IF,SPSF,"01993",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Leandra,xantholasia,Leandra xantholasia,Cogn.,NA,D.Bento Pickel,"1944","12",América do Sul,Brasil,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.F.A.Baumgratz,NA,"18",SP,São Paulo,"53584",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"129",2021-03-04 15:45:00-03,IF,SPSF,"03080",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Leandra,xantholasia,Leandra xantholasia,NA,NA,D.Bento Pickel,"1947","10",América do Sul,Brasil,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.F.A.Baumgratz,NA,"06",SP,São Paulo,"53584",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"134",2019-11-21 10:09:50-03,IBt,SP,"139999",S,Plantae,NA,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,"Eiten, G","1965","10",NA,Brasil,0.5 km west of Campo Grande RR station on Santos-Jundiaí railroad line. Several km west of village of Paranapiacaba,-46.5299987792969,-23.6599998474121,"760","760",NA,NA,NA,NA,"Souza, MLD; Baumgratz, JF","6379","28",São Paulo,Santo André,"27258",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"135",2020-11-05 09:52:28-03,IBt,SP,"215567",S,Plantae,NA,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,"Chiea, SAC","1986","04",NA,Brasil,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"Souza, MLD; Baumgratz, JF","444","13",São Paulo,Santo André,"27258",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"136",2020-11-05 09:52:28-03,IBt,SP,"214991",S,Plantae,NA,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,"Guerra, TP; Kirizawa, M; Sugiyama, M; Lopes, EA","1985","05",NA,Brasil,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"Souza, MLD; Baumgratz, JF","120","29",São Paulo,Santo André,"27258",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"137",2020-11-05 09:52:28-03,IBt,SP,"204710",S,Plantae,NA,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,"Guerra, TP; Kirizawa, M","1984","11",NA,Brasil,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"Souza, MLD; Baumgratz, JF","95","20",São Paulo,Santo André,"27258",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
