X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,day,county,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"1145",2019-11-13 11:23:49-03,USP,SPF,"49899",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Miazaki, MH",s.n.,"1987","10",NA,Brasil,São Paulo,"Bosque da Biologia, Universidade de São Paulo.",-46.6300010681152,-23.5400009155273,NA,NA,SPF00049899,NA,"Sugiyama, M","01",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1998","01","22",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1146",2021-03-15 18:28:05-03,USP,SPF,"19583",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Cabilio, BE",s.n.,"1976","09",NA,Brasil,São Paulo,Campus do IB - USP,-46.6300010681152,-23.5400009155273,NA,Ramo feminino com Frutos.,SPF00019583,NA,"Sugiyama, M","02",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1998","01",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1147",2021-03-15 18:28:05-03,USP,SPF,"49901",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Miazaki, MH",s.n.,"1987","09",NA,Brasil,São Paulo,Campus do IB - USP,-46.6300010681152,-23.5400009155273,NA,Flores pistiladas amareladas.,SPF00049901,NA,"Sugiyama, M","15",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1998","01",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1148",2021-03-15 18:28:05-03,USP,SPF,"79980",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Venturelli, M",s.n.,NA,NA,NA,Brasil,São Paulo,"Cidade Universitária Armando de Salles Oliveira, Jardim do Departamento da Botânica.",-46.6300010681152,-23.5400009155273,NA,Planta feminina. Parasita sobre Hibiscus.,SPF00079980,NA,"Rizzini, CT",NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1149",2021-03-15 18:28:05-03,USP,SPF,"79981",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Venturelli, M",s.n.,NA,NA,NA,Brasil,São Paulo,"Cidade Universitária Armando de Salles Oliveira, Jardim do Departamento de Botânica.",-46.6300010681152,-23.5400009155273,NA,Planta masculina. Parasita sobre Hibiscus.,SPF00079981,NA,"Rizzini, CT",NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1150",2021-03-15 18:28:05-03,USP,SPF,"16649",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Venturelli, M",s.n.,NA,NA,NA,Brasil,São Paulo,Departamento de Botânica. Instituto de Biociencias-USP,-46.6300010681152,-23.5400009155273,NA,Hospedeiro: Salix (Chorão).,SPF00016649,NA,"Rizzini, CT",NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1151",2021-03-15 18:28:05-03,USP,SPF,"16650",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Venturelli, M",s.n.,NA,NA,NA,Brasil,São Paulo,"Instituto de Biociencias, Departamento de Botânica- USP",-46.6300010681152,-23.5400009155273,NA,Hospedeiro: Hibiscus,SPF00016650,NA,"Rizzini, CT",NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1152",2021-03-15 18:28:05-03,USP,SPF,"30792",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Zerbinatti, C",s.n.,"1983","03",NA,Brasil,São Paulo,Reserva Florestal da Cidade Universitária - USP,-46.6300010681152,-23.5400009155273,NA,Sobre Anadenanthera.,SPF00030792,NA,"Rizzini, CT","11",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1983","09","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1153",2021-03-15 18:28:05-03,USP,SPF,"30786",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Zerbinatti, C",s.n.,"1983","03",NA,Brasil,São Paulo,Reserva Florestal da Cidade Universitária - USP,-46.6300010681152,-23.5400009155273,NA,Sobre Anadenanthera.,SPF00030786,NA,"Rizzini, CT","11",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1983","09","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1154",2021-03-15 18:28:05-03,USP,SPF,"30790",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Zerbinatti, C",s.n.,"1983","03",NA,Brasil,São Paulo,Reserva Florestal da Cidade Universitária - USP,-46.6300010681152,-23.5400009155273,NA,Sobre Anadenathera.,SPF00030790,NA,"Rizzini, CT","11",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1983","09","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1155",2021-03-15 18:28:05-03,USP,SPF,"30785",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Zerbinatti, C",s.n.,"1983","03",NA,Brasil,São Paulo,Reserva Florestal da Cidade Universitária - USP,-46.6300010681152,-23.5400009155273,NA,Sobre Anadenathera.,SPF00030785,NA,"Rizzini, CT","11",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1983","09","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1156",2021-03-15 18:28:05-03,USP,SPF,"30783",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Zerbinatti, C",s.n.,"1983","03",NA,Brasil,São Paulo,Reserva Florestal da Cidade Universitária - USP,-46.6300010681152,-23.5400009155273,NA,Sobre Anadenanthera.,SPF00030783,NA,"Rizzini, CT","11",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1983","09","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1157",2021-03-15 18:28:05-03,USP,SPF,"30782",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Zerbinatti, C",s.n.,"1983","03",NA,Brasil,São Paulo,Reserva Florestal da Cidade Universitária - USP,-46.6300010681152,-23.5400009155273,NA,Sobre Mimosa.,SPF00030782,NA,"Rizzini, CT","11",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1983","09","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1158",2019-11-13 11:23:49-03,USP,SPF,"30789",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Zerbinatti, C",s.n.,"1983","03",NA,Brasil,São Paulo,Reserva Florestal da Cidade Universitária - USP.,-46.6300010681152,-23.5400009155273,NA,NA,SPF00030789,NA,"Rizzini, CT","11",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1983","09","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1159",2019-11-13 11:23:49-03,USP,SPF,"30791",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Zerbinatti, C",s.n.,"1983","03",NA,Brasil,São Paulo,Reserva Florestal da Cidade Universitária - USP.,-46.6300010681152,-23.5400009155273,NA,NA,SPF00030791,NA,"Rizzini, CT","11",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1983","09","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1160",2021-03-15 18:28:05-03,USP,SPF,"30784",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Zerbinatti, C",s.n.,"1983","03",NA,Brasil,São Paulo,Reserva Florestal da Cidade Universitária - USP.,-46.6300010681152,-23.5400009155273,NA,sobre Anadenanthera.,SPF00030784,NA,"Rizzini, CT","11",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1983","09","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1161",2019-11-13 11:23:49-03,USP,SPF,"30787",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Zerbinatti, C",s.n.,"1983","03",NA,Brasil,São Paulo,Reserva Florestal da Cidade Universitária-USP.,-46.6300010681152,-23.5400009155273,NA,NA,SPF00030787,NA,"Rizzini, CT","11",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"1983","09","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"1324",2020-07-23 12:10:16-03,CEPLAC,CEPEC,"147835",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,NA,NA,M. Groppo,"1183",NA,NA,NA,Brasil,São Paulo,NA,-47.1300010681152,-23.5200004577637,NA,<ll>dwc_commonname:</ll>,NA,NA,M. Groppo,NA,SÃO ROQUE,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.6300010681152,-23.5400009155273,"1328",2020-09-22 13:48:52-03,USP,SPFW,"8356",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,Ceccantini. G.C.T.,"4442","2017","09",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Ceccantini, G.C.T.",NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1329",2020-09-22 13:48:52-03,USP,SPFW,"8355",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,Ceccantini. G.C.T.,"4441","2017","09",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Ceccantini, G.C.T.",NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1335",2020-09-22 13:48:52-03,USP,SPFW,"8145",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,(Mart. ex Schult. f.) Mart.,NA,"Costa, L.T. Justino, T.M.",202B,"2016","06",NA,Brasil,São Paulo,Universidade de São Paulo,-46.6300010681152,-23.5400009155273,NA,Originalmente fixado em FNT,NA,NA,"Costa, L.T.",NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1340",2020-09-22 13:48:52-03,USP,SPFW,"8354",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,Ceccantini. G.C.T.,"4440","2017","09",NA,Brasil,São Paulo,Butantã.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Ceccantini, G.C.T.",NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1341",2020-09-22 13:48:52-03,USP,SPFW,"8147",PreservedSpecimen,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,(Mart. ex Schult. f.) Mart.,NA,"Costa, L.T. Justino, T.M.",203B,"2016","06",NA,Brasil,São Paulo,Universidade de São Paulo,-46.6300010681152,-23.5400009155273,NA,Originalmente fixado em FNT,NA,NA,"Costa, L.T.",NA,São Paulo,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.3300018310547,-23.9599990844727,"1342",2019-11-13 16:04:47-03,UNISANTA,HUSC,"12290",PreservedSpecimen,Plantae,Magnoliophyta,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,(Mart.) Mart.,NA,"Villaça, I.M.","109","2018","09",NA,Brasil,São Paulo,Monte Cabrão,-46.3300018310547,-23.9599990844727,NA,"erva trepadeira, 0,40 cm",NA,NA,"Magenta; Villaça, I.","17",Santos,NA,NA,NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.3300018310547,-23.9599990844727,"1343",2020-07-21 15:08:18-03,UNISANTA,HUSC,"12290",PreservedSpecimen,Plantae,Magnoliophyta,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,(Mart.) Mart.,NA,"Villaça, I.M.","109","2018","09",NA,Brasil,São Paulo,Monte Cabrão,-46.3300018310547,-23.9599990844727,NA,"erva trepadeira, 0,40 cm",NA,NA,"Magenta; Villaça, I.","17",Santos,NA,NA,NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.6300010681152,-23.5400009155273,"1498",2021-03-04 15:46:15-03,IF,SPSF,"06956",PreservedSpecimen,Plantae,Magnoliophyta,Santalales,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,R.J.F. Garcia,NA,"1992","10",América do Sul,Brasil,SP,parque Santo Dias,-46.6300010681152,-23.5400009155273,NA,"COLETA: Hemiparasita com frutos.&nf;Nome popular: erva de passarinho;",NA,NA,M.Sugyiama,"01",São Paulo,NA,NA,NA,"53584",auto,NA,NA,"2005","08","31",Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.466667,-23.85,"1518",2017-09-11 17:10:26-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Burchell, WJ","3970","1827","01",Southern America,Brazil,São Paulo,"IBB/ São Bernardo do Campo, SP, about the village of São Bernardo",-46.466667,-23.85,NA,NA,NA,P05P2N0020,NA,"18",São Bernardo do Campo,NA,NA,NA,NA,NA,"-46.466667","-23.85",NA,NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.1883010864258,-23.5228004455566,"1551",2019-11-21 10:07:42-03,IBt,SP,"12816",S,Plantae,NA,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Edwall, G",CGG3992,"1898","07",NA,Brasil,São Paulo,Capela do Ribeirão,-46.1883010864258,-23.5228004455566,NA,NA,SP032461,SP032461,"Edwall, G",NA,Mogi das Cruzes,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
