X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,typeStatus,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"44",2020-11-04 11:14:21-03,ESALQ,ESA,"82476",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,NA,"Mazine, F.F.","Mazine, F.F. Duarte, A.R. ; Gianotti, M.","454.0","2002","10","29",NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho - Floresta Ombrófila Densa (parcela do Biota),-47.9199981689453,-24.3799991607666,NA,Árvore. Vegetativo. Amostras coletadas para análise macromolecular.,ESA082476,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.824417,-24.041222,"51",2021-03-01 16:36:06-03,UNICAMP,UEC,"122027",S,Plantae,Magnoliopsida,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,"Mazine, FF; Souza, VC","Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC; et al.","218","2001","04","17",NA,Brazil,São Paulo,Itanhaém,Parque Estadual da Serra do Mar,-46.824417,-24.041222,NA,"Árvore, ca. 10m alt. Flores creme.; Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.",NA,NA,NA,"30","180",NA,NA,NA,NA,NA,NA,"-46.824417","-24.041222",NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.9199981689453,-24.3799991607666,"63",2021-03-01 16:36:06-03,UNICAMP,UEC,"11962",S,Plantae,Magnoliopsida,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,"Jorquera J.; C.B.","Benson, WW","10884","1979","12","22",NA,Brazil,São Paulo,Sete Barras,Reserva de Sete Barras,-47.9199981689453,-24.3799991607666,NA,"Arbusto 3,5m alt., área aberta de clareira.",NA,NA,NA,"50","50","34059",auto,"1987","10","15",NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"67",2021-03-26 10:43:28-03,UDESC,LUSC,"7128",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,NA,"Duarte, A.R.","502",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana.,-47.9199981689453,-24.3799991607666,NA,NA,LUSC007032,LUSC007032,NA,NA,NA,"34059",auto,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.7799987792969,-24.1800003051758,"84",2020-12-21 16:37:16-03,MBM,MBM,"269227",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,lonchophylla,Myrcia lonchophylla,A.R.Lourenço & E.Lucas,"Mazine, F.F.","Souza, F.M.; et al.; et al.","218","2001","04","17",Southern America,Brazil,São Paulo,Itanhaém,Parque Estadual da Serra do Mar,-46.7799987792969,-24.1800003051758,NA,NA,MBM269227,MBM269227,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.7799987792969,-24.1800003051758,"104",2020-12-11 11:39:01-03,UFMG,BHCB,"70205",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,NA,"Souza, FM","218",NA,NA,NA,Southern America,Brasil,São Paulo,Itanhaém,NA,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.9199981689453,-24.3799991607666,"200",2019-02-27 14:02:36-03,UFSJ,HUFSJ,"1872",S,Plantae,NA,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,NA,"Morellato, LPC; et al.","68","1994","01","13",NA,Brasil,São Paulo,Sete Barras,"Fazenda Intervales, base Saibadela.",-47.9199981689453,-24.3799991607666,NA,"Arvoreta de sub bosque com botões ferrugineos, estípulas interpeciolares com muitas formigas.",HUFSJ001872,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.7799987792969,-24.1800003051758,"204",2020-11-12 17:01:48-03,UEL,FUEL,"33288",PreservedSpecimen,Plantae,Tracheophyta,Myrtales,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,"Souza, VC; Mazine, FF","Souza, FM; et al.","218","2001","04","17",NA,Brasil,São Paulo,Itanhaém,Parque Estadual da Serra do Mar,-46.7799987792969,-24.1800003051758,NA,NA,FUEL007495,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.924722,-24.169139,"206",2019-10-03 10:04:06-03,UFSCar,SORO,"2583",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,NA,NA,"502",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho,-47.924722,-24.169139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47°55'29''W,"24°10'8,9''S",NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.391944,-23.963056,"216",2021-03-04 15:45:12-03,IF,SPSF,"32379",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,NA,O.T.Aguiar,J.A.Pastore,"1250","2003","09","05",América do Sul,Brasil,SP,São Vicente,P.E.Xixová-Japuí,-46.391944,-23.963056,NA,"COLETA: Arvoreta 4 m, bráctes grandes vistosas, frutos imaturos verdes; GEOGRAFIA: Trilha da Pedreira, topo de morro;",NA,NA,NA,NA,NA,NA,NA,"2017","08","23",Magnoliopsida,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.7799987792969,-24.1800003051758,"223",2021-03-04 15:45:12-03,IF,SPSF,"29584",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,NA,F.F.Mazine e V.C.Souza,F.M.Souza,"218","2001","04","17",América do Sul,Brasil,SP,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu",-46.7799987792969,-24.1800003051758,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-45.6599998474121,-23.3799991607666,"224",2021-03-04 15:45:12-03,IF,SPSF,"12882",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,Osny T. Aguiar,J.B.Baitello,"292","1989","04","20",América do Sul,Brasil,SP,Paraibuna,Parque Estadual da Serra do Mar,-45.6599998474121,-23.3799991607666,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: nucleo Piloes&nf;;",NA,NA,NA,NA,NA,"30824",auto,"2017","08","23",Magnoliopsida,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-46.4000015258789,-24,"257",2019-11-21 10:11:05-03,IBt,SP,"342975",S,Plantae,NA,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,"Kawasaki, ML","Barros, F","3049","2000","03","16",NA,Brasil,São Paulo,Praia Grande,"Morro de Itaipú, Fortaleza de Itaipú",-46.4000015258789,-24,NA,"Arvoreta ca. 4m alt., flores externamente castanho-amareladas, internamente verde-amareladas",NA,NA,NA,NA,NA,"22363",auto,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-46.5299987792969,-23.6599998474121,"259",2019-11-21 10:11:05-03,IBt,SP,"8362",S,Plantae,NA,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,"Barroso, GM","Gehrt, A",s.n.,"1923","05","07",NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",-46.5299987792969,-23.6599998474121,NA,"Árvore da mata, flores alvas",NA,NA,NA,NA,NA,"27258",auto,"1989","10","06",NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"260",2019-11-21 10:11:05-03,IBt,SP,"24139",S,Plantae,NA,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,"Barroso, GM","Lemos, D",s.n.,"1928","05","04",NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,NA,"27258",auto,"1989","10","06",NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
