X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,year,month,imagecode,stateProvince,day,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,county,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,class,sex,NM_MUNICIP,CD_GEOCMU
-46.536667,-23.362778,"153",2021-03-04 15:42:41-03,IF,SPSF,"39523",PreservedSpecimen,Plantae,Asteraceae,Verbesina,floribunda,Verbesina floribunda,NA,C.de Moura & J.A.Pastore & O.T. Aguiar & F. A. R. D. P. Arzolla & F.E.S.P.Vilela,"176",América do Sul,Brasil,"Parque Estadual da Cantareira, Hortolândia",NA,NA,"COLETA: Árvore 5m, flores amarelas.; GEOGRAFIA: Floresta Ombrófila Densa.;",NA,Magnoliophyta,Asterales,Gardner,"2008","02",NA,SP,"27",-46.536667,-23.362778,"1144","1144",M.E.Monge,Mairiporã,NA,NA,"2010","03","30",NA,NA,NA,NA,Magnoliopsida,NA,SÃO PAULO,"3550308"
-46.5375,-23.366389,"154",2021-03-04 15:42:41-03,IF,SPSF,"42633",PreservedSpecimen,Plantae,Asteraceae,Verbesina,floribunda,Verbesina floribunda,NA,F.A.R.D.P Arzolla & F.E.S.P.Vilela,"1350",América do Sul,Brasil,"Parque Estadual da Cantareira, Hortolândia",NA,NA,"COLETA: Arbusto 2m, frutos secos da estação anterior.; GEOGRAFIA: Floresta Ombrófila Densa Montana, associação de Mata Baixa e Escrube sobre quartzito.;",NA,Magnoliophyta,Asterales,Gardner,"2009","08",NA,SP,"04",-46.5375,-23.366389,"1160","1160",G.A.D.C. Franco,Mairiporã,NA,NA,"2009","11","25",NA,NA,NA,NA,Magnoliopsida,NA,GUARULHOS,"3518800"
-46.6300010681152,-23.5400009155273,"157",2021-03-04 15:42:41-03,IF,SPSF,"19018",PreservedSpecimen,Plantae,Asteraceae,Verbesina,floribunda,Verbesina floribunda,NA,G.A.D.C. Franco,"1333",América do Sul,Brasil,Parque Estadual da Cantareira,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Cachoeira&nf;;",NA,Magnoliophyta,Asterales,Gardner,"1995","05",NA,SP,"08",-46.6300010681152,-23.5400009155273,NA,NA,J.A.Pastore,São Paulo,"53584",auto,"2011","10","06",NA,NA,NA,NA,Magnoliopsida,NA,SÃO PAULO,"3550308"
