X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,recordNumber,locality,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,phylum,order,continentOcean,preparationType,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,infraspecificEpithet,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"66",2020-11-04 11:15:03-03,ESALQ,ESA,"72855",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(Berg) Legrand,"Barroso, G.M.","Hoehne, W.","1946","10","05",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA072855,ESA072855,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"69",2019-02-15 11:46:29-02,IPA,IPA,"9926",S,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(O. Berg) D. Legrand,"Sobral, M.","Pickel, B.","1938","10","27",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,IPA0009926,NA,"4312",Chácara dos Morrinhos,NA,NA,Árvore cultivada.,Plantae,NA,Southern America,NA,"2006",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"70",2019-02-15 11:46:29-02,IPA,IPA,"62284",S,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(O. Berg) D. Legrand,"Sobral, M.","Hoehne, W.","1946","10","05",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,IPA0062284,NA,"2280",alto da lapa.,NA,NA,Árvore frutífera cultivada no Rio Grande do Sul.,Plantae,NA,Southern America,NA,"2006","12",NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"429",2020-09-12 05:00:02-03,US,US,"3566766",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pungens,Eugenia pungens,NA,NA,W. Hoehne,"1946","10","5",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,US01898521,US01898521_01 US01898521_02,"2280",Alto da Lapa,NA,NA,NA,NA,Myrtales,South America - Neotropics,NA,NA,NA,NA,"53584",auto,Dicotyledonae,NA,"1",NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"489",2019-11-13 11:27:18-03,USP,SPF,"11644",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(O.Berg) D.Legrand,"Mattos, J","Hoehne, W","1946","10","05",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,SPF00011644,NA,"2280",NA,NA,NA,NA,NA,NA,NA,NA,"1963",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.64,-23.55,"612",2019-11-01 15:06:39-03,UnB,UB,"168295",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(O. Berg) D. Legrand,"Barroso, GM","Hoehne, W","1946","10","05",Brasil,São Paulo,São Paulo,-46.64,-23.55,"-46.64","-23.55",NA,NA,s.n.,Instituto de botânica USP,NA,NA,Cultivado,Dicotyledoneae,NA,Southern America,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"643",2021-03-04 15:45:37-03,IF,SPSF,"01501",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,NA,O.T.Aguiar,D.Amaro van Emelen,NA,NA,NA,Brasil,SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,chacara dos Morrinhos,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Nome Popular  Guabijú;",Magnoliophyta,Myrtales,América do Sul,NA,"2017","09","11","53584",auto,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"645",2021-03-04 15:45:37-03,IF,SPSF,"12091",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,NA,O.T.Aguiar,W.Hoehne,"1946","10","05",Brasil,SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"2280",Alto da Lapa,NA,NA,"COLETA: Planta cultivada;proveniente do Rio Grande do Sul;",Magnoliophyta,Myrtales,América do Sul,NA,"2017","09","11","53584",auto,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"646",2021-03-04 15:45:37-03,IF,SPSF,"00738",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,NA,O.T.Aguiar,D.Bento Pickel,"1946","11","18",Brasil,SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,Chácara dos Morrinhos,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: guabijú; GEOGRAFIA: Num pomar.;",Magnoliophyta,Myrtales,América do Sul,NA,"2017","09","11","53584",auto,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"759",2019-11-21 10:12:30-03,IBt,SP,"54053",S,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(O.Berg) D.Legrand,"Barroso, GM","Hoehne, W","1946","10","05",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,SP020604,SP020604,s.n.,NA,NA,NA,NA,NA,NA,NA,NA,"1991","09",NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
