X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,locality,recordNumber,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,relatedCatalogItem,relationshipType,typeStatus,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.511111,-22.8375,"45",2021-02-08 11:09:32-03,UNESP-IBB,BOTU,"27308",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Santos, L. B.","Santos, L.B.","2009","10","13",Brasil,São Paulo,Botucatu,-46.511111,-22.8375,46°30'40w,22°50'15s,BOTU027308,NA,"2010","08",NA,NA,"394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRAGANÇA PAULISTA,"3507605"
-46.5800018310547,-23.3099994659424,"76",2019-12-04 15:25:29-03,PUCPR,HUCP,"18558",S,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,Dc.,"Selusniaki, M","Selusniaki, M","2006",NA,NA,Brasil,São Paulo,Mairiporã,-46.5800018310547,-23.3099994659424,NA,NA,HUCP00015232,HUCP00015232,NA,NA,NA,Mato Dentro,"815",NA,NA,NA,NA,NA,NA,Eudicotiledonea,NA,"15840",auto,NA,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.6300010681152,-23.5400009155273,"161",2020-11-04 11:14:21-03,ESALQ,ESA,"75223",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Mazine, F.F. & Souza, V.C.","Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","2001","04","10",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA075223,ESA075223,NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. 800 m.s.m. Floresta de neblina com campo adjacente.","566.0",NA,NA,"Arbusto, ca. 1 m alt.; frutos negros, lustrosos. Campo.",NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"162",2020-11-04 11:14:21-03,ESALQ,ESA,"75254",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Mazine, F.F. & Souza, V.C.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","11",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA075254,ESA075254,NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","70.0",NA,NA,"Arbusto, 2m alt. Frutos arroxeados. Campo.",NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.4599990844727,"183",2020-11-04 11:14:21-03,ESALQ,ESA,"5658",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Gandolfi, S.","Gandolfi, S. et al.","1984","01","01",Brasil,São Paulo,Guarulhos,-46.5299987792969,-23.4599990844727,NA,NA,ESA005658,ESA005658,NA,NA,NA,NA,"2722.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5299987792969,-23.4599990844727,"184",2020-11-04 11:14:21-03,ESALQ,ESA,"5657",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Gandolfi, S.","Gandolfi, S. et al.","1984","01","01",Brasil,São Paulo,Guarulhos,-46.5299987792969,-23.4599990844727,NA,NA,ESA005657,NA,NA,NA,NA,NA,"12947.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.6300010681152,-23.5400009155273,"195",2020-11-04 11:14:21-03,ESALQ,ESA,"36858",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Mazine, F.F.","Hoehne, W.","1947","02","11",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA036858,ESA036858,NA,NA,NA,NA,"2401.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"198",2020-11-04 11:14:21-03,ESALQ,ESA,"75267",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,DC.,"Mazine, F.F. & Souza, V.C.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","11",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA075267,ESA075267,NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","84.0",NA,NA,"Arbusto, 1m alt. Frutos arroxeados. Campo.",NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.683333,-23.383333,"365",2021-03-01 16:36:02-03,UNICAMP,UEC,"105514",S,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,A.DC.,"Sobral, M","Tozzi, AMGA; Moreira, JLA; Santos, K; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC","1998","07","04",Brazil,São Paulo,Iperó,-47.683333,-23.383333,"-47.683333","-23.383333",NA,NA,"2003",NA,NA,"Fazenda Ipanema, Porteira da Fepasa.","368","520","520",Arbusto até 4m de alt. Flores brancas. Corola e estames velhos persistentes.,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-46.733333,-23.983333,"370",2021-03-01 16:36:02-03,UNICAMP,UEC,"122070",S,Plantae,Myrtaceae,Calyptranthes,concinna,Calyptranthes concinna,A.DC.,"Mazine, FF; Souza, VC","Romão, GO; Herrerias, C; Pereira, M; Zevallos, P; Rodrigues, RR; Souza, VC; et al.","2001","04","10",Brazil,São Paulo,São Paulo,-46.733333,-23.983333,"-46.733333","-23.983333",NA,NA,NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do CAmpo.","566","800","800","Arbusto, ca 1m alt., frutos negros, lustrosos. Campo.; Floresta de Neblina com Campo Adjacente.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
