X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,identifiedBy,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,imagecode,typeStatus,fieldNumber,individualCount,dayIdentified,NM_MUNICIP,CD_GEOCMU
-45.8800010681152,-23.1700000762939,"9",2020-12-20 21:19:22-03,UFV,VIC,"011191",PreservedSpecimen,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Silva, A.F.; Menezes Silva, S.","1566","1987","08","29",NA,Brasil,São Paulo,São José dos Campos,Flora da reserva florestal Boa Vista,-45.8800010681152,-23.1700000762939,NA,NA,NA,"Árvore de ate 5 m,flores em botão de cor verde.",VIC011191,NA,NA,NA,NA,NA,"39297",auto,NA,VIC011191,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.9375,-23.075,"10",2021-03-01 16:40:34-03,UNICAMP,UEC,"53256",S,Plantae,Magnoliopsida,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Silva, AF; Menezes Silva, S","1566","1987","08","29",NA,Brazil,São Paulo,São José dos Campos,Reserva florestal de boa vista,-45.9375,-23.075,NA,NA,NA,"Árvore até 5m, flores em botão de cor verde.",UEC154630,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,UEC154630,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.1500015258789,-23.2000007629395,"30",2019-11-13 11:31:15-03,USP,SPF,"161311",PreservedSpecimen,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Kuhlmann, M","1938","1949","08","02",NA,Brasil,São Paulo,Igaratá,NA,-46.1500015258789,-23.2000007629395,NA,NA,NA,NA,SPF00161311,"Ramos, E","2011","11",NA,NA,"24798",auto,NA,NA,NA,NA,NA,NA,IGARATÁ,"3520202"
-46.2200012207031,-23.3099994659424,"31",2019-11-13 11:31:15-03,USP,SPF,"81855",PreservedSpecimen,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Kuhlmann, M","2550","1950","09","26",NA,Brasil,São Paulo,Santa Isabel,NA,-46.2200012207031,-23.3099994659424,NA,NA,NA,NA,SPF00081855,"Ramos, E","2011","11",NA,NA,"15272",auto,NA,NA,NA,NA,NA,NA,SANTA ISABEL,"3546801"
-46.1500015258789,-23.2000007629395,"38",2019-11-01 15:10:09-03,UnB,UB,"165407",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Kuhlmann, M","1938","1949","08","02",Southern America,Brasil,São Paulo,Igaratá,Mata da Fazenda do Snr. Barbosa.,-46.1500015258789,-23.2000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24798",auto,NA,NA,NA,NA,NA,NA,IGARATÁ,"3520202"
-47.2200012207031,-23.6499996185303,"39",2021-03-04 15:45:52-03,IF,SPSF,"44192",PreservedSpecimen,Plantae,Magnoliophyta,Ranunculales,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,R.A.F.Lima & A.G.Aguirre,"855","2008","10","24",América do Sul,Brasil,SP,Ibiúna,"Parque Estadual de Jurupará, Fazenda Tucano",-47.2200012207031,-23.6499996185303,NA,NA,NA,"COLETA: Floresta Ombrófila Densa Montana.; GEOGRAFIA: Trilha da Cachoeira do Grito.;",NA,NA,NA,NA,NA,NA,"43112",auto,Magnoliopsida,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-47.090278,-23.975556,"41",2021-03-04 15:45:52-03,IF,SPSF,"42114",PreservedSpecimen,Plantae,Magnoliophyta,Ranunculales,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,R.T.Polisel,"964","2008","12","26",América do Sul,Brasil,SP,Juquitiba,bairro dos Lamartinos,-47.090278,-23.975556,"700","700",NA,"COLETA: Orla de mata.&nf;Árvore 6m; frutos imaturos verdes.; GEOGRAFIA: Fazenda Ipê.&nf;BR-116, km.330.;",NA,R.T. Polisel,"2009","02",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"02",JUQUITIBA,"3526209"
-46.1500015258789,-23.2000007629395,"42",2019-11-21 10:18:49-03,IBt,SP,"66057",S,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Kuhlmann, M","1938","1949","08","02",NA,Brasil,São Paulo,Igaratá,NA,-46.1500015258789,-23.2000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24798",auto,NA,NA,NA,NA,NA,NA,IGARATÁ,"3520202"
-46.2200012207031,-23.3099994659424,"48",2019-11-21 10:18:49-03,IBt,SP,"78964",S,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Kuhlmann, M","2550","1950","09","26",NA,Brasil,São Paulo,Santa Isabel,Igaratá,-46.2200012207031,-23.3099994659424,NA,NA,NA,Beira da estrada,NA,"Ramos, E","2011","11",NA,NA,"15272",auto,NA,NA,NA,NA,NA,NA,SANTA ISABEL,"3546801"
-46.2200012207031,-23.3099994659424,"49",2019-11-21 10:18:49-03,IBt,SP,"36290",S,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Kuhlmann, M",s.n.,"1936","09","11",NA,Brasil,São Paulo,Santa Isabel,Invernada dos Pilões,-46.2200012207031,-23.3099994659424,NA,NA,NA,Árvore bonita cujas mudas novas são pastadas pelo gado,NA,"Ramos, E","2011","11",NA,NA,"15272",auto,NA,NA,NA,NA,NA,NA,SANTA ISABEL,"3546801"
