X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,typeStatus,class,relatedCatalogItem,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-47.7419,-24.2972,"16",2021-03-15 16:37:00-03,NY,NYBG,"569097",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,P. J. Silva Filho,K. D. Barreto,"3339","1994","12","01",Brazil,São Paulo,NA,Juquiá. Fazenda Primavera.,-47.7419,-24.2972,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=540214' target='other'> <mi>dwc_moreinfo</mi></a>,NY00569097,NY00569097_01,NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-46.621883,-23.654505,"66",2021-03-15 16:37:00-03,NY,NYBG,"51587",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis austro-brasiliensis,T.Koyama,T. M. Koyama,F. C. Hoehne,"27416","1931","04","02",Brazil,São Paulo,Sao Paulo,Parque do Estado,-46.621883,-23.654505,NA,NA,NA,NA,Date is: 2/4/931 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=667321' target='other'> <mi>dwc_moreinfo</mi></a>,NY00051587,NY00051587_01,NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Poales,austro-brasiliensis,holotype,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"134",2021-03-15 16:37:00-03,NY,NYBG,"886312",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,P. J. Silva Filho,B. V. Skvortzov,"311","1964","10","15",Brazil,São Paulo,São Paulo,"Grounds of the Instituto de Botânica, Parque do Estado, 10 km south of center of city of São Paulo.",-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020248' target='other'> <mi>dwc_moreinfo</mi></a>,NY00886312,NY00886312_01,NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.99,-24.32,"135",2021-03-15 16:37:00-03,NY,NYBG,"612823",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,P. J. Silva Filho,M. Alves,"1772","2000","01","07",Brazil,São Paulo,Peruíbe,"Estaçao Ecológica Juréia-Itains, trilha do Morrinho.",-46.99,-24.32,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=57517' target='other'> <mi>dwc_moreinfo</mi></a>,NY00612823,NY00612823_01,NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.621883,-23.654505,"173",2021-03-15 16:37:00-03,NY,NYBG,"51587",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis austro-brasiliensis,T.Koyama,T. M. Koyama,F. C. Hoehne,"27416","1931","04","02",Brazil,São Paulo,Sao Paulo,Parque do Estado,-46.621883,-23.654505,NA,NA,NA,NA,Date is: 2/4/931 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=667321' target='other'> <mi>dwc_moreinfo</mi></a>,NY00051587,NY00051587_01,NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Poales,austro-brasiliensis,holotype,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"248",2019-12-12 15:31:41-03,UFABC,HUFABC,"001283",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,Su.,S.T.P.S,"359","2017","02","02",Brasil,São Paulo,São Paulo,Aeroporto de Congonhas - gramado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Doação do herbário municipal (Pq do Ibirapuera).,HUFABC001283,NA,"2017","01",NA,"53584",auto,NA,NA,NA,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.6300010681152,-24.3199996948242,"357",2020-11-04 11:05:57-03,ESALQ,ESA,"23988",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Thomas, W.","Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","3339.0","1994","12","01",Brasil,São Paulo,Juquiá,"Fazenda Primavera. 24*17'50,1S, 47*44'31,2W. Área perturbada.",-47.6300010681152,-24.3199996948242,NA,NA,NA,NA,"Erva, 20 cm alt.; espiguetas castanhas.",ESA023988,ESA023988,NA,NA,NA,"32505",auto,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-47.6300010681152,-24.3199996948242,"683",2020-12-21 16:22:34-03,MBM,MBM,"272086",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link.,"Thomas, W.W.","Barreto, K.D.; et al.; et al.","3339","1994","12","01",Brazil,São Paulo,Juquiá,Fazenda Primavera,-47.6300010681152,-24.3199996948242,NA,NA,NA,NA,NA,MBM272086,MBM272086,NA,NA,NA,"32505",auto,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-46.9900016784668,-24.3199996948242,"1299",2021-03-01 11:55:55-03,UFPE,UFP,"34996",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,NA,"Alves, M; E.Anunciação; R.Garcia","1772","2000","01","07",Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,"Abundante em área recentemente erodida.; Abundante em área recentemente erodida.",UFP034996,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.6300010681152,-23.5400009155273,"1300",2021-03-01 11:55:55-03,UFPE,UFP,"36022",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,R.Gross,A.Gehrt,s.n.,"1921","01","10",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Terreno úmido.; Terreno úmido.",UFP036022,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1301",2021-03-01 11:55:55-03,UFPE,UFP,"36023",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,C.F.S.Muniz,F.C.Hoehne,s.n.,"1931","04","02",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,UFP036023,NA,"1979","10",NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1333",2021-03-01 11:55:55-03,UFPE,UFP,"19177",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,"Rocha, EA","Vanzela, ALL","380","1996","04","29",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,UFP019177,NA,"1997","08",NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1334",2021-03-01 11:55:55-03,UFPE,UFP,"23170",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,Gros R.,Gerth A.,UFP23170,"1921","11","10",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,UFP023170,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1335",2021-03-01 11:55:55-03,UFPE,UFP,"35401",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,R.Gross,"Barbosa, J",s.n.,"1908","02","06",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,UFP035401,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1336",2021-03-01 11:55:55-03,UFPE,UFP,"23183",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,"Rocha, EA",?,"2842","1949","02","11",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,UFP023183,NA,"1997","08",NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.4500007629395,-23.5,"1337",2020-09-25 10:43:19-03,UFPE,UFP,"23171",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,NA,Novaes C.,"1614",NA,NA,NA,Brasil,São Paulo,Sorocaba,NA,-47.4500007629395,-23.5,NA,NA,NA,NA,NA,UFP023171,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.742,-24.29725,"1512",2019-11-13 11:18:53-03,USP,SPF,"154572",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Thomas, WW","Barreto, KD","3339","1994","12","01",Brasil,São Paulo,Juquiá,Fazenda Primavera.,-47.742,-24.29725,"-47.742","-24.29725",NA,NA,NA,SPF00154572,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-46.752222,-23.986944,"1515",2019-11-13 11:18:53-03,USP,SPF,"165362",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Araújo, AC","Garcia, RJF","1126","1997","03","23",Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para o Rio Embu-Guaçu.",-46.752222,-23.986944,"-46.752222","-23.986944",NA,NA,NA,SPF00165362,NA,"1997","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1556",2019-11-13 11:18:53-03,USP,SPF,"10457",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Rocha, EA","Hoehne, W","373","1935","04","18",Brasil,São Paulo,São Paulo,Cidade Jardim.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SPF00010457,NA,"1997","08",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
