X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,typeStatus,relatedCatalogItem,fieldNumber,individualCount,infraspecificEpithet,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"15",2020-11-04 11:19:43-03,ESALQ,ESA,"80793",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(A. DC.) Radlk.,"Lima, R.A.F.","Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","406.0","2002","04","21",NA,Brasil,São Paulo,NA,NA,NA,ESA080793,ESA080793,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,"2009","11","13",NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"16",2020-11-04 11:19:43-03,ESALQ,ESA,"109600",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,NA,NA,"Lima, R.A.F. ; Ivanauskas, N.M.","806.0","2008","05","17",NA,Brasil,São Paulo,NA,NA,NA,ESA109600,ESA109600,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"20",2020-11-04 11:19:43-03,ESALQ,ESA,"109744",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29319.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109744,ESA109744,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"21",2020-11-04 11:19:43-03,ESALQ,ESA,"109746",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29321.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109746,ESA109746,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"24",2020-11-04 11:19:43-03,ESALQ,ESA,"52074",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(Mart.) Radlk.,NA,"Lima, R.A.F.","515.0",NA,NA,NA,NA,Brasil,São Paulo,Parcela permanente - Parque Estadual de Carlos Botelho,NA,no sub-bosque,ESA052074,ESA052074,Sete Barras,-47.9199981689453,-24.3799991607666,"400","400","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"27",2020-11-04 11:19:43-03,ESALQ,ESA,"109745",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29320.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109745,ESA109745,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.535278,-23.588889,"45",2021-03-01 16:41:10-03,UNICAMP,UEC,"167071",S,Plantae,Magnoliopsida,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(Mart.) Radlk.,"Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","252","2011","06","30",NA,Brazil,São Paulo,Parque Estadual da Serra do Mar.,NA,"Árvore com 9m.; Mata Atlântica.",UEC031089,UEC031089,Paraíbuna,-45.535278,-23.588889,"800","900",NA,NA,"2011","10",NA,"-45.535278","-23.588889",NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-45.534167,-23.5925,"51",2021-03-01 16:41:10-03,UNICAMP,UEC,"167070",S,Plantae,Magnoliopsida,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(Mart.) Radlk.,"Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","217","2011","06","29",NA,Brazil,São Paulo,Parque Estadual da Serra do Mar.,NA,"Árvore com 22m.; Mata Atlântica.",UEC031090,UEC031090,Paraíbuna,-45.534167,-23.5925,"800","900",NA,NA,"2011","10",NA,"-45.534167","-23.5925",NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-46.4000015258789,-24,"118",2019-10-07 09:13:00-03,UEFS,HUEFS,"78803",PreservedSpecimen,Plantae,Angiospermae,Ericales,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(Mart.) Radlk.,C.E.Carneiro,"Silva, J.","7830","2004","01","06",NA,Brasil,São Paulo,NA,NA,NA,HUEFS0078803,HUEFS0078803,Praia Grande,-46.4000015258789,-24,NA,NA,"22363",auto,NA,NA,NA,NA,NA,Asteranae,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-47.994167,-24.141667,"119",2020-07-10 11:20:40-03,UEFS,HUEFS,"117123",PreservedSpecimen,Plantae,Angiospermae,Ericales,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(Mart.) Radlk.,R.A.F.Lima,"Gomes, S.M.","406","2002","04","21",NA,Brasil,São Paulo,"Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo-Sete Barras (SP 139. KM 69).",NA,Floresta Ombrófila Densa Montana Ribeirinha (Rio Bonito).,HUEFS0117123,HUEFS0117123 HUEFS0117123_e1,Sete Barras,-47.994167,-24.141667,NA,NA,NA,NA,"2009","11",NA,47W59'39'',24S8'30'',Asteranae,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
