X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,coordinatePrecision,imagecode,geoFlag,class,order,typeStatus,relatedCatalogItem,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,preparationType,individualCount,NM_MUNICIP,CD_GEOCMU
-46.820441,-23.789069,"13",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0060709,PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,NA,NA,NA,"P.H. Miyagi; J.P. Souza, J.A. Zandoval.","357","1995","2","12",NA,Brazil,Sao Paulo,NA,Itarare. Fazenda Ibiti (Ripasa) beira de estrada Itarare-Bonsucesso de Itarare.,-46.820441,-23.789069,NA,NA,"Arbusto, 2.5m-3.0m alto; frutos verdes.",NA,NA,NA,NA,NA,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.820441,-23.789069,"14",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0043307,PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,"L.R. Landrum, 1995.",NA,NA,"V.C. Souza; C.M. Sakuragui, C. Scaramuzza, B.G. Fina, G.S. Rolim, M. Shimabukuro","2373","1993","2","19",NA,Brazil,Sao Paulo,NA,Itarare. Fazenda Santa Maria do Espinho. Corrego do Peao.,-46.820441,-23.789069,NA,NA,"Arbusto, ca. 2m de altura. Frutos imaturos verdes.",NA,NA,NA,NA,NA,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-47,-24.3167,"15",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0043308,PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,longipedunculata,Myrceugenia longipedunculata,Mattos & D.Legrand,NA,NA,NA,"M. Sobral; A. Gianotti","7260",NA,NA,NA,NA,Brazil,Sao Paulo,Peruibe,No specific.,-47,-24.3167,NA,NA,"Coor from www.fallingrain.com/world; Arvoreta 3m, flores brancas, casca rugosa.",NA,NA,NA,NA,NA,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-45.766667,-23.183333,"70",2021-03-04 15:45:28-03,IF,SPSF,"47522",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O. Berg) Landrum,L. Meireles,"2014","12",T.E.Barreto,"58","2013","02","19",América do Sul,Brasil,SP,Campos do Jordão,Parque Estadual,-45.766667,-23.183333,NA,NA,"COLETA: Árvore; GEOGRAFIA: FOD altomontana;",NA,NA,NA,NA,Magnoliopsida,Myrtales,NA,NA,"15",NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
