X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,preparationType,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"21",2021-03-15 16:37:00-03,NY,NYBG,"375089",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,M. M. F. Melo,A. Rodrigues,"1941","06",NA,Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00375089,NY00375089_01,Magnoliophyta,Ericales,"7252",South America,"Serra da Cantareira, na Cuca",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21095' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.3300018310547,-23.9599990844727,"62",2021-03-30 12:49:16-03,EAO,IAN,"73762",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Ducke, A","Gehrt, A","1935","06","24",Brasil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,IAN073762,NA,Dicotiledônea,NA,s.n.,Southern America,Morro de São Bento.,NA,"Árvore; flores alvas.",NA,NA,NA,"1952",NA,"26836",auto,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.7799987792969,-24.1800003051758,"84",2020-11-04 11:19:37-03,ESALQ,ESA,"93563",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Almeida Jr., E.B.","Ivanauskas, N.M. et al.","2001","07","07",Brasil,São Paulo,Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,ESA093563,ESA093563,Magnoliophyta,NA,"4489.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.3300018310547,-23.9599990844727,"128",2019-02-15 11:50:22-02,IPA,IPA,"2314",S,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Ducke, A.","Gehrt, A.","1935","06","24",Brasil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,IPA0002314,NA,Plantae,NA,s.n.,Southern America,Morro de São Bento,NA,"Árvore, flores alvas.",NA,NA,NA,"1950","01","26836",auto,"09",NA,NA,NA,NA,SANTOS,"3548500"
-46.3300018310547,-23.9599990844727,"176",2021-03-01 16:41:10-03,UNICAMP,UEC,"23249",S,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Ramos, F","Gehrt, A","1935","06","24",Brazil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,UEC184146,UEC184146,Magnoliopsida,NA,s.n.,NA,Morro de São Bento.,NA,"Arvore, flores alvas",NA,NA,NA,"1980",NA,"26836",auto,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.542917,-23.392556,"364",2021-03-24 17:19:21-03,UFMA,MAR,"7495",S,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,E.B. Almeida Jr,A. Rodrigues.,"1941","10","10",Brasil,São Paulo,São Paulo,-46.542917,-23.392556,46°32'34.5W,23°23'33.2S,NA,NA,NA,NA,NA,NA,"Serra da Cantareira, região da Cuca",NA,Árvore com flores.,NA,NA,NA,"2008","01",NA,NA,"15",NA,NA,NA,NA,GUARULHOS,"3518800"
-46.873333,-23.920277,"514",2020-09-02 16:39:42-03,Cenargen,CEN,"105420",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,G. M. Antar,Guilherme de M. Antar,"2017","06","24",Brasil,SP,EMBU-GUACU,-46.873333,-23.920277,"-46.873333","-23.920277",CEN00105420,CEN00105420,NA,NA,"1707",NA,"Estrada de Santa Rita, km 60. Próximo a cava de mineração.",Exsicatas,Mata em estágio inicial de recuperação. Látex branco abundante. Folhas discolores com a face abaxial mais clara. Perianto passado castanho. Gineceu verde. Doação Universidade de São Paulo - Herbário SPF.,"824","824",NA,"2017","07",NA,NA,NA,NA,NA,NA,"1",EMBU-GUAÇU,"3515103"
-46.873333,-23.920278,"537",2019-10-07 09:12:56-03,UEFS,HUEFS,"244277",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,G.M.Antar,"Antar, G.M.","2017","06","24",Brasil,São Paulo,Embu Guaçu,-46.873333,-23.920278,46W52'24'',23S55'13'',HUEFS0244277,HUEFS0244277,Angiospermae,Ericales,"1707",NA,"Estrada de Santa Rita, Km 60. Próximo a cava de mineração.",NA,Mata Atlântica. Borda de Florestal Ombrófila Densa em estágio inicial de recuperação. Solo organo-argiloso.,"824","824",NA,"2017","07",NA,NA,NA,Asteranae,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.727778,-23.896111,"538",2019-10-07 09:12:56-03,UEFS,HUEFS,"114086",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,NA,"Godoy, S.A.P.","1995","06","21",Brasil,São Paulo,São Paulo,-46.727778,-23.896111,46W43'40'',23S53'46'',HUEFS0114086,HUEFS0114086,Angiospermae,Ericales,"590",NA,"Sítio à esquerda na Estrada Engenho Marsilac, sentido Engenho Marsilac. Mata após travessia do riacho, trilha depois do pasto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asteranae,NA,NA,NA,SÃO PAULO,"3550308"
-46.7799987792969,-24.1800003051758,"555",2019-10-07 09:12:56-03,UEFS,HUEFS,"117086",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,NA,"Ivanauskas, N.M.","2001","07","07",Brasil,São Paulo,Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,HUEFS0117086,HUEFS0117086,Angiospermae,Ericales,"4489",NA,Loteamento Sibratel.,NA,Floresta de Restinga Alta.,NA,NA,NA,NA,NA,"26998",auto,NA,Asteranae,NA,NA,NA,ITANHAÉM,"3522109"
