X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,year,month,day,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,dayIdentified,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.76675,-23.766778,"234",2019-11-21 10:16:45-03,IBt,SP,"425868",S,Plantae,NA,NA,Poaceae,Reimarochloa,acuta,Reimarochloa acuta,"Shirasuna, RT; Shirasuna, MI","2918",NA,Brasil,São Paulo,NA,NA,NA,NA,Hitchc.,"2010","11","15",São Paulo,"Parelheiros, Rodoanel km 48.",-46.76675,-23.766778,"755","755",NA,NA,NA,"-46.76675","-23.766778",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7755,-23.755333,"236",2019-11-21 10:16:45-03,IBt,SP,"441365",S,Plantae,NA,NA,Poaceae,Reimarochloa,acuta,Reimarochloa acuta,"Rodrigues, MEF; Macedo, CCL; Hirata, RT",506A,NA,Brasil,São Paulo,NA,NA,SP037937,SP037937,Hitchc.,"2008","12","04",São Paulo,Represa Guarapiranga.,-46.7755,-23.755333,NA,NA,"Filgueiras, TS","2010",NA,"-46.7755","-23.755333",NA,NA,NA,NA,NA,NA,NA,ITAPECERICA DA SERRA,"3522208"
