X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,phylum,order,recordNumber,continentOcean,preparationType,occurrenceRemarks,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,individualCount,eventTime,fieldNumber,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"47",2020-11-04 11:14:21-03,ESALQ,ESA,"82482",PreservedSpecimen,Plantae,Myrtaceae,Calycorectes,australis,Calycorectes australis,NA,"Duarte, A.R.",NA,NA,NA,"Mazine, F.F. Duarte, A.R. ; Gianotti, M.","2002","10","30",Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho - Floresta Ombrófila Densa (parcela do Biota),-47.9199981689453,-24.3799991607666,NA,NA,ESA082482,NA,NA,NA,Magnoliophyta,NA,"460.0",NA,NA,Vegetativo. Amostras coletadas para análise macromolecular.,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.315,-24.024,"49",2020-11-04 11:14:28-03,ESALQ,ESA,"128117",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,NA,NA,NA,NA,"Polisel, R.T.","2013","03","26",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.315,-24.024,"-47.315","-24.024",ESA128117,NA,"516","516",Magnoliophyta,NA,"1099.0",NA,NA,"Planta jovem de 1,5 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.9199981689453,-24.3799991607666,"62",2020-11-04 11:14:28-03,ESALQ,ESA,"52002",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D. Legrand,"Giaretta, A.","2015","05","01","Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,ESA052002,ESA052002,"400","400",Magnoliophyta,NA,"433.0",NA,NA,em clareira,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"77",2020-11-04 10:56:23-03,ESALQ,ESA,"127320",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D. Legrand,"Giaretta, A.",NA,NA,NA,"Mazine, F.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,ESA127320,NA,NA,NA,NA,NA,"460.0",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"78",2020-11-04 11:14:28-03,ESALQ,ESA,"109420",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,NA,NA,NA,NA,NA,"Duarte, A.R.",NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,ESA109420,ESA109420,NA,NA,Magnoliophyta,NA,"501.0",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"82",2020-11-04 11:14:28-03,ESALQ,ESA,"51999",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,ESA051999,ESA051999,"400","400",Magnoliophyta,NA,"430.0",NA,NA,em clareira,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"83",2020-11-04 11:14:28-03,ESALQ,ESA,"109836",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109836,ESA109836,NA,NA,Magnoliophyta,NA,"30073.0",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"84",2020-11-04 11:14:28-03,ESALQ,ESA,"109451",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109451,ESA109451,NA,NA,Magnoliophyta,NA,"30126.0",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.945278,-23.330333,"139",2021-03-01 16:36:19-03,UNICAMP,UEC,"160373",S,Plantae,Myrtaceae,Eugenia,neoaustralis,Eugenia neoaustralis,Sobral,"Marchiori, NM","2011","05",NA,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","2011","01","05",Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.945278,-23.330333,"-45.945278","-23.330333",UEC039481,UEC039481,"999","999",Magnoliopsida,NA,"182",NA,NA,"Material vegetativo. Cerca de 11 m de altura e 2 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-47.535186,-23.368519,"140",2020-02-10 17:55:43-03,UNICAMP,UEC,"168786",S,Plantae,Myrtaceae,Eugenia,neoaustralis,Eugenia neoaustralis,Sobral,"Melis, J van","2008","09",NA,"Sims; Melis, J van","2008","08",NA,Brazil,São Paulo,Campinas,Mata Ribeirão Cachoeira.,-47.535186,-23.368519,"-47.535186","-23.368519",UEC007869,UEC007869,"650","760",Magnoliopsida,NA,"1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-46.93333,-24.25,"261",2008-05-27 22:02:00-03,MO,MOBOT,"307976",PreservedSpecimen,Plantae,Myrtaceae,Calycorectes,australis,Calycorectes australis,D. Legrand,"F. F. Mazine, April",NA,NA,NA,"Alwyn H. Gentry|Dias, A. Cecilio|G.A. Franco","1987","9","3",Brazil,São Paulo,NA,"Carlos Botelho State Park, Riberão Branco, Km 55, ca. 23 km S of Park Headquarters. Transect 2",-46.93333,-24.25,NA,NA,NA,NA,"560.00000000",NA,NA,NA,Gentry 58865,South America,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,87-198,PERUÍBE,"3537602"
-46.93333,-24.25,"262",2008-05-27 22:02:00-03,MO,MOBOT,"308250",PreservedSpecimen,Plantae,Myrtaceae,Calycorectes,australis,Calycorectes australis,D. Legrand,"F. F. Mazine, April",NA,NA,NA,"Alwyn H. Gentry|Dias, A. Cecilio|G.A. Franco","1987","9","3",Brazil,São Paulo,NA,"Carlos Botelho State Park, Riberão Branco, Km 55, ca. 23 km S of Park Headquarters. Transect 8",-46.93333,-24.25,NA,NA,NA,NA,"560.00000000",NA,NA,NA,Gentry 58984,South America,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,87-204,PERUÍBE,"3537602"
