X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,stateProvince,county,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,recordNumber,typeStatus,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,phylum,scientificNameAuthorship,identifiedBy,coordinatePrecision,geoFlag,imagecode,class,order,yearIdentified,monthIdentified,dayIdentified,individualCount,infraspecificEpithet,NM_MUNICIP,CD_GEOCMU
-46.3300018310547,-23.9599990844727,"12",2021-03-31 13:35:11-03,MN,R,"50324",PreservedSpecimen,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,"Mosén, C.W.H.","1875","05","10",NA,Brasil,São Paulo,Santos,NA,NA,NA,Ex. Herb. Brasil Reg. Mus. Bot. Stockhohm.,R010071423,NA,NA,-46.3300018310547,-23.9599990844727,NA,NA,NA,NA,NA,Jacq.,NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.6300010681152,-23.5400009155273,"18",2019-02-15 11:32:19-02,IPA,IPA,"9146",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,"Pickel, B.","1941","06","11",Southern America,Brasil,São Paulo,São Paulo,Horto Florestal,NA,NA,Cultivada,IPA0009146,"5318",NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Plantae,Jacq.,"Assis, M.C.","53584",auto,NA,NA,NA,"2000","12",NA,NA,NA,SÃO PAULO,"3550308"
-46.395,-23.1811,"57",2019-01-25 15:38:01-02,IAC,IAC,"52645",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,A.F.C. Tombolato,"2008","05","26",NA,Brasil,São Paulo,Nazaré Paulista,Centro de Vivência,NA,NA,"cultivada, número de introdução 70616",NA,s/nº,NA,-46.395,-23.1811,"-46.3950","-23.1811",NA,NA,NA,Jacq.,A.F.C. Tombolato,NA,NA,NA,NA,NA,"2008","05","26",NA,NA,NAZARÉ PAULISTA,"3532405"
-46.6300010681152,-23.5400009155273,"83",2021-02-18 08:30:12-03,IBt,SP,"7942",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,"Gehrt, A","1922","06","15",NA,Brasil,São Paulo,São Paulo,NA,NA,NA,NA,NA,s.n.,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,Jacq.,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
