X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,class,county,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,typeStatus,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,NM_MUNICIP,CD_GEOCMU
-46.7200012207031,-23.3199996948242,"37",2021-03-04 15:42:36-03,IF,SPSF,"31704",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Mikania,warmingii,Mikania warmingii,Sch.Bip.,W.A. Picolo,J.B.Baitello & F.S.Peres,"1543","2003","04","24",América do Sul,Brasil,SP,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto cespitoso ereto, até 1m de altura, botões esverdeados e flores cor creme.; GEOGRAFIA: Campo limpo, atrás da pista de aeromodelismo.;",NA,NA,Magnoliopsida,Franco da Rocha,"12135",auto,"2018","01",NA,"29",NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"38",2021-03-04 15:42:36-03,IF,SPSF,"31725",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Mikania,warmingii,Mikania warmingii,Sch.Bip.,W.A. Picolo,J.B.Baitello & F.S.Peres,"1564","2003","05","08",América do Sul,Brasil,SP,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto cespitoso até 1m de altura, flores cor creme.; GEOGRAFIA: campo cerrado e campo limpo&nf;;",NA,NA,Magnoliopsida,Franco da Rocha,"12135",auto,"2018","01",NA,"29",NA,NA,NA,FRANCO DA ROCHA,"3516408"
