X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,recordNumber,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,typeStatus,fieldNumber,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.724373,-23.565521,"11",2021-03-15 16:37:00-03,NY,NYBG,"594257",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,F. C. Hoehne,"1918","01","20",Brazil,São Paulo,Sao Paulo,-46.724373,-23.565521,NA,NA,NY00594257,NY00594257_01,Butantan,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642218' target='other'> <mi>dwc_moreinfo</mi></a>,s.n.,South America,sheet,NA,Magnoliophyta,Fabales,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"34",2021-03-15 16:37:00-03,NY,NYBG,"594258",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,W. Hoehne,"1942","03","03",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00594258,NY00594258_01,Prox. ao Jaraguá,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642219' target='other'> <mi>dwc_moreinfo</mi></a>,s.n.,South America,sheet,NA,Magnoliophyta,Fabales,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5499992370605,-23.1100006103516,"115",2020-11-04 11:09:20-03,ESALQ,ESA,"21450",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,"Grombone, M.T. et al.","1988","03","22",Brasil,São Paulo,Atibaia,-46.5499992370605,-23.1100006103516,NA,NA,ESA021450,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"21675",auto,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.6300010681152,-23.5400009155273,"118",2020-11-04 11:09:20-03,ESALQ,ESA,"46851",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,"Hoehne, W.","1942","03","03",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA046851,ESA046851,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"122",2020-11-04 11:09:20-03,ESALQ,ESA,"121723",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,NA,"Souza, V.C.","2011","05","06","Souza, V.C.","2011","06","01",Brasil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,ESA121723,NA,Beira da Rodovia dos Bandeirantes. Floresta estacional decidual bastante degradada. Projeto TAV. Levantamento Florístico 1.,NA,NA,"Arbusto, ca. 1,2 m alt.; frutos castanhos.","34168.0",NA,NA,NA,Magnoliophyta,NA,"17840",auto,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.3199996948242,-23.3899993896484,"130",2020-11-04 11:09:20-03,ESALQ,ESA,"13544",PreservedSpecimen,Plantae,Fabaceae,Desmodium,subsecundum,Desmodium subsecundum,Vogel,"Lima, L.C.P.","2011","12","01","Miyagi, P.H.","1994","02","26",Brasil,São Paulo,Arujá,-46.3199996948242,-23.3899993896484,NA,NA,ESA013544,NA,NA,NA,NA,NA,"51.0",NA,NA,NA,Magnoliophyta,NA,"7742",auto,NA,NA,NA,NA,NA,NA,ARUJÁ,"3503901"
-46.5499992370605,-23.1100006103516,"131",2020-11-04 11:09:20-03,ESALQ,ESA,"11072",PreservedSpecimen,Plantae,Fabaceae,Desmodium,subsecundum,Desmodium subsecundum,Vogel,"Lima, L.C.P.","2011","12","01","Grombone, M.T. et al.","1988","03","22",Brasil,São Paulo,Atibaia,-46.5499992370605,-23.1100006103516,NA,NA,ESA011072,NA,NA,NA,NA,NA,"21450.0",NA,NA,NA,Magnoliophyta,NA,"21675",auto,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.6300010681152,-23.5400009155273,"156",2019-02-22 11:46:33-03,IPA,IPA,"9521",S,Plantae,Leguminosae-Pap.,Desmodium,discolor,Desmodium discolor,Vogel,Andrade-Lima,"1958","12","01","Pickel, B.","1940","04","01",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,IPA0009521,NA,"Chácara dos Morrinhos, beira da mata",NA,NA,NA,"5579",Southern America,NA,NA,Plantae,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"158",2019-07-26 11:40:26-03,IPA,IPA,"9522",S,Plantae,Leguminosae-Pap.,Desmodium,discolor,Desmodium discolor,Vogel,Andrade-Lima,"1958","12","01","Pickel, B.","1942","03","17",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,IPA0009522,NA,Casa Verde,NA,NA,Flores roxo-claro,"9522",Southern America,NA,NA,Plantae,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.5200004577637,-23.2099990844727,"186",2019-11-21 14:36:30-03,UFJF,CESJ,"28080",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,H.F. Leitão Filho,NA,NA,NA,C. Aranha,"1972","03","16",Brasil,São Paulo,Porto Feliz,-47.5200004577637,-23.2099990844727,NA,NA,CESJ028080,NA,NA,NA,NA,"Sub-arbusto até 2,0m. flores roxo-avermelhadas. Nativa.","6035",América do Sul,NA,NA,Angiosperma,NA,"19715",auto,NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
