X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,verbatimLongitude,verbatimLatitude,class,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,typeStatus,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"2",2021-03-15 16:37:00-03,NY,NYBG,"440143",PreservedSpecimen,Plantae,Magnoliophyta,Gentianales,Apocynaceae,Phaeostemma,riedelii,Phaeostemma riedelii,E.Fourn.,W. Hoehne,W. Hoehne,NA,"1958","12","06",South America,Brazil,São Paulo,Sao Paulo,Sao Paulo: Serra da Cantareira,-46.63,-23.5403,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537695' target='other'> <mi>dwc_moreinfo</mi></a>,NY00440143,NY00440143_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"26",2019-11-13 11:15:10-03,USP,SPF,"119161",PreservedSpecimen,Plantae,NA,NA,Apocynaceae,Matelea,glaziovii,Matelea glaziovii,(E.Fourn.) Morillo,"Rapini, A","Hoehne, W",s.n.,"1958","10","06",NA,Brasil,São Paulo,São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,"Escandente, pilosa, flores amarelas,na mata.",SPF00119161,NA,"1999",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.343083,-23.769056,"27",2014-04-04 18:26:08-03,PNFM,IRAI,"7121",S,Plantae,Magnoliophyta,NA,Apocynaceae,Matelea,glaziovii,Matelea glaziovii,(E.Fourn.) Morillo,"Villagra, B.L.P.","Villagra, B.L.P.","334","2011","04","06",NA,Brasil,São Paulo,Santo André,"Reserva Biológica do Alto da Serra de Paranapiacaba, estrada SP 122, próximo a casa do Sr. Vitor",-46.343083,-23.769056,"775","775",NA,"Trepadeira herbácea volúvel, flores esverdeadas",IRAI00007121,NA,"2011","-46.343083","-23.769056",NA,"10",NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"35",2021-03-03 13:40:37-03,IBt,SP,"426123",S,Plantae,NA,NA,Apocynaceae,Matelea,glaziovii,Matelea glaziovii,(E.Fourn.) Morillo,NA,"Pastore, M","174","2010","10","10",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"36",2019-11-21 09:58:48-03,IBt,SP,"44423",S,Plantae,NA,NA,Apocynaceae,Matelea,glaziovii,Matelea glaziovii,(E.Fourn.) Morillo,"Fontella, H","Gehrt, A",s.n.,"1940","10","20",NA,Brasil,São Paulo,São Paulo,"Serra da Cantareira, Sítio Doll, além de Cachoeirinha",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,"10","24","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"37",2019-11-21 09:58:59-03,IBt,SP,"15827",S,Plantae,NA,NA,Apocynaceae,Phaeostemma,riedelii,Phaeostemma riedelii,E.Fourn.,"Morillo, GN","Usteri, A",s.n.,"1906","10","21",NA,Brasil,São Paulo,São Paulo,Avenida Paulista,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP030893,SP030893,"2014",NA,NA,NA,"10","20","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"38",2019-11-21 09:58:59-03,IBt,SP,29809a,Carpo,Plantae,NA,NA,Apocynaceae,Phaeostemma,riedelii,Phaeostemma riedelii,E.Fourn.,"Morillo, GN","Hoehne, FC",s.n.,"1932","10","14",NA,Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,Veja frutos na coleção respectiva,NA,NA,"2014",NA,NA,NA,"10","20","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"39",2019-11-21 09:58:59-03,IBt,SP,"29809",S,Plantae,NA,NA,Apocynaceae,Phaeostemma,riedelii,Phaeostemma riedelii,E.Fourn.,"Morillo, GN","Hoehne, FC",s.n.,"1932","10","14",NA,Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,Veja frutos na coleção respectiva,SP030894,SP030894,"2014",NA,NA,NA,"10","20","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"40",2019-11-21 09:58:59-03,IBt,SP,"113829",S,Plantae,NA,NA,Apocynaceae,Phaeostemma,riedelii,Phaeostemma riedelii,E.Fourn.,"Morillo, GN","Faria, R",s.n.,"1968","01","10",NA,Brasil,São Paulo,São Paulo,"Parque do Estado, Jardim Botânico",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP030895,SP030895,"2014",NA,NA,NA,"10","20","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"41",2019-11-21 09:58:59-03,IBt,SP,"155312",S,Plantae,NA,NA,Apocynaceae,Phaeostemma,riedelii,Phaeostemma riedelii,E.Fourn.,"Morillo, GN","Makino, H; Kirizawa, M","143","1978","09","26",NA,Brasil,São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP030898,SP030898,"2014",NA,NA,NA,"10","20","53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
