X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,maximumElevationInMeters,class,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,verbatimLongitude,verbatimLatitude,typeStatus,fieldNumber,dayIdentified,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.4097,-23.71,"5",2021-03-15 16:37:00-03,NY,NYBG,"522415",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Miconia,willdenowii,Miconia willdenowii,Klotzsch,NA,D. Lemos,"7529","1921","09","12",South America,Brazil,São Paulo,Ribeirao Pires,Alto da Serra,-46.4097,-23.71,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=370797' target='other'> <mi>dwc_moreinfo</mi></a>,NY00522415,NY00522415_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIBEIRÃO PIRES,"3543303"
-46.5299987792969,-23.6599998474121,"113",2019-11-21 10:10:22-03,IBt,SP,"7529",S,Plantae,NA,NA,Melastomataceae,Miconia,willdenowii,Miconia willdenowii,Klotzsch ex Naudin,"Goldenberg, R","Lemos, D",s.n.,"1921","09","12",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,NA,"1998","27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
