X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordNumber,locality,occurrenceRemarks,phylum,order,coordinatePrecision,individualCount,geoFlag,continentOcean,preparationType,infraspecificEpithet,typeStatus,class,relatedCatalogItem,relationshipType,maximumDepthInMeters,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"45",2021-03-15 16:37:00-03,NY,NYBG,"439485",PreservedSpecimen,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,L. Camargo de Abreu,"1974","04","09",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NA,NA,NY00439485,NY00439485_01,J. A. Kallunki,NA,NA,NA,"90","Reserva Biológica, Parque Estadual das Fontes do Ipiranga, Corrego do Tanque do Simoes. Coleta feita num empoçado do corrego, cerca de 300 m da Rodovia dos Imigrantes, area 6)",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177805' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Commelinales,NA,NA,NA,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5800018310547,-23.3099994659424,"221",2020-11-04 11:17:42-03,ESALQ,ESA,"118268",PreservedSpecimen,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,NA,"Rodrigues, M.E.F.","2007","03","01",Brasil,São Paulo,Mairiporã,-46.5800018310547,-23.3099994659424,NA,NA,NA,NA,ESA118268,NA,"Rodrigues, M.E.F.",NA,NA,NA,"107.0",NA,NA,Magnoliophyta,NA,"15840",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-45.8800010681152,-23.1700000762939,"332",2020-12-20 21:19:09-03,UFV,VIC,"50617",PreservedSpecimen,Plantae,Pontedericeae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz et Pav,A.G.G.,"1953","04","24",Brasil,São Paulo,São José dos Campos,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,VIC050617,VIC050617,NA,NA,NA,NA,"50","Varzea, Fazenda Ronda",NA,NA,NA,"39297",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.8800010681152,-23.1700000762939,"334",2020-12-20 21:19:09-03,UFV,VIC,"050617",PreservedSpecimen,Plantae,Ponteridaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz et Pav,A.G.G.,NA,NA,NA,Brasil,São José dos Campos,São José dos Campos,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,VIC050617,VIC050617,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,"39297",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.8800010681152,-23.1700000762939,"472",2019-08-20 10:23:29-03,UNICAMP,UEC,"94336",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD; Belinello, R; Barbosa, A","1997","11",NA,Brazil,São Paulo,São José dos Campos,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,UEC034037,UEC034037,"Faria, AD","1998","10",NA,97/815,"Reserva Florestal Municipal, Em riacho ao lado do escritório da recepção.",NA,Magnoliopsida,NA,"39297",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-47.9199981689453,-24.3799991607666,"473",2019-08-20 10:23:29-03,UNICAMP,UEC,"93969",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR","1996","12","15",Brazil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,UEC034060,UEC034060,"Faria, AD","1997","04",NA,96/499,"Estrada Juquiá- Sete Barras, Km 27/28.",NA,Magnoliopsida,NA,"34059",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.499722,-23.999722,"724",2020-10-01 14:26:14-03,JBB,HEPH,"33975",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Maruyama, A; Cicco, L","2017","01","27",Brasil,São Paulo,Praia Grande,-46.499722,-23.999722,"-46.499722","-23.999722",NA,NA,NA,NA,"Sousa, DJL","2017","02","02","751","Próximo ao CDP da Praia Grande, sentido Serra da Leoa, Km 99 da Rodovia 101",NA,Monocotyledon,Commelinales,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-46.7799987792969,-24.1800003051758,"1075",2020-06-15 15:31:12-03,UNESP-RC,HRCB,"26749",PreservedSpecimen,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth.,Rubim,NA,NA,NA,Brasil,São Paulo,Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,NA,NA,M.C.E. Amaral,NA,NA,NA,NA,Rio Preto - Boa Cica,NA,NA,NA,"26998",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.6300010681152,-23.5400009155273,"1213",2019-10-07 09:20:19-03,UEFS,HUEFS,"204504",PreservedSpecimen,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Hoehne, W.","1939","03",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,HUEFS0204504,HUEFS0204504,NA,NA,NA,NA,"471",Horto Fac. Farm.,NA,Angiospermae,Commelinales,"53584",NA,auto,NA,NA,NA,NA,Lilianae,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1222",2019-10-07 09:20:19-03,UEFS,HUEFS,"204503",PreservedSpecimen,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Joly, A.B.","1949","03","22",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,HUEFS0204503,HUEFS0204503,NA,NA,NA,NA,"699",Butantã. Banhado.,NA,Angiospermae,Commelinales,"53584",NA,auto,NA,NA,NA,NA,Lilianae,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
