X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordNumber,locality,occurrenceRemarks,phylum,order,coordinatePrecision,individualCount,geoFlag,continentOcean,preparationType,infraspecificEpithet,typeStatus,class,relatedCatalogItem,relationshipType,maximumDepthInMeters,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-45.8869,-23.1794,"1236",2019-01-25 15:45:09-02,IAC,IAC,"16289",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,A.G.G. Salto,"1953","04","24",Brasil,São Paulo,São José dos Campos,-45.8869,-23.1794,"-45.8869","-23.1794",NA,NA,NA,NA,D.M. Dedecca,"1953","04","24","50",Fazenda Ronda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.6300010681152,-23.5400009155273,"1290",2020-11-05 13:53:57-03,UNIRIO,HUNI,"459",PreservedSpecimen,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"C.P. Bove; W. Costa; B.B. Costa","2001","11","16",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,HUNI00000459,NA,A.D.R. Moreira,NA,NA,NA,"905",Estrada que liga a SP-55 à cidade.,"Material em meio líquido e herborizado. DUPLICATA. Flor branca lilás, com uma mácula roxa envolvendo as duas anteras amarelas, em contraponto à antera azul. Habitat: Canaleta com ca. 50 cm de profundidade",NA,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.499722,-23.999722,"1334",2021-03-04 15:42:03-03,IF,SPSF,"51909",PreservedSpecimen,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,(Ruiz & Pav.),A. Maruyama & L.Cicco,"2017","01","27",Brasil,SP,Praia Grande,-46.499722,-23.999722,NA,NA,"11","11",NA,NA,D.J.L.Sousa,"2017","02","02","751",Km 99 da Rodovia 101,"COLETA: Erva aquática. Flores de coloração branca e vinácea.; GEOGRAFIA: Floresta Paludosa Inundável próximo ao CDP da Praia Grande, sentido Serra da Leoa, interior.;",Magnoliophyta,Liliales,NA,NA,NA,América do Sul,NA,NA,NA,Liliopsida,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-46.7799987792969,-24.1800003051758,"1469",2021-02-18 08:31:31-03,IBt,SP,"12453",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Loefgren, A","1891","11","07",Brasil,São Paulo,Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,"26998",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.6300010681152,-23.5400009155273,"1473",2021-02-18 08:31:31-03,IBt,SP,"1703",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Hoehne, FC","1918","03",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1474",2019-11-21 10:17:19-03,IBt,SP,"12454",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Edwall, G","1899","02",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP009372,SP009372,"Faria, AD","1996","04",NA,CGG4083,Estação central a Santana. Água corrente e banhado.,NA,NA,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.365389,-23.412306,"1476",2019-11-21 10:17:19-03,IBt,SP,"488188",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Shirasuna, RT","2013","12","10",Brasil,São Paulo,Guarulhos,-46.365389,-23.412306,"-46.365389","-23.412306",NA,NA,NA,NA,"Shirasuna, RT","2013",NA,NA,"3129","Lote 5, entre a OAE 503 e emboque oeste 501.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARUJÁ,"3503901"
-46.4599990844727,-23.6599998474121,"1481",2019-11-21 10:17:19-03,IBt,SP,"441039",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Shirasuna, RT; Santos, VR","2009","05","12",Brasil,São Paulo,Mauá,-46.4599990844727,-23.6599998474121,NA,NA,NA,NA,NA,NA,"Hirao, YV","2010","03","15","2375","Lote 1 Rodoanel Mário Covas, Trecho Sul",NA,NA,NA,"8925",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAUÁ,"3529401"
-46.4099998474121,-23.7099990844727,"1484",2019-11-21 10:17:19-03,IBt,SP,"12440",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Edwall, G","1899","02",NA,Brasil,São Paulo,Ribeirão Pires,-46.4099998474121,-23.7099990844727,NA,NA,NA,NA,SP009374,SP009374,"Horn, CN","1982",NA,NA,CGG4081,Estação Ribeirão Pires. Banhado e brejo.,NA,NA,NA,"10581",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIBEIRÃO PIRES,"3543303"
-46.5299987792969,-23.6599998474121,"1485",2019-11-21 10:17:19-03,IBt,SP,"12437",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Lemos, D","1924","01","06",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"Horn, CN","1982",NA,NA,s.n.,E.B. do Alto da Serra de Paranapiacaba,Planta de lugar alagado,NA,NA,"27258",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
