X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,locality,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.633333,-23.55,"278",2020-02-08 09:43:02-03,NBC,NL-BOTANY,U.1081663,PreservedSpecimen,Plantae,Annonaceae,Rollinia,sericea,Rollinia sericea,(R.E.Fr.) R.E.Fr.,Barroso GM,NA,NA,NA,Rossi L,NA,"1979","11","01",Brazil,São Paulo,NA,-46.633333,-23.55,"-46.633333","-23.55",NA,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081663 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-U1081663,NL-U1081663,NA,NA,Southern America,NA,NA,NA,Magnoliales,NA,NA,NA,Magnoliopsidae,U 0143769,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.166667,-23.416667,"287",2020-02-08 09:43:02-03,NBC,NL-BOTANY,U.1081563,PreservedSpecimen,Plantae,Annonaceae,Rollinia,ubatubensis,Rollinia ubatubensis,Maas & Westra,Maas PJM,NA,NA,NA,Morawetz W,NA,"1980","12","28",Brazil,São Paulo,NA,-46.166667,-23.416667,"-46.166667","-23.416667",NA,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-U1081563,NL-U1081563,"Brazil, Sao Paulo, Mun. de Ubatuba, Serra do Mar along the road from Ubatuba to Tabate, km 78-89",NA,Southern America,NA,NA,NA,Magnoliales,NA,NA,NA,Magnoliopsidae,U 0011998,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-47.45029,-24.07695,"295",2020-11-04 10:59:15-03,ESALQ,ESA,"128027",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,NA,"Souza, V.C.",NA,NA,NA,"Delfini, C.","850.0","2013","03","27",Brasil,São Paulo,Tapiraí,-47.45029,-24.07695,"-47.45029","-24.07695","331","331","Árvore, ca. 7m alt., frutos imaturos verdes e frutos negros.",ESA128027,NA,"Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.6300010681152,-23.5400009155273,"304",2020-11-04 10:59:15-03,ESALQ,ESA,"16339",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, J.C.",NA,NA,NA,"Rossi, L. et al.","109.0","1979","11","01",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,ESA016339,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.31605,-24.02021,"309",2020-11-04 10:59:15-03,ESALQ,ESA,"128028",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,NA,NA,NA,NA,NA,"Flores, T.B.","1792.0","2013","03","26",Brasil,São Paulo,Tapiraí,-47.31605,-24.02021,"-47.31605","-24.02021","480","480",NA,ESA128028,NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.34875,-24.03041,"314",2020-11-04 10:59:15-03,ESALQ,ESA,"128026",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,NA,"Ivanauskas, N.M.",NA,NA,NA,"Virillo, C.B.","124.0","2013","03","31",Brasil,São Paulo,Tapiraí,-47.34875,-24.03041,"-47.34875","-24.03041",NA,NA,reg,ESA128026,NA,Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.5299987792969,-23.4599990844727,"342",2020-11-04 10:59:15-03,ESALQ,ESA,"5666",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, J.C.",NA,NA,NA,"Gandolfi, S.","8076.0","1984","01","01",Brasil,São Paulo,Guarulhos,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,NA,ESA005666,ESA005666,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-47.1300010681152,-23.5200004577637,"349",2020-11-04 10:59:15-03,ESALQ,ESA,"7075",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, J.C.",NA,NA,NA,"Rodrigues, R.R.",NA,"1992","12","08",Brasil,São Paulo,São Roque,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA007075,ESA007075,NA,NA,NA,NA,NA,Magnoliophyta,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-47.9199981689453,-24.3799991607666,"351",2020-11-04 10:59:15-03,ESALQ,ESA,"102139",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,NA,"Lopes, J.C.",NA,NA,NA,"Ivanauskas, N.M.","5014.0","2004","01","15",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA102139,ESA102139,NA,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"358",2020-11-04 10:59:15-03,ESALQ,ESA,"109555",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,NA,"Lopes, J.C.","2012",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30005.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109555,ESA109555,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"359",2020-11-04 10:59:15-03,ESALQ,ESA,"109527",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,NA,"Lopes, J.C.","2012",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30004.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109527,ESA109527,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.7799987792969,-24.1800003051758,"360",2020-11-04 10:59:15-03,ESALQ,ESA,"75099",PreservedSpecimen,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, J.C.",NA,NA,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","195.0","2001","04","17",Brasil,São Paulo,Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,"Árvore, ca. 10m alt. Frutos maduros castanho-escuros. Beira de rio.",ESA075099,ESA075099,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.",NA,NA,NA,NA,Magnoliophyta,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.7799987792969,-24.1800003051758,"369",2020-11-04 10:59:28-03,ESALQ,ESA,"75100",PreservedSpecimen,Plantae,Annonaceae,Rollinia,sericea,Rollinia sericea,(R.E.Fr.) R.E.Fr.,"Duarte, A.R. & Souza, V.C.",NA,NA,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","195.0","2001","04","17",Brasil,São Paulo,Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,"Árvore, ca. 10m alt. Frutos maduros castanho-escuros. Beira de rio.",ESA075100,ESA075100,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.",NA,NA,NA,NA,Magnoliophyta,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.1300010681152,-23.5200004577637,"371",2020-11-04 10:59:28-03,ESALQ,ESA,"26789",PreservedSpecimen,Plantae,Annonaceae,Rollinia,sericea,Rollinia sericea,NA,NA,NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","309.0","1994","01","17",Brasil,São Paulo,São Roque,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA026789,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-45.84,-23.53,"378",2015-07-02 14:00:15-03,JBP,HPL,"6796",S,Plantae,Annonaceae,Annona,neosericea,Annona neosericea,H. Rainer,V.C. Souza,"2011","03","07",J. A. Lombardi & R. Tsuji et al.,"6229","2006","01","16",Brasil,SP,Salesópolis,-45.84,-23.53,NA,NA,NA,NA,NA,NA,NA,"Coletado na estrada da PETROBRAS, SP-090 (estrada entre Salesópolis-São Sebastião, em margens de estrada e área de mata secundária ou de mata perturbada). S 23° 44' 09,0; W 45° 34' 05,6 - 627 m.s.m.",NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.63,-24.32,"379",2015-07-02 14:00:14-03,JBP,HPL,"418",S,Plantae,Annonaceae,Annona,neosericea,Annona neosericea,H. Rainer,V.C. Souza,"2011","03","07",H. Lorenzi,"1577","1994","06","20",Brasil,SP,Juquiá,-47.63,-24.32,NA,NA,NA,NA,NA,NA,NA,Alto da serra na estrada para Tapiraí.,NA,NA,NA,NA,NA,NA,"32505",auto,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-45.96,-23.3,"381",2015-07-02 14:00:15-03,JBP,HPL,"8368",S,Plantae,Annonaceae,Annona,neosericea,Annona neosericea,H. Rainer,V.C. Souza,"2011","03","07",R. Tsuji,"1405","2006","10","05",Brasil,SP,Jacareí,-45.96,-23.3,NA,NA,NA,NA,NA,NA,NA,"Coletado nas proximidades do município de Jacareí, na área da VCP, em área de mata atlântica.",NA,NA,NA,NA,NA,NA,"19066",auto,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-45.945278,-23.330333,"488",2021-03-01 16:21:25-03,UNICAMP,UEC,"160339",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Marchiori, NM","2011","05",NA,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","570","2011","03","11",Brazil,São Paulo,São Luiz do Paraitinga,-45.945278,-23.330333,"-45.945278","-23.330333","999","999",Material vegetativo. Cerca de 15 m de altura e 3 indivíduos distribuídos em 1 ha.,UEC039522,UEC039522,"Parque Estadual, Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-45.183333,-23.4,"496",2021-03-01 16:21:25-03,UNICAMP,UEC,"200669",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,NA,"2008",NA,NA,"Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; Cavalin, PO",N155,"2008","12","07",Brazil,São Paulo,São Luiz do Paraitinga,-45.183333,-23.4,"-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=4; Mata Atlântica",UEC158027,UEC158027,Parque Estadual da Serra do Mar,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.183333,-23.4,"497",2021-03-01 16:21:25-03,UNICAMP,UEC,"200164",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R",M1163,"2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,-45.183333,-23.4,"-45.183333","-23.4","990","1045",Parcela M - Projeto Biota-FAPESP. Árvore com 10 metros de altura. Frequência da espécie na parcela: n=15,UEC177749,UEC177749,Parque Estadual da Serra do Mar,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.166667,-23.416667,"500",2019-08-20 10:02:38-03,UNICAMP,UEC,"67899",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, JC","2009","02",NA,"Queiroz, JM","30133","1993","11","12",Brazil,São Paulo,Ubatuba,-46.166667,-23.416667,"-46.166667","-23.416667",NA,NA,"Árvore de 8m, beira de estrada.",UEC072973,UEC072973,Estação Experimental do IAC.,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-45.408333,-23.256944,"507",2019-08-20 10:02:38-03,UNICAMP,UEC,"92583",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, JC","2009","02",NA,"Ferretti, AR; Souza, VC; Vanini, A; Rodrigues, RR; Tamashiro, JY; Nave, AG; Peneireiro, FM","128",NA,NA,NA,Brazil,São Paulo,Cunha,-45.408333,-23.256944,"-45.408333","-23.256944",NA,NA,"flor e fruto, Floresta ombrófila densa, floresta ciliar. Árvore de 11m, casca rendilhada.",UEC072957,UEC072957,"Estação Experimental da Serra do Mar, Núcleo Cunha. Trilha da bacia experimental B à Cachoeira.",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REDENÇÃO DA SERRA,"3542305"
-46.481389,-23.425,"508",2021-03-01 16:21:25-03,UNICAMP,UEC,"79123",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, JC","2009","11",NA,"Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","8486","1984",NA,NA,Brazil,São Paulo,Guarulhos,-46.481389,-23.425,"-46.481389","-23.425",NA,NA,Mata Mesófila Semidecídua.,UEC072992,UEC072992,Aeroporto Internacional de São Paulo. Sítio 74,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.4199981689453,-23.8899993896484,"529",2019-08-20 10:02:38-03,UNICAMP,UEC,"82342",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, JC",NA,NA,NA,"KS; Brown Jr, KS; Francini, RB","20817","1988","10","08",Brazil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,"flor, Arvoreta 6m, pontas (folhas novas) vermelhas, flores verde-brancas, escassas. Planta-hospedeira de Eurytides telesilaus (Papilionidae).",UEC072989,UEC072989,"Portão de entrada da Represa da COSIPA,",NA,NA,NA,NA,Magnoliopsida,NA,"15123",auto,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.4199981689453,-23.8899993896484,"530",2021-03-01 16:21:25-03,UNICAMP,UEC,"50196",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, JC","2009","11",NA,"Brown Jr, KS; Francini, RB","20817","1988","10","08",Brazil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,"Arvoreta 6m, pontas (folhas novas) vermelhas,flores verde-brancas, escassas. Planta- hospedeira de <em> Eurytides telesilaus</em> (Papilionidae)",UEC072990,UEC072990,"Portão de entrada da represa da COSIPA, 9km da Paçaquera no Alro Rio Quilombo.",NA,NA,NA,NA,Magnoliopsida,NA,"15123",auto,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-45.6599998474121,-23.3799991607666,"535",2019-08-20 10:02:38-03,UNICAMP,UEC,"35819",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, JC","2009","02",NA,"Shepherd, GJ; Tamashiro, JY","15848","1984","03","26",Brazil,São Paulo,Paraibuna,-45.6599998474121,-23.3799991607666,NA,NA,NA,NA,"fruto, Arvoreta 8m, frutos imaturos de cor verde, maduros amarelados. Frutos coletados p/ o arboreto.",UEC072980,UEC072980,Usina hidrelétrica de Paraibuna.,NA,NA,NA,NA,Magnoliopsida,NA,"30824",auto,NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-47.9199981689453,-24.3799991607666,"537",2019-08-20 10:02:38-03,UNICAMP,UEC,"77287",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, JC","2009","02",NA,"Almeida-Scabbia, RJ","207","1994","04","08",Brazil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,"fruto, Árvore, 12m alt., frutos escuros, passados e secos.",UEC072983,UEC072983,"Faz. Intervales, Base Saibadela., Trilha do rio, beira rio.",NA,NA,NA,NA,Magnoliopsida,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"538",2019-08-20 10:02:38-03,UNICAMP,UEC,"76352",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, JC","2009","02",NA,"Miyagi, PH; Souza, JP; Zandoval, JA","504","1995","02","15",Brazil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,"fruto, Árvore, mais de 6m alt. Tépalas creme esverdeadas.",UEC072941,UEC072941,"Mamparra, Reserva Floresta Carlos Botelho, a 2km d",NA,NA,NA,NA,Magnoliopsida,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"539",2019-08-20 10:02:38-03,UNICAMP,UEC,"66385",S,Plantae,Annonaceae,Annona,dolabripetala,Annona dolabripetala,Raddi,"Lopes, JC","2009","02",NA,"Leitão Filho, HF","331","1968","01","31",Brazil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,"Árvore, 7m, na época c/ frutos em formação.",UEC072943,UEC072943,Nativa a beira da estrada.,NA,NA,NA,NA,Magnoliopsida,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
