X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,locality,recordNumber,occurrenceRemarks,coordinatePrecision,geoFlag,phylum,order,infraspecificEpithet,continentOcean,preparationType,typeStatus,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.297311,-23.769289,"34",2021-03-15 16:37:00-03,NY,NYBG,"719888",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,(Cambess.) O.Berg,NA,A. C. Santos-Neta,"2008","04","24",Brazil,São Paulo,Santo André,-46.297311,-23.769289,NA,NA,NA,NA,NY00719888,NY00719888_01,NA,NA,NA,"Paranapiacaba, Trilha da Pontinha","54",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523997' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,NA,South America,sheet,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-45.886229,-23.65179,"42",2021-03-15 16:37:00-03,NY,NYBG,"615788",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides myrcioides,(Cambess.) O.Berg,L. R. Landrum,J. Mattos,"1965","08","20",Brazil,São Paulo,Salesópolis,-45.886229,-23.65179,NA,NA,NA,NA,NY00615788,NY00615788_01,NA,NA,NA,"Salesopolis, Estacao Biologica de Boraceia","12449",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325540' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,myrcioides,South America,sheet,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.84,-23.5303,"49",2021-03-15 16:37:00-03,NY,NYBG,"615840",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides acrophylla,(O.Berg) D.Legrand,L. R. Landrum,J. Mattos,"1966","08","26",Brazil,São Paulo,Salesópolis,-45.84,-23.5303,NA,NA,NA,NA,NY00615840,NY00615840_01,NA,NA,NA,"Estaçao Biologica de Boracea, perto do Rio Coruja","13876",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530402' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,acrophylla,South America,sheet,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.9197,-24.38,"59",2021-03-15 16:37:00-03,NY,NYBG,"615783",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,(Cambess.) O.Berg,M. L. Kawasaki,S. Aragaki,"1993","05","11",Brazil,São Paulo,Sete Barras,-47.9197,-24.38,NA,NA,"150","150",NY00615783,NY00615783_01,NA,NA,NA,"Fazenda Intervales, Base Saibadela, cachoeira Saibadela","57",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=674921' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,NA,South America,sheet,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.84,-23.5303,"94",2021-03-15 16:37:00-03,NY,NYBG,"615840",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides acrophylla,(O.Berg) D.Legrand,L. R. Landrum,J. Mattos,"1966","08","26",Brazil,São Paulo,Salesópolis,-45.84,-23.5303,NA,NA,NA,NA,NY00615840,NY00615840_01,NA,NA,NA,"Estaçao Biologica de Boracea, perto do Rio Coruja","13876",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530402' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,acrophylla,South America,sheet,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.9199981689453,-24.3799991607666,"126",2020-01-20 14:40:43-03,UPM,MACK,"915",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,(Cambess.) O. Berg,"F. F. Mazine; A. R. Duarte","R. Farias; et al.","2002","04","23",Brasil,SP,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Estadual de Carlos Botelho, núcleo Sete Barras. Trilha da figueira. Borda de Floresta Omb#?#rofila Densa Baixo Montana.","695",NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.42,-23.42,"223",2020-11-04 11:14:48-03,ESALQ,ESA,"68937",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,(Cambess.) O.Berg,"Meireles, L.D.","Franco, G.A.D.C.; Mazine, F.F.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Moura, C.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2000","04","21",Brasil,São Paulo,São Sebastião,-45.42,-23.42,"-45.42","-23.42","130","130",ESA068937,NA,"2013",NA,NA,"Parque Estadual da Serra do Mar - Cachoeira do sítio Urucurana, trilha do escorrega, margem do Rio Una. Floresta Ombrófila Densa de Encosta, com perturbação. Borda da mata","2959.0","Árvore ca. 7m, botões esverdeados",NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-47.9199981689453,-24.3799991607666,"225",2020-11-04 11:14:48-03,ESALQ,ESA,"109778",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109778,NA,NA,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,"29344.0",NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"237",2020-11-04 11:14:48-03,ESALQ,ESA,"41666",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,(Cambess.) O.Berg,"Kawasaki, M.L.","Zipparro, V.B. et al.","1994","05","11",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA041666,NA,NA,NA,NA,NA,"318.0",NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"238",2020-11-04 11:14:48-03,ESALQ,ESA,"109387",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,NA,NA,"Duarte, A.R.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109387,NA,NA,NA,NA,NA,"539.0",NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
