"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","class","order","individualCount","continentOcean","preparationType","previousCatalogNumber","relatedCatalogItem","relationshipType","fieldNumber","infraspecificEpithet","typeStatus","sex"
"257","2021-01-04 11:30:47-03","UEMA","HABIT","3692","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","E.Chaves","2005","03","24","Brasil","Goiás","Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,"E.Chaves","20",NA,NA,"Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-01-04 11:30:47-03","UEMA","HABIT","3696","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","E.Chaves; C.Proença","2005","03","24","Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"E.Chaves; C.Proença","244",NA,NA,"Ambiente: Cerrado",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-02-27 21:09:32-03","PUCPR","HUCP","15809","S","Plantae","Orchidaceae","Epidendrum","ellipticum","Epidendrum ellipticum","S.A.Graham","Tomaxeli, L","2000","05","28","Brasil","Paraná","Morretes","Serra Graciosa","-48.834400177002","-25.476900100708",NA,NA,"HUCP00002951","HUCP00002951","Gaiotto, D","032",NA,NA,NA,NA,NA,NA,"30514","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-12-04 15:26:36-03","PUCPR","HUCP","21785","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Selusniaki, M",NA,NA,NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00002560","HUCP00002560","Kersten, RA","3034",NA,NA,NA,NA,NA,NA,"27346","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-12-04 15:26:36-03","PUCPR","HUCP","20179","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Selusniaki, M; Ariati, V; Moledo, R","2009","03","23","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00002614","HUCP00002614","Ariati, V","2542",NA,NA,NA,NA,NA,NA,"27346","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-12-04 15:26:36-03","PUCPR","HUCP","20279","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Schendroski, A; Kersten, RA","2009","05","30","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00002576","HUCP00002576","Schendroski, A","001",NA,NA,NA,NA,NA,NA,"27346","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-12-04 15:26:36-03","PUCPR","HUCP","24344","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Kersten, RA","2015","12","10","Brasil","Paraná","Contenda",NA,"-49.5346984863281","-25.6756000518799",NA,NA,"HUCP00002820","HUCP00002820","Kersten, RA","1624",NA,NA,NA,NA,NA,NA,"22732","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-12-04 15:26:36-03","PUCPR","HUCP","15528","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Gonçalves, FAS","2001","05","27","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,"HUCP00002959","HUCP00002959","Kersten, RA","s.n.",NA,NA,NA,NA,NA,NA,"41937","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-12-04 15:26:36-03","PUCPR","HUCP","24231","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Bohrer, P","2012","04","29","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,"HUCP00002839","HUCP00002839","Bohrer, P","111",NA,NA,NA,NA,NA,NA,"19508","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-02-27 21:09:32-03","PUCPR","HUCP","23414","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Hekavey, C","2012","01",NA,"Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,"HUCP00002830","HUCP00002830","Hekavey, C","082",NA,NA,NA,NA,NA,NA,"45291","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-12-04 15:26:36-03","PUCPR","HUCP","22706","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Kersten, RA","2011","08","20","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Kersten, RA","1583",NA,NA,NA,NA,NA,NA,"45291","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-12-04 15:26:36-03","PUCPR","HUCP","21935","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Rodrigues, AS","2010","03","14","Brasil","Santa Catarina","São Francisco do Sul","Praia Grande","-48.6380996704102","-26.2432994842529",NA,NA,"HUCP00002532","HUCP00002532","Kersten, RA","004",NA,NA,NA,NA,NA,NA,"23627","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-12-04 15:26:36-03","PUCPR","HUCP","17725","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Beltrami, L","2007","01","26","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00002904","HUCP00002904","Kersten, RA","075",NA,NA,NA,"2007","02","27","27346","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-12-04 15:26:36-03","PUCPR","HUCP","21159","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Michelon, C","2010","03","28","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00002586","HUCP00002586","Schendroski, A","705",NA,NA,NA,NA,NA,NA,"27346","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-12-04 15:26:36-03","PUCPR","HUCP","24382","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Santos, TF","2013","08","24","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00002922","HUCP00002922","Santos, TF","002",NA,NA,NA,NA,NA,NA,"27346","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2019-12-04 15:26:36-03","PUCPR","HUCP","19586","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Michelon, C; Bianchi, J; Acra, LA; Kersten, RA; Selusniaki, M","2008","09","03","Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00002998","HUCP00002998","Kersten, RA","s.n.",NA,NA,NA,NA,NA,NA,"27346","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2019-12-04 15:26:36-03","PUCPR","HUCP","13024","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Valle, AO","2001","04","13","Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00002845","HUCP00002845","Kersten, RA","002",NA,NA,NA,NA,NA,NA,"27346","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-12-04 15:26:36-03","PUCPR","HUCP","13484","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Santos, TM","2001","03","18","Brasil","Paraná","Curitiba","Santa Felicidade","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00002508","HUCP00002508","Santos, TM","017",NA,NA,NA,NA,NA,NA,"25180","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-12-04 15:26:36-03","PUCPR","HUCP","24469","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Santos, TF","2014","04","05","Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"HUCP00002964","HUCP00002964",NA,"041",NA,NA,NA,NA,NA,NA,"44368","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-12-04 15:26:36-03","PUCPR","HUCP","13304","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Ramos, G","2000","06","28","Brasil","Paraná","Lapa",NA,"-49.7158012390137","-25.7696990966797",NA,NA,"HUCP00002588","HUCP00002588","Kersten, RA","038",NA,NA,NA,NA,NA,NA,"49965","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-12-04 15:26:36-03","PUCPR","HUCP","21879","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Boccaro, M","2010","05","30","Brasil","Paraná","Lapa","Parque Estadua do Monge","-49.7158012390137","-25.7696990966797",NA,NA,"HUCP00002974","HUCP00002974","Acra, LA","029",NA,NA,NA,NA,NA,NA,"49965","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-12-04 15:26:36-03","PUCPR","HUCP","20348","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Ariati, V","2008","06","17","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,"HUCP00002721","HUCP00002721","Kersten, RA","052",NA,NA,NA,NA,NA,NA,"30514","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-12-04 15:26:36-03","PUCPR","HUCP","21640","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Silva, H",NA,NA,NA,"Brasil","Paraná","Morretes","Rochedinho","-48.834400177002","-25.476900100708",NA,NA,"HUCP00002979","HUCP00002979",NA,"s.n.",NA,NA,NA,NA,NA,NA,"30514","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-12-04 15:26:36-03","PUCPR","HUCP","23046","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Bonaldi, R; Ariati, V","2012","10","16","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00002924","HUCP00002924","Engels, M","577",NA,NA,NA,NA,NA,NA,"24916","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2019-12-04 15:26:36-03","PUCPR","HUCP","15527","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Medina, CM","2001","04","20","Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00002475","HUCP00002475","Kersten, RA","005",NA,NA,NA,NA,NA,NA,"24916","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-12-04 15:26:36-03","PUCPR","HUCP","20879","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Michelon, C","2009","10","21","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00002867","HUCP00002867","Kersten, RA","s.n.",NA,NA,NA,NA,NA,NA,"12577","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-12-04 15:26:36-03","PUCPR","HUCP","22486","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Eltz, J","2010","06","03","Brasil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,"HUCP00002976","HUCP00002976","Acra, LA","014",NA,NA,NA,NA,NA,NA,"46557","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2019-12-04 15:26:36-03","PUCPR","HUCP","22554","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Eltz, J","2012","06","19","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Eltz, J; Bohrer, P","015",NA,NA,NA,NA,NA,NA,"19508","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-12-04 15:26:36-03","PUCPR","HUCP","24232","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Bohrer, P","2011","11","27","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,"HUCP00002893","HUCP00002893_1 HUCP00002893_2","Bohrer, P","038",NA,NA,NA,NA,NA,NA,"19508","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2019-12-04 15:26:36-03","PUCPR","HUCP","24346","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Bohrer, P","2013","02","23","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,"HUCP00002945","HUCP00002945","Bohrer, P","276",NA,NA,NA,NA,NA,NA,"19508","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-12-04 15:26:36-03","PUCPR","HUCP","24878","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Picoli, AC","2013","03","23","Brasil","Paraná","Pontal do Paraná","Balneário Barrancos","-48.511100769043","-25.6735992431641",NA,NA,"HUCP00024878","HUCP00024878",NA,"92",NA,NA,"Arbustiva, 1m, flores vermelhas e amarelas, restinga.",NA,NA,NA,"19508","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-10-27 11:22:07-03","PUCPR","HUCP","23796","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Hekavey, C","2012","11","06","Brasil","Paraná","São José dos Pinhais","Córrego Fundo","-49.2064018249512","-25.5347003936768",NA,NA,"HUCP00002813","HUCP00002813","Kersten, RA","119",NA,NA,NA,NA,NA,NA,"45291","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-10-09 11:28:41-03","UFBA","ALCB","15463","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Queiroz, LP de; Guedes, ML","1983","06","30","Brasil","Bahia","Palmeiras","Chapada Diamantina, Cachoeira da Fumaça (Glass)","-41.383333","-12.566667","-41.383333","-12.566667","ALCB006735","ALCB006735","Guimarães, LRS","727",NA,NA,"Terrestre nas fendas das rochas. Caule avermelhado. Folhas crassas, coriáceas, às vezes avermelhadas. Pedúnculo avermelhado. Flores totalmente róseas, à exceção do calo do labelo alvo e da antera verde.","2009","07","09",NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"290","2019-10-09 11:28:37-03","UFBA","ALCB","10649","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Queiroz, LP de","1983","06","30","Brasil","Bahia","Palmeiras","Chapada Diamantina, Cachoeira da Fumaça (Glass)","-41.383333","-12.566667","-41.383333","-12.566667","ALCB006751","ALCB006751","Carvalho, DN","681",NA,NA,"Terrestre entre as rochas. Caule revestido por bainha acinzentadas ate o nível de base das folhas, a partir daí avermelhado. Folhas coriáceo-carnosa. Pedúnculo acinzentado. Flores vistosas amarelo-ouro.","2014","09","10",NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"291","2019-10-09 11:28:37-03","UFBA","ALCB","10648","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Queiroz, LP de","1983","06","30","Brasil","Bahia","Palmeiras","Chapada Diamantina, Cachoeira da Fumaça (Glass)","-41.383333","-12.566667","-41.383333","-12.566667","ALCB006741","ALCB006741","Guimarães, LRS","683",NA,NA,"Terrestre nas fendas das rochas. Caule avermelhado. Folhas crassas, coriáceas, às vezes avermelhadas. Pedúnculo avermelhado. Flores totalmente róseas, à exceção do calo do labelo alvo e da antera verde.","2009","07","09",NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-10-09 11:28:41-03","UFBA","ALCB","15464","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Queiroz, LP de; Guedes, ML","1983","06","30","Brasil","Bahia","Palmeiras","Chapada Diamantina, Caminho p/ a Cachoeira da Fumaça (Glass)","-41.383333","-12.566667","-41.383333","-12.566667","ALCB006750","ALCB006750","Carvalho, DN","725",NA,NA,"Terrestre a rupestre em solo acinzentado nas fendas das rochas. Caule revestido por escamas acinzentadas ate o nível de base das folhas, a partir daí avermelhado. Flores vistosas amarelas.","2014","09",NA,NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-10-09 11:28:41-03","UFBA","ALCB","73124","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Guedes, ML; Santos, JS; Carvalho, G; Valadão, RM; Alunos de Botânica III","2006","04","30","Brasil","Bahia","Catolés","Chapada Diamantina, Caminho para a Serra do Barbado","-41.833333","-13.283333","-41.833333","-13.283333","ALCB006874","ALCB006874","Azevedo, C","12364",NA,NA,"de ca 30 cm. Folhas crassas. Inflorescência terminal, racemo, flores liláses. Frutos cápsula vinácea. Freqüente.","2006","10",NA,NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-10-09 11:28:37-03","UFBA","ALCB","000481","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Noblick, LR","1979","04","24","Brasil","Bahia","Lençóis","Chapada Diamantina","-41.383333","-12.566667","-41.383333","-12.566667","ALCB009104","ALCB009104","Noblick, LR","1152",NA,NA,NA,"1983","10",NA,NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-10-09 11:28:37-03","UFBA","ALCB","104779","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Vieira, TL; Stadnik, A; Moura, L","2012","04","29","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Distrito de Itaitú. Serra do Cruzeiro. Trilha para o cruzeiro","-40.506111","-11.350833","-40.506111","-11.350833","ALCB007355","ALCB007355 ALCB007355_1","Vieira, TL","100","913","913","Terrestre. Ca. de 1m. Folhas verdes coriáceas. Perianto lilás. Porção central do labelo com calosidade alvo-amarelada.","2012","04",NA,NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-10-09 11:28:41-03","UFBA","ALCB","88685","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Gomes, FS; Oliveira, JPL; Ballejos, J","2009","01","23","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Platô Monumento Natural da Cachoeira do Ferro Doido","-40.999722","-11.625833","-40.999722","-11.625833","ALCB006739","ALCB006739 ALCB006739_1","Gomes, FS","154","891","891","ca. 1 m alt. Folhas crassas, levemente discolores. Flores com colora lilás. Frutos vináceos.; afloramento rochoso.","2009","01",NA,NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"297","2019-10-09 11:28:41-03","UFBA","ALCB","75657","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Guedes, ML; Valadão, RM; Santos, JS; Carvalho, G","2006","12","21","Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina, Entorno da Entrada do Parque Sete Passagens. Ponto nº 215","-40.546389","-11.939722","-40.546389","-11.939722",NA,NA,"Guedes, ML","13011",NA,NA,"epífita. Folhas crassas. Flores liláses.","2007","01",NA,NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"298","2019-10-09 11:28:37-03","UFBA","ALCB","101609","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Vieira, TL; Stadnik, A; Moura, L","2011","09","23","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Serra do Tombador","-40.703056","-11.253056","-40.703056","-11.253056","ALCB006744","ALCB006744 ALCB006744_1","Barros, F; Vieira, TL","30","930","930","Até 150 cm. Folhas coriáceas, algumas sutilmente maculadas de vináceo. Perianto róseo. Labelo com calosidade amarelo-esbranquiçada no centro.","2011","11","10",NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-10-09 11:28:37-03","UFBA","ALCB","104799","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Vieira, TL; Stadnik, A; Moura, L; Roque, N","2011","11","19","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Serra do Tombador. Próximo às antenas","-40.695278","-11.239444","-40.695278","-11.239444","ALCB007354","ALCB007354","Vieira, TL","43","950","950","Até 50 cm. Folhas carnosas e coriáceas. Flores lilases, labelo com calo amarelo de margens alvas.","2011","11",NA,NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"300","2019-10-09 11:28:41-03","UFBA","ALCB","114286","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Borges, RL","2012","04",NA,"Brasil","Bahia","Iguaí",NA,"-40.0891990661621","-14.7564001083374",NA,NA,"ALCB007352","ALCB007352","Vieira, TL","04",NA,NA,"Folhas concolores. Inflorescência amarronzada, apresentando brácteas castanho clara. Flores róseas","2013","02",NA,"32961","auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"301","2019-10-09 11:28:37-03","UFBA","ALCB","104812","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Vieira, TL; Stadnik, A; Moura, L","2012","01","11","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Vale do Ribeirão. Na serra que está ao norte do vale","-40.5182991027832","-11.1806001663208",NA,NA,"ALCB007349","ALCB007349","Vieira, TL","58",NA,NA,"ca. de 50cm. Folhas variando entre verde e vináceo. Flores lilases com calosidade alvo-amarelada no labelo.","2012","01",NA,"62396","auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"302","2019-10-09 11:28:41-03","UFBA","ALCB","15268","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Lôbo, CMB","1982","10","01","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.383333","-12.566667","-41.383333","-12.566667","ALCB007360","ALCB007360","Toscano, AL","s/n",NA,NA,"0,40 m. Caule apresentando nós. Folhas carnosas. Flores lilases.","1995","07",NA,NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"303","2019-10-09 11:28:37-03","UFBA","ALCB","00500","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Pinto, GCP","1973","11",NA,"Brasil","Bahia","Itaberaba","Paraguaçu, Serra do Orobó","-40.3","-12.516667","-40.3","-12.516667","ALCB006749","ALCB006749","Carvalho, DN","s/n","1000","1000","terrestre, epífita ou rupícola. Abundante em vegetação agrestada.","2014","09","10",NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"304","2019-10-09 11:28:37-03","UFBA","ALCB","024444","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Queiroz, LP de; Mayo, S; Nadruz, M; Nunes, TS; Guedes, ML","1992","12","08","Brasil","Bahia","Castro Alves","Recôncavo Sul, Serra da Jibóia (=Serra da Pioneira)","-39.466667","-12.85","-39.466667","-12.85","ALCB006740","ALCB006740","Guimarães, LRS","2956",NA,NA,"ereta. Folhas crassas. Flores com sépalas, pétalas róseas, o labelo róseo com calo amarelado.; sobre afloramentos graníticos.","2009","07","09",NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"305","2019-10-09 11:28:37-03","UFBA","ALCB","029122","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Argôlo, AS; Paraguassú, LA","1996","04",NA,"Brasil","Bahia","Rio de Contas","Chapada Diamantina, Pico das Almas","-41.8","-13.566667","-41.8","-13.566667","ALCB006732","ALCB006732","Toscano, AL","s/n",NA,NA,"0,80 m, ereta. Folhas discolores, suculentas. Flores rosadas. Sobre rochas.","1996","04",NA,NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"306","2019-10-09 11:28:37-03","UFBA","ALCB","030753","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Guedes, ML; et al.","1997","06","29","Brasil","Bahia","Mucugê","Chapada Diamantina, próximo à área do Parque Nacional da Chapada Diamantina","-41.366667","-13","-41.366667","-13","ALCB006872","ALCB006872","Azevedo, C","5109",NA,NA,"0,90 m. Folhas simples, crassas, discolores. Inflorescência densa com flores violáceas. Ocasional.","2006","10",NA,NA,NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
