"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","class","order","coordinatePrecision","geoFlag","continentOcean","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","infraspecificEpithet","monthIdentified","dayIdentified","individualCount","fieldNumber","preparationType"
"50","2021-03-21 19:33:33-03","UFC","EAC","45477","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Matias, L.Q.; Normando, L.R.O.; et al.","595","2009","09","06","Brasil","Ceará","Iguatu","Lagoa do Baú","-39.175556","-6.404722","-39.175556","-6.404722","Macrófita aquática, submersa; Lagoa permanente","EAC0045477","Dicotyledon",NA,NA,NA,NA,"Southern America","Matias, L.Q.; Sousa, D.J.L.",NA,NA,"EAC0045477","2009",NA,"09","30",NA,NA,NA
"51","2021-03-21 19:33:33-03","UFC","EAC","47445","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","527","2010","05","15","Brasil","Ceará","Iguatu","D09-Dr. Gregorio, Substrato limoso","-39.2905","-6.489167","-39.2905","-6.489167","Macrófita aquática; Lêntico/Caatinga","EAC0047445","Dicotyledon",NA,NA,NA,NA,"Southern America","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.",NA,NA,"EAC0047445","2010",NA,"07","10",NA,NA,NA
"52","2021-03-21 19:33:33-03","UFC","EAC","47446","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","456","2010","05","18","Brasil","Ceará","Iguatu","G29-Alencar, Substrato limoso","-39.18825","-6.405861","-39.18825","-6.405861","Macrófita aquática; Lêntico/Caatinga","EAC0047446","Dicotyledon",NA,NA,NA,NA,"Southern America","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.",NA,NA,"EAC0047446","2010",NA,"07","10",NA,NA,NA
"53","2021-03-21 19:33:33-03","UFC","EAC","47447","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","04","2010","05","12","Brasil","Ceará","Iguatu","A01-Lagoa do Baú, Substrato limoso","-39.411028","-6.403861","-39.411028","-6.403861","Macrófita aquática; Lêntico/Caatinga","EAC0047447","Dicotyledon",NA,NA,NA,NA,"Southern America","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.",NA,NA,"EAC0047447","2010",NA,"07","10",NA,NA,NA
"54","2021-03-21 19:33:33-03","UFC","EAC","54394","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Matias, L.Q.","709","2013","11","03","Brasil","Ceará","Caucaia","Lagamar do Cauípe, Barramento dunas.","-38.791389","-3.656944","-38.791389","-3.656944","Lagoa costeira","EAC0054394","Dicotyledon",NA,NA,NA,NA,"Southern America","Matias, L.Q.",NA,NA,"EAC0054394_1 EAC0054394_2","2013",NA,"11","05",NA,NA,NA
"55","2021-03-21 19:33:33-03","UFC","EAC","58929","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Ibiapina-Santos, L.; Matias, L.Q.; Albuquerque, A.C.; Farias, D.L.S.","134","2015","05","13","Brasil","Ceará","Cedro","Sítio Solidão III (D14), substrato limoso.","-39.217222","-6.500556","-39.217222","-6.500556","Macrófita aquática.; Lagoa temporária em caatinga.","EAC0058929","Dicotyledon",NA,NA,NA,NA,"Southern America","Matias, L.Q.; Ibiapina-Santos, L.",NA,NA,"EAC0058929_1 EAC0058929_2","2015",NA,"06","23",NA,NA,NA
"56","2021-03-21 19:33:33-03","UFC","EAC","58930","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Ibiapina-Santos, L.; Matias, L.Q.; Albuquerque, A.C.; Farias, D.L.S.","135","2015","05","11","Brasil","Ceará","Iguatu","Sítio Dr. Gregório (D09), substrato limoso.","-39.2875","-6.48","-39.2875","-6.48","Macrófita aquática.; Lagoa temporária em caatinga.","EAC0058930","Dicotyledon",NA,NA,NA,NA,"Southern America","Matias, L.Q.",NA,NA,"EAC0058930_1 EAC0058930_2","2015",NA,"06","23",NA,NA,NA
"57","2021-03-21 19:33:33-03","UFC","EAC","56493","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Rangel, A.J.","02","2013","10","21","Brasil","Ceará","Aurora","açude Cachoeira","-38.9674987792969","-6.94250011444092",NA,NA,"Macrófita aquática, submersa livre.","EAC0056493","Dicotyledon",NA,NA,"28683","auto","Southern America","Matias, L.Q.",NA,NA,"EAC0056493","2013",NA,"09",NA,NA,NA,NA
"58","2021-03-21 19:33:33-03","UFC","EAC","26050","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Emília, A.","s.n.","1997","12","11","Brasil","Ceará","Fortaleza","Açude do Gavião","-38.543098449707","-3.71722006797791",NA,NA,"Aquática costeira","EAC0026050","Dicotyledon",NA,NA,"19924","auto","Southern America","Matias, L.Q.",NA,NA,"EAC0026050","2000",NA,"10","03",NA,NA,NA
"59","2021-03-21 19:33:33-03","UFC","EAC","45068","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Disney, W.","s.n.","2009","08","20","Brasil","Ceará","Granja","Açude Araras","-40.826099395752","-3.12028002738953",NA,NA,NA,"EAC0045068","Dicotyledon",NA,NA,"70014","auto","Southern America","Matias, L.Q.; Sousa, D.J.L.",NA,NA,"EAC0045068","2009",NA,"09","25",NA,NA,NA
"60","2021-03-21 19:33:33-03","UFC","EAC","53569","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Ibiapina-Santos, L.; Gonzalez, H.H.S.; et al.","03","2012","09","27","Brasil","Ceará","Pentecoste","Rio Curu","-39.2703018188477","-3.79277992248535",NA,NA,"Caatinga","EAC0053569","Dicotyledon",NA,NA,"40139","auto","Southern America","Gonzalez, H.H.S.; Ibiapina-Santos, L.; Amarante, L.F.",NA,NA,"EAC0053569","2012",NA,"10","10",NA,NA,NA
"61","2020-12-21 16:20:37-03","MBM","MBM","130318","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Fortelius, O.","s.n.","1973","11","19","?",NA,NA,"Nylandia, Fenicia",NA,NA,NA,NA,NA,"MBM130318",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM130318",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:20:37-03","MBM","MBM","133161","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Hunziker, A.T.","22179","1973","05","01","Argentina","Córdoba","Pocho","En la represa comunal de Chancaní.",NA,NA,NA,NA,NA,"MBM133161",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"MBM133161",NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:20:37-03","MBM","MBM","133161","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Huziker, A.T.","22179","1973","05","01","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM133161",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"MBM133161",NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:20:37-03","MBM","MBM","151908","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Rubtzoff, P.","1997","1955","07","30","USA",NA,NA,NA,NA,NA,NA,NA,NA,"MBM151908",NA,NA,NA,NA,NA,"Northern America",NA,NA,NA,"MBM151908",NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:20:37-03","MBM","MBM","177712","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Nava, O.; et al.; et al.","132","1987","09","03","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,"MBM177712",NA,NA,NA,NA,NA,"Northern America","Nava, O.",NA,NA,"MBM177712",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:20:37-03","MBM","MBM","295863","PreservedSpecimen","Plantae","Cercidiphyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Dietrich, D.","s.n.","1943","08",NA,"Áustria",NA,NA,NA,NA,NA,NA,NA,NA,"MBM295863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM295863",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:20:37-03","MBM","MBM","299558","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Dietrich, D.","s.n.","1943","08",NA,"Áustria",NA,NA,NA,NA,NA,NA,NA,NA,"MBM299558",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM299558",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:20:37-03","MBM","MBM","32390","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Zardini, E.M.","198","1973","12","12","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM032390",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"MBM032390",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:20:37-03","MBM","MBM","388534","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Valduga, E.","334","2012","03","10","Brazil","Rio Grande do Sul","Cidreira","Lagoa Tapera","-50.225556","-30.053056","-50.225556","-30.053056","Macrófita aquática.","MBM388534",NA,NA,NA,NA,NA,"Southern America","Valduga, E.","10","10","MBM388534","2012",NA,"04",NA,NA,NA,NA
"70","2020-12-21 16:20:37-03","MBM","MBM","397847","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Guo, C.","52374","2005","09","18","China","Shandong","Zoucheng","Tianhuang",NA,NA,NA,NA,"Leaves whorled. Flowers simple. Fruits nuts.; In water.","MBM397847",NA,NA,NA,NA,NA,"Asia-Temperate","Guo, C.","100","100","MBM397847",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:20:37-03","MBM","MBM","69943","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Mascleans, F.","s.n.","1960","11","08","Spain",NA,NA,NA,NA,NA,NA,NA,NA,"MBM069943",NA,NA,NA,NA,NA,"Europe",NA,NA,NA,"MBM069943",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:20:37-03","MBM","MBM","70668","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Clark, E.","3","1966","06","07","USA",NA,NA,NA,NA,NA,NA,NA,NA,"MBM070668",NA,NA,NA,NA,NA,"Northern America",NA,NA,NA,"MBM070668",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:20:37-03","MBM","MBM","87356","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Ronny, W.","1044","1980","07","16","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,"MBM087356",NA,NA,NA,NA,NA,"Europe",NA,NA,NA,"MBM087356",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:20:37-03","MBM","MBM","180843","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Dombrowski, L.T.; et al.; et al.","16020","1979","06","29","Brazil","Paraná","Curitiba","Umbará","-49.2731018066406","-25.4277992248535",NA,NA,NA,"MBM180843",NA,NA,NA,"25180","auto","Southern America","Dombrowski, L.T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:20:37-03","MBM","MBM","133160","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum oxycanthum","Schum.","Hunziker, A.T.","18652","1966","12","23","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM133160",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"MBM133160",NA,"oxycanthum",NA,NA,NA,NA,NA
"76","2019-10-11 15:58:59-03","UESC","UESC","13410","S","Plantae","Algae-Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","E.A. Rocha","1701","2008","07","20","Brasil","Bahia","Ilhéus","Lagoa Encantada","-39.116667","-14.583333","39W7'0''","14S35'0''","Erva aquática flutuante, cerca de 20-40cm de altura.","UESC0013410","Angiospermae","Dicotyledoneae","Florideophycidae",NA,NA,NA,"E.A.Rocha","3","3",NA,"2008",NA,"07",NA,NA,NA,NA
"77","2015-09-04 01:16:05-03","MNHN","RECOLNAT_MNHN_P","P02301608","PreservedSpecimen",NA,"Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Plée, A.",NA,NA,NA,NA,"[Vénézuela]",NA,NA,"Maracaybo",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02301608' target='other'> <mi>dwc_moreinfo</mi></a>","P02301608",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02301608_01",NA,NA,NA,NA,NA,"133","hb"
"78","2015-09-04 01:16:05-03","MNHN","RECOLNAT_MNHN_P","P02301609","PreservedSpecimen",NA,"Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Plée, A.",NA,NA,NA,NA,"[Vénézuela]",NA,NA,"Maracaybo",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02301609' target='other'> <mi>dwc_moreinfo</mi></a>","P02301609",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02301609_01",NA,NA,NA,NA,NA,"39","hb"
"79","2015-09-04 01:16:05-03","MNHN","RECOLNAT_MNHN_P","P02301617","PreservedSpecimen",NA,"Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Ule, E.",NA,"1888","12","1","Brasil","Santa Catarina",NA,"Num braço de Tubarão na água",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02301617' target='other'> <mi>dwc_moreinfo</mi></a>","P02301617",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02301617_01",NA,NA,NA,NA,NA,"1031","hb"
"80","2015-09-04 01:16:05-03","MNHN","RECOLNAT_MNHN_P","P02301629","PreservedSpecimen",NA,"Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Lourteig, A.|Schinini, A.|Maruñak, V.",NA,"1973","11","17","Argentina",NA,NA,"Prov. Corrientes, Dep. Bella Vista, Ruta 23 y río Santa Lucía.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02301629' target='other'> <mi>dwc_moreinfo</mi></a>","P02301629",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02301629_01",NA,NA,NA,NA,NA,"2670","hb"
"81","2015-09-04 01:16:05-03","MNHN","RECOLNAT_MNHN_P","P02301631","PreservedSpecimen",NA,"Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Pedersen, T.M.",NA,"1957","12","8","[Argentine]",NA,NA,"Estancia, Santa Teresa, Dep. Mburucuyá, Prov. Corrientes",NA,NA,NA,NA,"Plants of Argentina <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02301631' target='other'> <mi>dwc_moreinfo</mi></a>","P02301631",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02301631_01",NA,NA,NA,NA,NA,"4680","hb"
"82","2015-09-04 01:16:05-03","MNHN","RECOLNAT_MNHN_P","P02301624","PreservedSpecimen",NA,"Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Glaziou, A.",NA,"1872","9","28","Brasil","Rio de Janeiro","Rio de Janeiro","Lagoa da Tijuca (Itapeva)","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02301624' target='other'> <mi>dwc_moreinfo</mi></a>","P02301624",NA,NA,NA,"57442","auto",NA,NA,NA,NA,"P02301624_01",NA,NA,NA,NA,NA,"6230","hb"
"83","2021-02-11 17:18:31-03","UFPR","UPCB","81227","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Doe, F.","67","1975","08","07","United States","Vermont",NA,"Ferrisburg, near the Dead and Otter Creeks",NA,NA,NA,NA,"Habitat - marsh, shallow water near shore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:18:31-03","UFPR","UPCB","93047","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Boeger, M.R.T.","9","2018","10","25","Brasil","Mato Grosso do Sul","Três Lagoas","UHE Eng. Souza Dias","-51.6782989501953","-20.7511005401611",NA,NA,"Macrófita aquática submersa. Flores axilares e diminutas","UPCB0036159",NA,NA,NA,"150618","auto",NA,"Boeger, M.R.T.","255","255","UPCB0036159","2018",NA,"11",NA,NA,NA,NA
"85","2012-08-27 11:41:00-03","MO","MOBOT","100512834","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Stephan G. Beck","Beck 27626","2000","9","30","Bolivia","Beni","Gral. Ballivian","Frente de la Estación Biológica del Beni, Comunida Totaisal, 21 km entrando por el camino de los madereros, rio Cuberenecito.","-66.5","-14.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","St.G. Beck (LPB)",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"86","2010-06-18 17:15:00-03","MO","MOBOT","2249098","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Arturo E. Burkart|Nélida S. Troncoso","Burkart 27694","1969","12","1","Argentina","Entre Ríos","Colón","Palmar de Colón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Tur, N. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2009-10-14 19:13:00-03","MO","MOBOT","2427467","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Maria M. Arbo|Aurelio Schinini|Victor Maruñak|E. Paniagua","Arbo 7942","1998","8","26","Argentina","Corrientes","Mercedes","Macrosistema Iberá, canal entre lagunas Yacare e Itati","-58.05","-28.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Schinini, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-07-31 17:12:00-03","MO","MOBOT","2491036","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 2393","1991","2","27","Paraguay","Boquerón",NA,"Laguna Yaraguí, 4 Km de Lolita. 59 Km S del desvío a Loma Plata, por ruta Trans-Chaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Schinini, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-07-10 10:21:00-03","MO","MOBOT","2518988","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Florentino Felippone","Felippone 2507","1918",NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Felippone, F.",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"90","2015-08-12 05:58:00-03","MO","MOBOT","2628837","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","H. Balslev|R. Valencia|Guillermo Paz y Miño","Balslev 84906","1989","4","7","Ecuador","Sucumbíos",NA,"Reserva Faunistica de Cuyabeno, Laguna Cañangueno. Floating islands and submerged vegetation in blackwater lake in tropical rain forest.","-76.18333","-0.01666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Terneus, E. (QCA)","265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2014-12-08 15:59:00-02","MO","MOBOT","2685187","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Esteban Terneus|C. González","Terneus 213","1998","10","22","Ecuador","Imbabura",NA,"Lago San Pablo, a 5 km. De la ciudad de Otavalo.","-78.23694","0.23361",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"2650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-08-07 03:32:00-03","MO","MOBOT","3065686","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Nur Ritter","Ritter 3056",NA,NA,NA,"Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","3415177","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Lázaro J. Novara","Novara 2334","1982","2","7","Argentina","Salta",NA,"Dpto. Coronel Moldes. Márgenes del Dique Cabna Corral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2014-02-04 21:32:00-02","MO","MOBOT","3415212","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Francisco J. Roldán","Roldán 1665","1991","9","3","Colombia","Córdoba",NA,"Mpio. Purisíma: Sistema cenagoso de Lorica, áreas invaldidas por vegetación acuática,","-75.7333333","9.2166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"6.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA
"95","2014-01-19 18:03:00-02","MO","MOBOT","3415254","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Francisco J. Roldán","Roldán 1695","1991","9","5","Colombia","Córdoba",NA,"Mpio. Chimá: Sistema Cenagoso de Lorica Ciénaga Marsi, caño oriental.","-75.65","9.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"6.00000000","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"96","2014-01-19 18:02:00-02","MO","MOBOT","3415307","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Francisco J. Roldán","Roldán 1663","1991","9","3","Colombia","Córdoba",NA,"Mpio. Purisima: Sistema cenagoso de Lorica, áreas invadidas por vegetación acuática.","-75.73333","9.21666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"6.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","3415365","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","TUR","TUR 1723","1980","11","7","Argentina","Buenos Aires",NA,"Chasom?3s.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","N.M. Tur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2013-08-23 04:12:00-03","MO","MOBOT","3415372","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","W.G. Herter","Herter 1786","1934","10","30","Uruguay",NA,NA,"Puerto Sauce.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","D.H. Les",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2012-01-01 05:01:00-02","MO","MOBOT","3415389","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Juan Daciuk","Daciuk B. s.n.","1980","4","25","Argentina","Buenos Aires",NA,"Pdo. Chascomús Loc.: Chascomús. Laguna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","M.A. Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2008-05-27 22:02:00-03","MO","MOBOT","3415433","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Nuncia M. Tur","Tur 2055","1991","1","11","Argentina","Buenos Aires",NA,"Pdo. Monte, Laguna San Miguel del Monte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","N. Tur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2008-05-27 22:02:00-03","MO","MOBOT","3415446","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Troels M. Pedersen","Pedersen 4680","1957","12","8","Argentina","Corrientes","Mburucuyá","Estancia, Santa tersea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","D.H. Les",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2008-05-27 22:02:00-03","MO","MOBOT","3415458","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","G. Colonnello","Colonnello 1929","1995","8","24","Venezuela","Delta Amacuro",NA,"El Paso, Capure.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","H.H. Ichis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2008-05-27 22:02:00-03","MO","MOBOT","796709","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","David N. Smith","Smith 6029","1984","2","10","Peru","Amazonas","Bongará","Pomacocha. Lacustrine vegetation, the various species of emergents form a floating mat supporting vegetation. The mat is anchored to the shoreline.","-77.91666","-5.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Robert R. Haynes (UNA)","2000.00000000",NA,NA,NA,NA,NA,NA,"2","84-170",NA
"104","2009-11-23 16:53:00-02","MO","MOBOT","911448","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Miguel Bang","Bang 800","1890","4",NA,"Bolivia","La Paz","Murillo","Talca Chuquiaguillo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1","11",NA
"105","2008-07-07 10:56:00-03","MO","MOBOT","1148966","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Francisco J. Roldán","Roldán 159","1985","4","27","Colombia","Antioquia","Turbo","Tapón del Darién. Ciénaga Tumaradó.","-77.03333","7.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","R.R. Haynes (UNA)","30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
