"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","phylum","order","yearIdentified","monthIdentified","dayIdentified","recordNumber","coordinatePrecision","individualCount","geoFlag","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus"
"336","2021-02-11 17:19:29-03","UFPR","UPCB","40125","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","Grings, M.","Cervi, A.C.","1995","09","05","Brasil","Santa Catarina","Porto Belo","Praia do Perequê","-48.5531005859375","-27.1578006744385",NA,NA,NA,NA,"Arbusto ±2m, flores lilás escuro. Orla do mar..",NA,NA,"2019","10","10","5946","13032",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2021-02-11 17:19:29-03","UFPR","UPCB","7242","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","Grings, M.","Hatschbach, G.","1961","07","22","Brasil","Paraná","Morretes","Rio da Fartura","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbusto, 2m, flor lilás. Clareira mata higrófila..",NA,NA,"2019","10","10","8156","30514",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2021-02-11 17:19:29-03","UFPR","UPCB","31616","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Dornnell","Grings, M.","Ribas, O.S.","1996","08","17","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto, 2m, flor lilás. Mata Atlântica..",NA,NA,"2019","10","10","1479","55154",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2021-02-11 17:19:29-03","UFPR","UPCB","32747","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Dornnell","Grings, M.","Hatschbach, G.","1996","07","07","Brasil","Espírito Santo","Alfredo Chaves","BLOQUEADO",NA,NA,"9999","9999",NA,NA,"Arbusto, 2m, flor purpúrea, base verde. Clareiras da floresta atlântica..",NA,NA,"2019","10","10","65248",NA,NA,NA,"900","1000",NA,NA,NA,NA,NA,NA,NA,NA
"340","2021-02-11 17:19:29-03","UFPR","UPCB","58119","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","Grings, M.","Martins, A.C.","2004","11","27","Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.183333","-25.516667","-49.183333","-25.516667",NA,NA,"Campo limpo..",NA,NA,"2019","10","10","48",NA,NA,NA,"910","910",NA,NA,NA,NA,NA,NA,NA,NA
"341","2021-02-11 17:19:29-03","UFPR","UPCB","77006","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.Hill) Donnell","Grings, M.","Goldenberg, R.","2008","07","19","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha para a Goela da Onça. Floresta Ombrófila Densa Altomontana.","-41.111389","-20.516111","-41.111389","-20.516111",NA,NA,"Arbusto 2m, sobre pedras. Flores com cálice verde, pétalas vinosas e estames brancos a amarelados..",NA,NA,"2019","10","10","1186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2021-02-11 17:19:29-03","UFPR","UPCB","14664","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","Grings, M.","Kummrow, R.","1986","10","01","Brasil","Paraná","Quitandinha","Areia Branca de Assis","-49.4977989196777","-25.8724994659424",NA,NA,NA,NA,"Arbusto, 3m, flor vinosa, estames amarelos. Mata secundária..",NA,NA,"2019","10","10","2794","23314",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2021-02-11 17:19:29-03","UFPR","UPCB","17183","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","Grings, M.","Kummrow, R.","1988","08","24","Brasil","Paraná","Rio Branco do Sul","Bromado","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"Arbusto, 1,50m, flor lilás. Orla mata de araucária..",NA,NA,"2019","10","10","3069","37352",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2021-02-11 17:19:29-03","UFPR","UPCB","10345","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Dornnell","Grings, M.","Hatschbach, G.","1973","08","08","Brasil","Paraná","Morretes","Grota Funda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbusto, 2m, flor vinosa. Orla mata..",NA,NA,"2019","10","10","32269","30514",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2021-02-11 17:19:29-03","UFPR","UPCB","12589","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","Grings, M.","Oliveira, P.I.","1983","09","28","Brasil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Arbusto, 3m, flor vinosa. Mata secundária..",NA,NA,"2019","10","10","749","45291",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2021-02-11 17:19:29-03","UFPR","UPCB","14663","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","Grings, M.","Cardoso da Silva, F.","1983","08","09","Brasil","Paraná","Morretes","Marumbi, trilha para o pico. km 60 da ferrovia Curitiba-Paranaguá","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arvoreta, 3,5m, flor rosada. Próximo do riacho, Floresta Atlântica..",NA,NA,"2019","10","10","705","30514",NA,"auto","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA
"347","2021-02-11 17:19:29-03","UFPR","UPCB","65268","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","Grings, M.","Fritsch, M.","2008","09","13","Brasil","Paraná","Morretes","Mata à beira da BR 277, km 47.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbusto 3m, pétalas rosa. Floresta ombrófila densa..",NA,NA,"2019","10","10","352","30514",NA,"auto","816","816",NA,NA,NA,NA,NA,NA,NA,NA
"348","2021-02-11 17:19:30-03","UFPR","UPCB","40984","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","A.St.-Hil.","Gatti, G.","Gatti, G.","1999","07","27","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Área Projeto Sucessão","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Arbusto 4m, pétalas roxas, gineceu e androceu amarelos. Floresta ombrófila densa submontana, capoeira, local sem sombreamento, intensamente visitada por beija-flores..",NA,NA,"2000","04",NA,"450","37295",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2021-02-11 17:19:29-03","UFPR","UPCB","34867","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","Grings, M.","Gatti, G.","1998","06","22","Brasil","Paraná","Piraquara","Roça Nova","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arvoreta 3m, mesófila. Flores com pétalas parcialmente sobrepostas roxas e anteras amarelas. Frutos imaturos e botões florais. Floresta ombrófila mista montana, capoeirão..",NA,NA,"2019","10","10","255","12577",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2021-02-11 17:19:29-03","UFPR","UPCB","88058","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Ferreira, P.","Engels, M. E. et al.","2013","07","10","Brasil","Paraná","Paranaguá","Salto das Andorinhas.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto, ca. 2m. Caule e folhas verdes. Flores vináceas. Anteras amarelas. Em local de deslizamento, iluminado..",NA,NA,"2015","02","12","1219","24916",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2021-02-11 17:19:29-03","UFPR","UPCB","5112","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Grings, M.","Moreira Filho, H.",NA,NA,NA,"Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"Subarbusto, 2m, corola azul. Margem da Araucária..",NA,NA,"2019","10","10","323","13536",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2018-06-22 05:25:00-03","MO","MOBOT","2457107","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Kearney, T. H.","Pe. Raulino Reitz","1953","9","15","Brazil","Paraná",NA,"Curitiba. Curitiba-Paranaguá, S. João",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 5750",NA,NA,NA,"250.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA
"353","2008-08-01 09:55:00-03","MO","MOBOT","100142661","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","G. Hatschbach","P.I. Oliveira","1983","9","28","Brazil","Paraná",NA,"Guaricana (mun. S. José dos Pinhares).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oliveira 749",NA,"1",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"354","2008-08-01 12:59:00-03","MO","MOBOT","100142703","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","G. Hatschbach","R. Kummrow|J. Cordeiro","1986","10","1","Brazil","Paraná",NA,"Areia Branca dos Assis (mun. Quitandinha).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kummrow 2794",NA,"1",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"355","2009-07-21 23:34:00-03","MO","MOBOT","2457090","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.",NA,"Per Dusén","1911","9","4","Brazil","Paraná",NA,"Serra do Mar, desvío Ypiranga ad rivulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 12144",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"356","2009-07-09 17:05:00-03","MO","MOBOT","2457122","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","Krapovickas, A.","Gert G. Hatschbach","1975","6","27","Brazil","Paraná",NA,"Quatro-Barras. Borda do Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 37014",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"357","2009-12-04 16:24:00-02","MO","MOBOT","3090592","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","A. Krapovickas","Gert G. Hatschbach|J.M. Silva","1992","8","20","Brazil","Santa Catarina",NA,"Morro dos Conventos (mun. Araranguá).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 57874",NA,NA,NA,"50.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA
"358","2008-05-27 22:02:00-03","MO","MOBOT","3407002","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","A. Krapovickas","Gert G. Hatschbach","1992",NA,NA,"Brazil","Espírito Santo",NA,"Rod. BR-1015 km S de Joao Neiva,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 58008",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"359","2009-12-05 05:17:00-02","MO","MOBOT","3408487","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A. St.-Hil.","A. Krapovickas","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","1996",NA,NA,"Brazil","Espírito Santo",NA,"Estrada Sao Bento de Urania a Castelinho (Mun. Alredo Chaves).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 65248",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"360","2016-11-15 05:15:00-02","MO","MOBOT","2457139","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Aliya A. Donnell (BHO)","Antonio C. Krapovickas|Ricardo O. Vanni","1980","11","26","Brazil","Santa Catarina",NA,"Araranguá. Morro dos Conventos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 36953",NA,"1",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"361","2013-01-10 12:17:00-02","MO","MOBOT","3009012","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Aliya A. Donnell (BHO)","Per Dusén","1912","4","16","Brazil","Paraná",NA,"Terra do Mar. Desiro Ypiranga in frutisetis ad anaryineus silvae. primaerae sitis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 14055",NA,"1",NA,"700.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA
"362","2013-01-10 12:16:00-02","MO","MOBOT","3038600","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Aliya A. Donnell (BHO)","James Bowie|Allan Cunningham","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bowie 24",NA,"1",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"363","2013-03-19 16:06:00-03","MO","MOBOT","3038855","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Aliya A. Donnell (BHO)","Gert G. Hatschbach","1979","4","5","Brazil","Paraná",NA,"Roça Nova (mun. Piraquara).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 42479",NA,"1",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"364","2013-03-19 16:13:00-03","MO","MOBOT","3039050","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Aliya A. Donnell (BHO)","C. Ramalho","1977","8","6","Brazil","Rio de Janeiro",NA,"Serra de Teresópolis, Estrada Teresópolis-Petrópolis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramalho 578",NA,"1",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"365","2013-01-10 11:52:00-02","MO","MOBOT","3039323","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Aliya A. Donnell (BHO)","Per Dusén","1908","8","29","Brazil","Paraná",NA,"Serra do Mar. Ypiranga in ripa flum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 6660",NA,"1",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"366","2015-08-13 05:50:00-03","MO","MOBOT","3039724","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Aliya A. Donnell (BHO)","Howard S. Irwin|R.M. Harley|Eunice Onishi","1971","1","16","Brazil","Minas Gerais",NA,"Wooded middle slopes of Serra da Piedade, ca. 40km. E of Belo Horizonte, near BR-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irwin 30503",NA,"1",NA,"1800.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA
"367","2013-03-19 16:06:00-03","MO","MOBOT","3040033","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","Aliya A. Donnell (BHO)","C.B. Poliquesi|E.L. Barbosa","1993","7","8","Brazil","Paraná","Rio Branco do Sul","Itaperuçu.","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poliquesi 68","37352","1","auto",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"368","2020-06-22 14:18:42-03","UNESP-IBILCE","SJRP","17033","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.Hil.) Donnel","G. Hatschbach","O.S. Ribas & J.M. Silva",NA,NA,NA,"Brasil","Paraná","São José dos Pinhais","Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Arbusto 3 m, flor lilás;","Tracheophyta","Malvales",NA,NA,NA,"1919.0","45291",NA,"auto",NA,NA,"América do Sul",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"369","2020-06-22 14:18:42-03","UNESP-IBILCE","SJRP","08561","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.Hil.) Donnel","L. Pascoalato","L.C.T. Schimmelpfeng",NA,NA,NA,"Brasil","Paraná","Morretes","Estrada Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbusto 2 m;","Tracheophyta","Malvales",NA,NA,NA,NA,"30514",NA,"auto",NA,NA,"América do Sul",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"370","2016-09-15 10:17:27-03","UNIOESTE","UNOP","3666","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.Hil.) Donnel","Ferreira, P.","Engels, M.E.; Bonaldi, R.A.; Silva, R.C.; Bonaldi, R.A.; Silva, R.C.","2013","07","10","Brasil","Paraná","Paranaguá","Salto das Andorinhas","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto ca. 2 m. Caule e folhas verdes. Flores vináceas. Anteras amarelas. Em local de deslizamento, iluminado.",NA,NA,"2015","02","12","1219","24916",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-08-31 09:05:18-03","INPA","INPA","23617","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Kapirideas, A","Prance, GT","1978","01","31","Brasil","São Paulo",NA,"Rio Pacaás Novos, Reserva Carlos Botelho, entre S. Miguel Arcanjo e Sete Barras.","-64.404463","-11.243241","-64.404463","-11.243241","INPA0023617",NA,NA,"Dicotyledon Com-Clade","Malvales","1981","01",NA,"25927",NA,NA,NA,"800","800","Southern America",NA,NA,NA,NA,NA,NA,NA
"372","2020-08-31 09:05:18-03","INPA","INPA","78161","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Kapirideas, A","Prance, GT","1978","01","31","Brasil","São Paulo",NA,"Rio Pacaás Novos, Reserva Carlos Botelho, entre S. Miguel Arcanjo e Sete Barras.","-64.404463","-11.243241","-64.404463","-11.243241","INPA0078161","INPA0078161 INPA0078161_e",NA,"Dicotyledon Com-Clade","Malvales","1981","01",NA,"25927",NA,NA,NA,"800","800","Southern America",NA,NA,NA,NA,NA,NA,NA
"373","2020-08-31 09:05:18-03","INPA","INPA","268741","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.",NA,"Forster, W","1999","10","19","Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó. Macieiras. Floresta estacional semidecidual, com transição para campo.","-41.9071998596191","-20.6502990722656",NA,NA,"INPA0268741",NA,NA,"Dicotyledon Com-Clade","Malvales",NA,NA,NA,"107","21988",NA,"auto","1800","1800","Southern America",NA,NA,NA,NA,NA,NA,NA
"374","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","24869",NA,"Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","C. Takeuchi/03-XI-2011","L. Kollmann; et al","2005","07","15","Brasil","Espírito Santo","Castelo","Rio Manso","-41.12","-20.526389","41W7'12","20S31'35","MBML024869","MBML024869","Arbusto 2m, meia sombra, flores vináceas.",NA,NA,NA,NA,NA,"8101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","35415",NA,"Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","C. Takeuchi/03-XI-2011","R. Goldenberg; et al","2008","07","19","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.111389","-20.516111","41W6'41","20S30'58","MBML035415","MBML035415",NA,NA,NA,NA,NA,NA,"1186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","50560",NA,"Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","M.G. Bovini/Maio-2017","L. Kollmann; C. N. Fraga, R.Goldenberg, L. e D. Goldenberg","2016","07","14","Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão, Pedra do Garrafão","-40.919722","-20.1775","40W55'11","20S10'39","MBML050560","MBML050560","Arbusto 2m, flores lilás",NA,NA,NA,NA,NA,"13177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","4909",NA,"Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","M. G. Bovini/VIII-2006","B. Weinberg","1984","07","14","Brasil","Espírito Santo","Vargem Alta",NA,"-41.0069007873535","-20.6714000701904",NA,NA,"MBML004909","MBML004909",NA,NA,NA,NA,NA,NA,"593","27188",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","51908",NA,"Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","M. Bovini/IX-2016","C. Baez; P. Rosa, L. Moraes, T. Lima, I. Muller & Girso","2016","08","10","Brasil","Rio de Janeiro","Nova Friburgo","Área de Proteção Ambiental de Macaé de Cima. Mata de encosta próxima ao Rio das Flores. Sítio Sophronites","-42.524722","-22.436111","42W31'29","22S26'10","MBML051908","MBML051908","Folhas pilosas discolores. Cálice verde com indumento ferrugíneo. Pétalas verdes alvacentas. Anteras amarelas. Habitat: Floresta Montana entre trechos de mata secundária e mais preservada. Hábito/Forma de vida: Arbusto",NA,NA,NA,NA,NA,"787",NA,NA,NA,"1146","1146",NA,NA,NA,NA,NA,NA,NA,NA
"379","2017-11-24 14:11:22-02","UFLA","ESAL","19066","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","M. G. Bovini","L. C. S. Assis, M S Magalh",NA,NA,NA,"Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"arvoreta; 2,5,m; ; castanho; floresta",NA,NA,NA,NA,NA,"589","7934",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2017-11-24 14:11:22-02","UFLA","ESAL","22214","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.Hil.) Donnel",NA,"Forster, W; et al.",NA,NA,NA,"Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó","-41.9071998596191","-20.6502990722656",NA,NA,NA,NA,"arbusto; 1,5m; ;",NA,NA,NA,NA,NA,"107","21988",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2019-06-10 10:11:03-03","FZB-BH","BHZB","8974","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,NA,"Ordones, J. et al.","2012","04","17","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.701389","-19.035278","43W 42' 05","19S 02' 07",NA,NA,"Pequeno porte , Ramos flexíveis de flores cor de carne + clara e bordas e nervuras + escuras. .Ponto 86 (636660 7894777 1329m) , com duplicata. Doação de duplicata para Herbário HUMC em agosto 2014",NA,NA,NA,NA,NA,"1832",NA,NA,NA,"1329","1329",NA,NA,NA,NA,NA,NA,NA,NA
"382","2019-06-10 10:11:05-03","FZB-BH","BHZB","7964","S","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva",NA,NA,"Lemes, E.","2010","08","04","Brasil","MG","Belo Horizonte","Parque da Mangabeiras - Beira da estrada","-43.898472","-19.947797","43W 53' 54.50","19S 56' 52.07",NA,NA,"Coord: 19°56'52.07S; 43°53'54.50W. Alt.: 1147m. Com duplicata. anteriormente indentificada como Abutilon sp.",NA,NA,NA,NA,NA,"105",NA,NA,NA,"1147","1147",NA,NA,NA,NA,NA,NA,NA,NA
"383","2021-01-26 13:55:52-03","IMA","MAC","31869","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","E.C.O.Chagas","Chagas-Mota","2007","11","16","Brasil","Alagoas","Viçosa","Serra Dois Irmãos.","-36.2407989501953","-9.3713903427124",NA,NA,"MAC0031869","MAC0031869","Terrestre. Árvore ca. de 4 m de altura. Frutos verdes.; Floresta Pluvial Atlântica.",NA,NA,"2009","03","16","111","18701",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2021-01-26 13:55:54-03","IMA","MAC","27004","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","M.C.S.Mota","M.C.S.Mota","2016","09","10","Brasil","Alagoas","Tanque D'Arca","RPPN Cachoeira.","-36.451528","-9.543614","-36.451528","-9.543614","MAC0027004",NA,"Arbusto ca. 1,5 m. Flores com corola rosa, anteras amarelas. Frutos ferrugíneos.; Mata Atlântica.",NA,NA,"2018",NA,NA,"12923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2021-01-26 13:55:54-03","IMA","MAC","52474","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.-Hil.) Donnell","M.C.S.Mota","R.P.Lyra-Lemos; M.C.S.Mota; W.T.C.C.Santos; E.S.França","2011","09","11","Brasil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada.","-36.4710998535156","-9.31888961791992",NA,NA,"MAC0052474","MAC0052474","Arbusto. Flores amarelas.; Mata Atlântica.",NA,NA,"2016","11","10","13526","16583",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
