"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","year","locality","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","504046","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","P. von Luetzelburg","31","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504046","NY00504046_01","1910",NA,NA,"05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","504055","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","L. B. Smith","6552","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504055","NY00504055_01","1952","Araial do Cabo","L. B. Smith","04",NA,"Arraial do Cabo","-42.026055","-22.968776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","822938","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","J. C. Lindeman","4244","South America","Brazil","Paraná","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930859' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822938","NY00822938_01","1967","Roadside near Cruzeiro do Oeste.","W. Punt","01","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","504044","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","C. F. P. von Martius","163","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504044","NY00504044_01","1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","504051","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","F. C. Hoehne","295","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504051","NY00504051_01","1915","Morro de Sao Joao","J. G. Kuhlmann","12",NA,"Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","504041","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","J. P. P. Carauta","1239","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504041","NY00504041_01","1970","Guanabara. Morro Cara de Cao","G. L. Webster","10","25","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","504043","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","F. C. Hoehne","25054","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504043","NY00504043_01","1915","Morro de S. Joao","J. G. Kuhlmann","12","01","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","504040","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","P. von Luetzelburg","31","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504040","NY00504040_01","1910",NA,NA,"05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","504050","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","M. Gay","s.n.","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504050","NY00504050_01","1828",NA,"L. C. M. Croizat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","504047","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","L. Riedel","s.n.","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504047","NY00504047_01",NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","504045","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","J. Casaretto","s.n.","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504045","NY00504045_01","1865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:30:14-03","UFRJ","RFA","13175","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","P. Occhioni","5398",NA,"Brasil","Rio de Janeiro",NA,"Arbusto de flores alvas","RFA12086",NA,NA,"Serra dos Órgãos, Estrada Rio Teresópolis, km 52","S. Q. de Farias",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"2017","02","21","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:14:11-03","UFBA","ALCB","11604","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","s.col.","s/n","Southern America","Brasil",NA,NA,NA,"ALCB015699","ALCB015699",NA,"Comum no Rio, Minas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:47:53-03","NBC","NL-BOTANY","L.2210960","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Unknown",NA,"Southern America","Brazil","Rio de Janeiro",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2210960 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2210960","NL-L2210960",NA,NA,"Hallier JG",NA,NA,NA,NA,NA,NA,NA,"1910","10","01",NA,NA,"Magnoliopsidae","L 0234174 | 903156636",NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:47:53-03","NBC","NL-BOTANY","L.2210961","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Pohl JE; Schott HW",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2210961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2210961","NL-L2210961",NA,NA,"Hallier JG",NA,NA,NA,NA,NA,NA,NA,"1910","10","01",NA,NA,"Magnoliopsidae","L 0234175 | 904120264",NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:47:53-03","NBC","NL-BOTANY","L.2211280","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Martius CFP von",NA,"Southern America","Brazil","Rio de Janeiro",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2211280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2211280","NL-L2211280","1865",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0234169 | 903156349",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:47:53-03","NBC","NL-BOTANY","L.1059917","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Lindeman JC; Horreüs de Haas R",NA,"Southern America","Brazil","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1059917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1059917","NL-L1059917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13995",NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:47:53-03","NBC","NL-BOTANY","L.1059918","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Lindeman JC; Horreüs de Haas R",NA,"Southern America","Brazil","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1059918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1059918","NL-L1059918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0051926 | Uw 13995",NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:47:53-03","NBC","NL-BOTANY","L.2210958","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Vauthier M",NA,"Southern America","Brazil","Minas Gerais",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2210958 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2210958","NL-L2210958","1833",NA,"Hallier JG","01","01",NA,NA,NA,NA,NA,"1910","10","01",NA,NA,"Magnoliopsidae","L 0234172 | 903322683",NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:47:53-03","NBC","NL-BOTANY","L.2210959","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Unknown",NA,"Southern America","Brazil","Rio de Janeiro",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2210959 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2210959","NL-L2210959",NA,NA,"Hallier JG",NA,NA,NA,NA,NA,NA,NA,"1910","10","01",NA,NA,"Magnoliopsidae","L 0234173 | 903156637",NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:47:53-03","NBC","NL-BOTANY","L.2211281","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Martius CFP von",NA,"Southern America","Brazil","Rio de Janeiro",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2211281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2211281","NL-L2211281","1865",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0234170 | 903156348",NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:47:53-03","NBC","NL-BOTANY","L.2211282","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Martius CFP von",NA,"Southern America","Brazil","Rio de Janeiro",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2211282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2211282","NL-L2211282","1865",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0234171 | 903156346",NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U 0051927","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Lindeman JC; Horreüs de Haas R",NA,"Southern America","Brazil","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200051927 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0051927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 13995",NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U 0076029","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Lindeman JC; Horreüs de Haas R",NA,"Southern America","Brazil","Paraná",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200076029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0076029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13995",NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U.1267029","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267029","NL-U1267029","1966","Flora Brasiliae Australis. Est. Paraná. 15 km N. of Tomazina. Capoeira by road side.",NA,"10","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U.1267030","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Carnier K",NA,"Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267030","NL-U1267030","1909","Zanja Moroti.",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 10:55:26-03","ESALQ","ESA","140964","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","cf compressus","Croton cf compressus","Lam.","Cornia, M. G. K.; Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G. D.","375.0",NA,"Brasil","Rio de Janeiro",NA,"Sépalas verdes. Látex avermelhado. Altura 1 m.","ESA140964",NA,NA,"Ilha do Governador. Base de Fusileiros Navais. Trilha da Base. Floresta Ombrófila Densa","Gardon, F.R.",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"2017","05","05","57442","auto",NA,NA,"-43,163,297","-22,781,786",NA,NA,NA,NA
"38","2020-11-04 10:55:26-03","ESALQ","ESA","139494","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","cf compressus","Croton cf compressus","Lam.","Cornia, M. G. K., Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G.","375.0",NA,"Brasil","Rio de Janeiro",NA,"Sépalas verdes. Látex avermelhado. Altura 1 m.","ESA139494",NA,NA,"Ilha do Governador. Base de Fusileiros Navais. Trilha da Base. Floresta Ombrófila Densa","Gardon, F.R.",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"2017","05","05","57442","auto",NA,NA,"-43,163,297","-22,781,786",NA,NA,NA,NA
"39","2020-11-04 10:55:26-03","ESALQ","ESA","141163","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","compresssus","Croton compresssus","Lam.","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","93.0",NA,"Brasil","Rio de Janeiro",NA,"Arbusto; 1,5 metros de altura; flores diclinas","ESA141163",NA,"2017","Ilha do Governador; Base de Fuzileiros Navais; Trilha do Paiol; Floresta Ombrófila Densa","Gardon, F.R.; Zanini, A.Z","04","23","Rio de Janeiro","-43.1609","-22.7801",NA,NA,"2017","06","02",NA,NA,NA,NA,"-43.1609","-22.7801",NA,NA,NA,NA
"40","2020-11-04 10:55:26-03","ESALQ","ESA","141101","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","compresssus","Croton compresssus","Lam.","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","31.0",NA,"Brasil","Rio de Janeiro",NA,"Arbusto; 2 metros de altura","ESA141101",NA,"2017","Ilha do Governador; Base de Fuzileiros Navais; Trilha da DIVANF; Floresta Ombrófila Densa","Gardon, F.R.; Zanini, A.Z","04","19","Rio de Janeiro","-43.1625","-22.7783",NA,NA,"2017","06","02",NA,NA,NA,NA,"-43.1625","-22.7783",NA,NA,NA,NA
"41","2021-01-14 15:28:05-03","MN","R","100529","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Freire Allemão, F.; Cysneiros, M.","1377",NA,"Brasil","Ceará",NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010055493","R010055493_001 R010055493_002 R010055493_003 R010055493_004 R010055493_005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:28:05-03","MN","R","100594","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Freire Allemão, F.",NA,NA,"Brasil","Ceará",NA,NA,"R010055492","R010055492_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:28:05-03","MN","R","100596","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Freire Allemão, F.",NA,NA,"Brasil","Ceará",NA,NA,"R010055491","R010055491_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-31 13:38:09-03","MN","R","217136","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Medeiros, D.",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"2001",NA,"Medeiros, D.","06",NA,"Búzios",NA,NA,NA,NA,"2001","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:28:05-03","MN","R","26061","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","compressus","Croton compressus","Lam.","Freire Allemão, F.; Cysneiros, M.","1370",NA,"Brasil","Ceará",NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010055475","R010055475_001 R010055475_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2016-02-02 14:38:12-02","BGBM","B","B 10 0086848","S","Plantae",NA,NA,"Euphorbiaceae","Croton","compressus","Croton compressus",NA,"D. S .D. de Araujo","1395","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086848 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086848","B100086848","1976","Rio de Janeiro.",NA,"12","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-02-02 14:38:12-02","BGBM","B","B 10 0086849","S","Plantae",NA,NA,"Euphorbiaceae","Croton","compressus","Croton compressus",NA,"D. S. D. de Araujo & al.","4765","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086849 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086849","B100086849","1982","Estado do Rio de Janeiro.",NA,"01","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
