"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","relatedCatalogItem","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","01081523","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","trifida","Pouteria trifida","Alves-Araújo & M.Alves","isotype","J. G. Jardim","1165","1997","12","15","South America","Brazil","Bahia","Ilhéus","CEPLAC/CEPEC. Ao NW do Centro de Pesquisas do Cacau - CEPEC.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228292' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081523","NY01081523_01",NA,NA,NA,NA
"2","2020-07-23 12:22:34-03","CEPLAC","CEPEC","76941","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","trifida","Pouteria trifida",NA,"Holótipo","J. G. Jardim","1165","1997","12","15",NA,"Brasil","Bahia","ILHÉUS","Ao NW do CEPEC. Fazenda.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"A. Alves-Araújo & M. Alves","61245","30/12/2011","auto"
