"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","decimalLongitude","decimalLatitude","imagecode","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","330492","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","M. H. Nee","48412","1998","02","22","South America","Bolivia","Santa Cruz","Ichilo","Vicinity of old buildings for highway construction, ca. 2 km W of Villa San Germán on highway from Buena Vista to Río Ichilo.","275","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330492","D. J. Goyder","-64.1083","-17.35",NA,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2699515","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","E. G. Holt","619","1930","12",NA,"South America","Brazil","Amazonas",NA,"São Gabriel, Rio Negro.","90",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2994063' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699515",NA,NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01212544","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","P. L. B. Lisboa","1568","1980","11","11","South America","Brazil","Pará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1462983' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212544","G. N. Morillo",NA,NA,"NY01212544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4189112","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","G. Klug","1732","1930","10",NA,"South America","Colombia",NA,NA,"Comisaría del Putumayo: Umbría","325","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4518734' target='other'> <mi>dwc_moreinfo</mi></a>","NY04189112",NA,"-76.17","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01212543","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","D. C. Daly","4294","1986","11","09","South America","Brazil","Amazonas",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1462981' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212543","W. D. Stevens",NA,NA,"NY01212543_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00861604","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","W. W. Thomas","13471","2003","03","19","South America","Brazil","Bahia","Ibirapitanga","23 km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau","690","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861604","A. Rapini","-39.4592","-13.8908","NY00861604_01","690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","440150","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","R. Callejas Posada","1845","1983","12","01","South America","Brazil","Paraná","Paranaguá","5 km al N., de la Colonia Maria Luisa",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440150","W. D. Stevens","-49","-25.5","NY00440150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4189121","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","R. Vásquez","623","1980","10","25","South America","Peru","Loreto","Maynas","Estación Biologica Callicehus-Mishana-Río Nanay; 2 horas río arriba de Iquitos","130","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4518743' target='other'> <mi>dwc_moreinfo</mi></a>","NY04189121",NA,"-73.58","-3.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4189123","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","J. M. Schunke-Vigo","1871","1967","04","19","South America","Peru","Huánuco","Pachitea","Dtto. Honoria. Bosque Nacional de Iparia: Región de bosque seco tropical: (sensu Tosi, 1960) a lo largo del Río Pachutea cerca del campamento Miel de Abeja (1 km arriba del pueblo de Tournavista o unos 20 km arriba de la confluencia con el Río Ucayali). En la orilla del rio. Caserío de Miel de Abeja","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4518745' target='other'> <mi>dwc_moreinfo</mi></a>","NY04189123",NA,NA,NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","440155","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","A. E. Brant","1503","1987","10","25","South America","Colombia","Antioquia","San Carlos","25.5 km E then S of San Rafael on San Rafael-San Carlos Road; roadside and secondary forest above Embalse de Las Playas","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440155","W. D. Stevens","-74.95","6.3",NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","04189108","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","D. A. Neill","6483","1985","05","27","South America","Ecuador","Napo",NA,"8 km rio abajo de Puerto Misahualli, por el Rio Napo","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4518727' target='other'> <mi>dwc_moreinfo</mi></a>","NY04189108",NA,"-77.6","-1.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","04189148","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","poeppigiana","Tassadia poeppigiana","Decne.","G. Tessmann","3540",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4518771' target='other'> <mi>dwc_moreinfo</mi></a>","NY04189148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","318794","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","poeppigiana","Tassadia poeppigiana","Decne.","E. F. Poeppig","2007","1830","07",NA,"South America","Brazil",NA,NA,"Maynas alto, in sepibus Missiois Tocache",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=133153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00318794",NA,NA,NA,"NY00318794_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","04189189","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tassadia","turriformis","Tassadia turriformis","E.Fourn.","G. Tessmann","3335",NA,NA,NA,"South America","Peru",NA,NA,"Upper Ucayali, Cumaria",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4518932' target='other'> <mi>dwc_moreinfo</mi></a>","NY04189189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:28:58-03","UFRJ","RFA","17277","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","P. Occhioni","7829","1975","12","10",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada para Registro",NA,NA,"Escandente, flor verde, lactescente","RFA52368","Nilda Marquete Ferreira da Silva","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:28:58-03","UFRJ","RFA","83","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne.","P. Occhioni","6996","1975","02","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Próximo a Parada Modelo - Costume Carioca.",NA,NA,"Volúvel, flor creme esverdeada","RFA32505","Tatiana Konno","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:34:25-03","EAO","IAN","18034","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Pires, JM; Black, GA","54","1945","11","14","Southern America","Peru","Iquitos","San Juan",NA,NA,NA,"Cipozinho; flores branco-creme.","IAN018034","Rapini, A",NA,NA,"IAN018034 IAN018034_e IAN018034_e1",NA,NA,NA,NA,"2007","05","21",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:34:25-03","EAO","IAN","18034","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Pires, JM; Black, GA","54","1945","11","14","Southern America","Peru","Iquitos","San Juan",NA,NA,NA,"Cipozinho; flores branco-creme.","IAN018034","Rapini, A",NA,NA,"IAN018034 IAN018034_e IAN018034_e1",NA,NA,NA,NA,"2007","05","21",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:34:25-03","EAO","IAN","42730","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Fróes, RL","23800","1948","12","22","Southern America","Brasil","Amazonas",NA,"Rio Solimões; Igarapé Belém; restinga baixa, border of creek.",NA,NA,"Vine, dark yellow flowers, latex.","IAN042730","Fontella-Pereira, J",NA,NA,NA,NA,NA,NA,NA,"1975","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:34:25-03","EAO","IAN","91560","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Pires, JM; Black, GA","6151","1956","12","12","Southern America","Brasil","Pará","Serra do Cachimbo",NA,"425",NA,NA,"IAN091560","Fontella-Pereira, J",NA,NA,NA,"425",NA,NA,NA,"1975","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:34:25-03","EAO","IAN","199749","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Mikosz, TR; Cordeiro, MR","135","2019","10","29","Southern America","Brasil","Pará","Belém","Embrapa Amazônia Oriental.",NA,NA,"Liana com botões florais verdes.","IAN199749",NA,"-48.5043983459473","-1.4558299779892",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:34:25-03","EAO","IAN","63664","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Pires, JM","3113","1951","01","15","Southern America","Brasil","Pará","Belém","IAN.",NA,NA,"Cipó, com látex.","IAN063664","Fontella-Pereira, J","-48.5043983459473","-1.4558299779892","IAN063664 IAN063664_e",NA,NA,"48462","auto","1975","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:34:25-03","EAO","IAN","28017","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Pires, JM; Black, GA","1439","1947","03","29","Southern America","Brasil","Pará","Belém","IAN, capoeira.",NA,NA,NA,"IAN028017","Fontella-Pereira, J","-48.5043983459473","-1.4558299779892","IAN028017 IAN028017_e IAN028017_e1",NA,NA,"48462","auto","1975","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:34:25-03","EAO","IAN","149039","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Tassadia","poeppigiana","Tassadia poeppigiana","Decne.","Cavalcante, PB","3038","1975","04","28",NA,NA,NA,NA,"Alto Rio Negro, Cucuí. Capoeira a beira do rio.",NA,NA,"Cipó volúvel, leite branco; flor branca.","IAN149039","Fontelle, H",NA,NA,NA,NA,NA,NA,NA,"1988","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:34:25-03","EAO","IAN","153864","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Tassadia","poeppigiana","Tassadia poeppigiana","Decne.","Bouças, PRP","174","1977","03","10","Southern America","Brasil","Pará","Salvaterra","Marajó",NA,NA,"Cipó sobre árvore de 5m de altura; flor branca; leite branco, baixa da salinas.","IAN153864","Fontelle, H","-48.5167007446289","-0.75333297252655",NA,NA,NA,"52029","auto","1988","02","02",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:09:07-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tassadia","obovata","Tassadia obovata","Decne","Cordeiro, J","1487","1998","12","18","Southern America","Brasil","Paraná","Portal do Paraná","Balneário Shangri-lá",NA,NA,"flor creme-esverdeada.",NA,"Rapini, A",NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:20:05-03","NBC","NL-BOTANY","U.1096702","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Lawrance AE",NA,"1932","11","13","Southern America","Colombia",NA,NA,"Region at Mt. Chapom, extreme western part of Dept. Boyaca, north-west pf Bogota.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1096702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1096702",NA,NA,NA,"NL-U1096702",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:20:05-03","NBC","NL-BOTANY","L.2718968","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Leschenault de la Tour JBLT",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2718968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2718968",NA,NA,NA,"NL-L2718968",NA,"type",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:20:05-03","NBC","NL-BOTANY","L.2718969","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Smith HH",NA,"1898","06","01","Southern America","Colombia","Magdalena",NA,"Santa Marta",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2718969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2718969",NA,NA,NA,"NL-L2718969",NA,"type",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:20:05-03","NBC","NL-BOTANY","L.2718971","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Vincent D",NA,"1909","11","30","Southern America","Brazil",NA,NA,"Pe Rio Janeira Restinga de Maná *.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2718971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2718971",NA,NA,NA,"NL-L2718971",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:20:05-03","NBC","NL-BOTANY","L.2718972","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Splitgerber FL",NA,"1838","06","01","Southern America","Surinam",NA,NA,"in fruticetis Paraensis *.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2718972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2718972",NA,NA,NA,"NL-L2718972",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:20:05-03","NBC","NL-BOTANY","U 0074623","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Smith HH",NA,"1898","06","01","Southern America","Colombia","Magdalena",NA,"Santa Marta",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200074623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0074623",NA,NA,NA,"NL-U0074623",NA,"isosyntype",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:20:05-03","NBC","NL-BOTANY","U.1096696","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Steyermark JA; Liesner RL",NA,"1982","11","28","Southern America","Venezuela",NA,NA,"Estado Bolivar: Distrito Rosico: Kama-meru.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1096696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1096696",NA,NA,NA,"NL-U1096696",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:20:05-03","NBC","NL-BOTANY","U.1096699","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Mexia YEJ",NA,"1932","02","10","Southern America","Peru",NA,NA,"Departamento de Loreto. Distrito de Iquitos, road to Gonzalo-Vijil.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1096699 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1096699",NA,NA,NA,"NL-U1096699",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 09:20:05-03","NBC","NL-BOTANY","U.1096700","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Tassadia","obovata","Tassadia obovata","Decne.","Steyermark JA; Davidse G; Stoddart A",NA,"1980","06","03","Southern America","Venezuela",NA,NA,"Estado Zulia: Ceroo Los Manantiales, forested uppermost slopes and ridges, east of Rio Guasare, west of Hacienda Los Manantiales, on property of Professor Morales, 12 km west of Corpozulia Campamento Carichuano.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1096700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1096700",NA,"-72.341667","11.016667","NL-U1096700",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-72.341667","11.016667",NA,NA,NA,NA,NA
