"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","occurrenceRemarks","phylum","monthIdentified","dayIdentified","coordinatePrecision","imagecode","geoFlag","class","order","minimumElevationInMeters","maximumElevationInMeters","continentOcean","typeStatus","fieldNumber","preparationType","previousCatalogNumber"
"11","2019-12-04 15:26:36-03","PUCPR","HUCP","1517","S","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb. Rodr.","Acra, LA","1985","Pediassoni, GM","005",NA,NA,NA,"Brasil","Santa Catarina","Canoinhas",NA,"-50.3899993896484","-26.1772003173828",NA,NA,"HUCP00002444",NA,"Monocotiledonea","09","08","50616","HUCP00002444","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-31 13:41:14-03","MN","R","35811","PreservedSpecimen","Plantae","Orchidaceae","Quekettia","longirostellata","Quekettia longirostellata","A.Samp.",NA,NA,"Sampaio, A.J.","516","1907","05","30","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,"36144",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-31 13:41:14-03","MN","R","44763","PreservedSpecimen","Plantae","Orchidaceae","Quekettia","theraziae","Quekettia theraziae","Cogn.","Hoehne, F.C.",NA,"Hoehne, F.C.",NA,NA,NA,NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,"36144",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-08-28 20:29:13-03","FPS","FPS","4764","MachineObservation","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb.Rodr.","Gonzalez, A.","2020","Schwirkowski, P.","4189","2020","08","27","Brasil","Santa Catarina","São Bento do Sul","Centro","-49.382879","-26.244997","-49.382879","-26.244997","FPS04764","<ll>dwc_commonname:</ll> Micro-orquídea",NA,"08","27",NA,"FPS04764_v01 FPS04764_v02 FPS04764_v03 FPS04764_v04 FPS04764_v05 FPS04764_v06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:26:31-03","IAP","PACA-AGP","69369","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","C.R. Buzatto","2008","J. Cordeiro","150","1985","09","13","Brasil","PR","Curitiba","Guabirotuba","-49.2731018066406","-25.4277992248535",NA,NA,"PACA069369","Habitat: Epífita do capão Fenofase: Flor creme","Magnoliophyta","12","01","25180",NA,"auto","Liliatae","Orchidales",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:26:31-03","IAP","PACA-AGP","103258","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","J. Brustulin","2007","J. Brustulin","21","2007","09","29","Brasil","RS","São Francisco de Paula","Parque Municipal da Ronda.","-50.594722","-29.450833","50°35'41W","29°27'03S","PACA103258","Hábito: epífita","Magnoliophyta","09","30",NA,NA,NA,"Liliatae","Orchidales",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:26:31-03","IAP","PACA-AGP","103276","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","J. Brustulin","2007","J. Brustulin","22","2007","06","23","Brasil","RS","Farroupilha","Parque dos Pinheiros.","-51.438889","-29.241667","51°26'20W","29°14'30S","PACA103276","Hábito: epífita","Magnoliophyta","09","10",NA,NA,NA,"Liliatae","Orchidales",NA,NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:18:43-03","UFV","VIC","45798","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb. Rodr.","Vieira, T.L.","2015","Paula, C.C. de; et al.","802","2003","05","18","Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco, Area 2","-43.687222","-20.49","-43.687222","-20.49","VIC045798","Epífita; floresta de galeria; erva de 0,09m; frequencia de 1 indiviíduo num raio de aprox. 5m; Folhas verdes escuras; sépalas verdes; pétalas verdes; pseudobulbo verde escuro.; Folhas verdes escuras; sépalas verdes; pétalas verdes; pse",NA,"03","30",NA,"VIC045798",NA,NA,NA,"1370","1370",NA,NA,NA,NA,NA
"19","2016-07-05 11:14:14-03","FFCLRP","LBMBP","397","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","E.R. Pansarin",NA,"L.M. Pansarin",NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-07-05 11:14:14-03","FFCLRP","LBMBP","439","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","E.R. Pansarin",NA,"E.R. Pansarin",NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333","46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-07-05 11:14:14-03","FFCLRP","LBMBP","440","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","E.R. Pansarin",NA,"E.R. Pansarin",NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333","46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:40:39-03","UFJF","CESJ","67805","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","L. Menini Neto","2014","D.E.F. Barbosa; G.A. Basilio; S.G. Furtado; L. Menini Neto","190","2014","06","28","Brasil","Minas Gerais","Lima Duarte","Conceição de Ibitipoca, Fazenda do Tanque, Floresta semidecidual montana","-43.913333","-21.698611","-43.913333","-21.698611","CESJ067805","Epífita, a 1,5m sobre goiabeira (Psidium sp.). Flores amareladas. Pomar da casa.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,"1300","1300","América do Sul",NA,NA,NA,NA
"23","2019-11-21 14:40:39-03","UFJF","CESJ","58576","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","L. Menini Neto","2011","F.E. Alves; B.R.M. Bastos","82","2011","06","04","Brasil","Minas Gerais","Olaria","Serra do Cruz, Mata nebular. 21º53'26,53S, 44º04'58,81O. 1480 m.s.m.","-44.083003","-21.890703","-44.083003","-21.890703","CESJ058576","Epífita em interior de mata. Ambiente sombreado. Em ramo a 1 m de altura do solo. Flores verde-claras, amareladas.","Angiosperma","06",NA,NA,NA,NA,NA,NA,"1480","1480","América do Sul",NA,NA,NA,NA
"24","2019-11-21 14:40:39-03","UFJF","CESJ","58578","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","L. Menini Neto","2010","F.E. Alves; L. Menini Neto; B.R. M. Bastos","13","2010","09","11","Brasil","Minas Gerais","Olaria","Serra do Cruz, Mata nebular. 21º53'26,53S, 44º04'58,81O. 1480m.s.m.","-44.083003","-21.890703","-44.083003","-21.890703","CESJ058578","Epífita em mata nebular contínua. Em tronco + ou - 2m do solo. Frutos imaturos verde-claros.","Angiosperma","09",NA,NA,NA,NA,NA,NA,"1480","1480","América do Sul",NA,NA,NA,NA
"25","2019-11-21 14:40:39-03","UFJF","CESJ","67757","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","L. Menini Neto","2013","D.E.F. Barbosa; G.A. Basilio","142","2013","10","27","Brasil","Minas Gerais","Lima Duarte","Conceição de Ibitipoca, Fazenda do Tanque, Floresta semidecidual montana","-43.913333","-21.698611","-43.913333","-21.698611","CESJ067757","Epífita, a 1,5m sobre goiabeira (Psidium sp.). Fruto imaturo verde. Pomar da casa.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,"1300","1300","América do Sul",NA,NA,NA,NA
"26","2019-11-21 14:40:39-03","UFJF","CESJ","63232","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","L. Menini Neto","2013","D.R. Gonzaga","262","2013","07","26","Brasil","Minas Gerais","Barbacena","Mata do Sítio Rancho Novo, Interior de mata.","-43.7736015319824","-21.2257995605469",NA,NA,"CESJ063232","Epífita a ca. 1m; frutos verdes imaturos.","Angiosperma","07",NA,"27982",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"27","2019-08-20 10:00:37-03","UNICAMP","UEC","110435","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Pansarin, ER","2006","Pansarin, ER","424","1999","03","27","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC064647","Projeto Família Orchidaceae na Serra do Japi.","Liliopsida","09",NA,"17840","UEC064647","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-09 14:47:03-03","FURB","FURB","66812","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb.Rodr.","Gonzalez, A.","2020","Schwirkowski, P.","4189","2020","08","27","Brasil","Santa Catarina","São Bento do Sul","Centro. Em frente à ETA do SAMAE.","-49.3827778","-26.245","-49.3827778","-26.2450000","FURB66812","FOM. Borda de mata Habitat: Heliófita, corola amarelo-esverdeada Habito: Epífita",NA,"08","27",NA,"FURB66812",NA,NA,NA,"850","850",NA,NA,NA,NA,NA
"29","2020-10-14 10:03:58-03","FURB","FURB","14124","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Mancinelli, WS","2010","Korte, A.; Kruger, A.","85","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","-49.3200000","-27.4500000","FURB34643","Florística IFFSC 383 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor amarela",NA,"01","25",NA,"FURB34643",NA,NA,NA,"761","761",NA,NA,NA,NA,NA
"30","2019-11-08 08:54:16-03","FURB","FURB","38878","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Caetano, JO","2012","Caetano, J.O.",NA,"2012","04","15","Brasil","Santa Catarina","Bom Retiro","Bairro Bom Retiro Entrada - ao lado da igreja adventista.","-49.489200592041","-27.7971992492676",NA,NA,"FURB02715",NA,NA,"04","15","35974","FURB02715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:38:18-03","MBM","MBM","213770","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb. Rodr.","Buzatto, C.R.","2010","Dusén, P.","8529","1909","08","23","Brazil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,"MBM213770","Ad trunc. arbor.",NA,"11","03","25180","MBM213770","auto",NA,NA,NA,NA,"Southern America","ISOTYPE",NA,NA,NA
"32","2020-12-21 16:38:18-03","MBM","MBM","346608","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb. Rodr.","Engels, M.E.","2019","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cruz, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cruz, J.M.","6977","2008","08","30","Brazil","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,"MBM346608","Epífita, flor creme. Mata secundária; Epífita, flor creme.; Mata secundária.",NA,"04","12","61623","MBM346608","auto",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"33","2020-12-21 16:38:18-03","MBM","MBM","213769","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb. Rodr.","Buzatto, C.R.","2010","Stellfeld, C.","1168","1945","08",NA,"Brazil","Paraná","Curitiba","Batel","-49.2731018066406","-25.4277992248535",NA,NA,"MBM213769","Unicata",NA,"11","03","25180","MBM213769","auto",NA,NA,NA,NA,"Southern America","NEOTYPE",NA,NA,NA
"34","2020-12-21 16:38:18-03","MBM","MBM","385339","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Engels, M.E.","2013","Engels, M.E.","1590","2013","09","02","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,"MBM385339","Epífita. Pseudobulbos e folhas verdes. Flores verdes amareladas.; Floresta Ombrófila Mista.",NA,"10","02","45291","MBM385339","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2036","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","P.E. Leite S.J.",NA,"P.E. Leite S.J.","s.n.","1949","07",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"002036","4345&nf;Epifita, flores amarelo - esverdeadas.&nf;Flora Orch. III +. 35 fig. IV.",NA,NA,NA,"33190",NA,"auto",NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA
"36","2015-09-03 19:48:01-03","MNHN","RECOLNAT_MNHN_P","P00441552","PreservedSpecimen",NA,"Orchidaceae","Quekettia","theresiae","Quekettia theresiae","(Barb.Rodr.) Cogn.",NA,NA,"Dusén, P.",NA,"1909","8","23","Brésil",NA,NA,"Parana : Curityba",NA,NA,NA,NA,"P00441552","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441552' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"P00441552_01",NA,NA,NA,NA,NA,NA,NA,"8529","hb",NA
"37","2020-12-11 11:44:21-03","UFMG","BHCB","116342","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.",NA,NA,"Carmo, FF","1012","2007","09","11","Brasil","Minas Gerais","Ouro Preto","Serra de Capanema/C2","-43.581167","-20.218806","-43.581167","-20.218806",NA,"Coletado em borda de afloramento de canga. Forófito: Paliavana sp..","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,"1807","1807","Southern America",NA,NA,NA,NA
"38","2020-12-11 11:44:21-03","UFMG","BHCB","181345","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.",NA,NA,"Tameirão Neto, E; Campos, RDL","5242","2013","09","26","Brasil","Minas Gerais","Santa Bárbara","Serra do Gandarela","-43.671767","-20.032192","-43.671767","-20.032192",NA,"Herbáceo. Epífita sobre Vellozia compacta; Campo rupestre sobre canga","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"39","2020-12-11 11:44:21-03","UFMG","BHCB","60110","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.",NA,NA,"Lombardi, JA","4384","2001","06","01","Brasil","Minas Gerais","Camanducaia","Mata do Vaga","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Interior de mata secundária de altitude. Erva epífita, flores verde-amareladas.","Monocotyledon",NA,NA,"22140",NA,"auto",NA,NA,"1160","1160","Southern America",NA,NA,NA,NA
"40","2020-12-11 11:44:21-03","UFMG","BHCB","92791","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.",NA,NA,"Mota, RC da","2912","2005","05","25","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"BHCB001101","erva epífita; flores verde-claras; Planta coletada em ameixeiras próximas da cantina","Monocotyledon",NA,NA,"11966","BHCB001101","auto",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"41","2021-02-11 17:20:54-03","UFPR","UPCB","85853","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Smidt, E.C.","2011","Klein, J.","73","2011","04","29","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"04","29","76715",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:20:54-03","UFPR","UPCB","85610","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Smidt, E.C.",NA,"Klein, J.","73",NA,NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:20:54-03","UFPR","UPCB","86817","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Santos, T.F.","2016","Santos, T.F et al.","173","2016","08","18","Brasil","Paraná","Tijucas do Sul","Serra da Lagoa","-49.1988983154297","-25.9281005859375",NA,NA,NA,"Floriu em cultivo na casa de vegetação da Universidade Federal do Paraná..",NA,"08","18","25228",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-11-24 14:11:52-02","UFLA","ESAL","14547","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Ricardo A. Lourenço",NA,"Lourenço, RA","320",NA,NA,NA,"Brasil","São Paulo","Jundiaí","Sítio Castanho","-46.8800010681152","-23.1800003051758",NA,NA,NA,"; 2,5; amarela;; floresta",NA,NA,NA,"17840",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-28 11:37:22-03","IMA","MAC","32045","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb.Rodr.","Chagas-Mota",NA,"Chagas-Mota","261","2008","01","21","Brasil","Alagoas","Maceió","Serra da Saudinha, Fazenda Cela","-35.708889","-9.649722","-35.708889","-9.649722","MAC0032045","Erva epífita, flores esverdeadas.; Floresta Pluvial Atlântica - Mata de Encosta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-11-06 15:37:00-02","UFPB","EAN","15588","S","Plantae","Orchidaceae","Capanemia","aff thereziae","Capanemia aff thereziae","Barb Rodr.",NA,NA,NA,"12599",NA,NA,NA,"Brasil","Pernambuco","Brejo da Madre de Deus",NA,"-36.3711","-8.14583",NA,NA,NA,NA,NA,NA,NA,"34231",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-15 09:54:00-03","UFPR","EFC","18740","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb.Rodr.","Souza, I.","2019","Cruz, K.B.","133","2019","08","29","Brasil","Paraná","Quatro Barras","Jardim Pinheiros","-49.045566","-25.367232","-49.045566","-25.367232","EFC018740","Epífita em árvore a 2,0 m de altura, floresta em estágio médio de conservação",NA,"09","10",NA,NA,NA,NA,NA,"908","908",NA,NA,NA,NA,NA
"48","2019-12-09 17:30:34-03","UFPR","EFC","17497","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb.Rodr.","Souza, I.","2018","Dall Agnol, R.T.","440","2018","06","20","Brasil","Paraná","Curitiba","Capão do CIFLOMA","-49.2424","-25.449","-49.2424","-25.4490","EFC017497","Epífita a 2 m, flores lúteas.Floresta Ombrófila Mista Aluvial",NA,"06","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-15 09:54:00-03","UFPR","EFC","15838","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb.Rodr.","Souza, I.","2017","Souza, I.",NA,"2017","08","14","Brasil","Paraná","Curitiba","Capão do Cifloma","-49.2424","-25.449","-49.2424","-25.4490","EFC015838","Epífita a 1,5m, flores verdes com labelo amarelado, botões verdes. Floresta Ombrófila Mista Aluvial",NA,"08","17",NA,NA,NA,NA,NA,"898","898",NA,NA,NA,NA,NA
"50","2020-10-15 09:54:00-03","UFPR","EFC","16526","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb.Rodr.","Souza, I.","2017","Souza, I.","243","2017","12","18","Brasil","Paraná","Curitiba","Capão do CIFLOMA","-49.2398","-25.4478","-49.2398","-25.4478","EFC016526","Epífita a 1,5 m, frutos de cor verde. Floresta Ombrófila Mista Aluvial",NA,"12","18",NA,NA,NA,NA,NA,"903","903",NA,NA,NA,NA,NA
"51","2019-12-09 17:30:34-03","UFPR","EFC","16753","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb.Rodr.","Engels, M.E.","2008","Engels, M.E.","22","2008","08","05","Brasil","Paraná","Carambeí","Catanduvas de Fora","-50.0971984863281","-24.9178009033203",NA,NA,"EFC016753","Epífita, folhas verde-escuras, corola verde-claro",NA,"08",NA,"26641",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2014-04-04 18:28:04-03","PNFM","IRAI","425","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Ristow, R.","2008","Ristow, R.","024","2008","08","24","Brasil","Paraná","Colombo","Casa do Rony, Jardim Mediterrâneo","-49.22275","-25.332333","-49.22275","-25.332333","IRAI00000425","Epífita, pétalas e sépalas verdes, labelo amarelo, associada com Goiabeira e Cerejeira. Área urbana","Magnoliophyta","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2014-04-04 18:28:04-03","PNFM","IRAI","427","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Ristow, R.","2008","Macedo, J.C.","042","2008","08","22","Brasil","Paraná","Pinhais","Margem do Rio Canguiri, Trilha Interpretativa, Parque Newton Freire Maia","-49.118639","-25.37975","-49.118639","-25.37975","IRAI00000427","Epífita, pétalas e sépalas verdes, labelo amarelo","Magnoliophyta","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
