"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","typeStatus","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"46","2021-03-01 16:36:06-03","UNICAMP","UEC","168446","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Sobral, M","Santos, K; Belinello, R","3792","2001","01","16",NA,"Brazil","São Paulo","Campinas","Mata do Macuco (Fragmento G1); área total: 41,8 ha, Floresta estacional semidecidual.","-46.933333","-22.783333",NA,"Árvore semidecídua, zoocórica; cortéx esfoliante, madeira pesada; altura total: 5m; altura do fuste: 3 m; PAP: 21 cm. 01-25 % da copa infestada por lianas.","UEC091163","UEC091163",NA,NA,"-46.933333","-22.783333",NA,NA,NA,NA,NA,NA,"739","739",NA,NA
"47","2021-03-01 16:36:06-03","UNICAMP","UEC","168447","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Sobral, M","Santos, K; Belinello, R","2229","2000","06","16",NA,"Brazil","São Paulo","Campinas","Mata da Fazenda Santa Helena (Fragmento P1); área total: 12,4 ha, Floresta estacional semidecidual.","-46.9","-22.9",NA,"Árvore semidecídua, zoocórica; cortéx esfoliante, madeira pesada; altura total: 8 m; altura do fuste: 3 m; PAP: 36 cm.","UEC091158","UEC091158",NA,NA,"-46.9","-22.9",NA,NA,NA,NA,NA,NA,"887","887",NA,NA
"48","2021-03-01 16:36:06-03","UNICAMP","UEC","168448","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Sobral, M","Santos, K; Belinello, R","737","1999","11","29",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C3); área total: 244,9 ha, Floresta estacional semidecidual.","-46.916667","-22.816667",NA,"Árvore semidecídua, zoocórica; cortéx esfoliante, madeira pesada; altura total: 8 m; altura do fuste: 1,8 m; PAP: 50 cm. 01-25 % da copa infestada por lianas.","UEC091157","UEC091157",NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,"756","756",NA,NA
"49","2021-03-01 16:36:06-03","UNICAMP","UEC","168449","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Sobral, M","Santos, K; Belinello, R","949","1999","12","28",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C3); área total: 244,9 ha, Floresta estacional semidecidual.","-46.916667","-22.816667",NA,"Árvore semidecídua, zoocórica; cortéx esfoliante, madeira pesada; altura total: 9 m; altura do fuste: 6 m; PAP: 36 cm.","UEC091161","UEC091161",NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,"660","660",NA,NA
"50","2021-03-01 16:36:06-03","UNICAMP","UEC","88408","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Rodrigues, RR; Souza, VC; Souza, JP; Ivanauskas, NM; Arzolla, FARDP; et al.","183","1995","09","03",NA,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do rolado","-48.394722","-24.6475",NA,"Árvore, 7m alt.. Botões.; Mata Atlântica",NA,NA,"2010","03","-48.394722","-24.6475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:36:06-03","UNICAMP","UEC","88603","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Rodrigues, RR; Souza, VC; Souza, JP; Ivanauskas, NM; Arzolla, FARDP; et al.","138","1995","09","03",NA,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do rolado","-48.394722","-24.6475",NA,"Árvore, 5m alt., tronco descamante em tiras. Flores em botão.; Mata Atlântica",NA,NA,"2010","03","-48.394722","-24.6475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:36:06-03","UNICAMP","UEC","84352","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Cardoso-Leite, E; Oliveira, A","260","1993","10","28",NA,"Brazil","São Paulo","São Roque","Mata da Câmara","-47.1125","-23.523889",NA,"Gabiroba, 3,5m alt., flores brancas","UEC119301",NA,"2011","10","-47.1125","-23.523889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:36:06-03","UNICAMP","UEC","45507","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Marcondes-Ferreira, W; Tombolato, AFC","17906","1985","10","27",NA,"Brazil","São Paulo","Apiaí",NA,"-49.076944","-24.335278",NA,"Árvore ca. 3-8m alt., flores brancas, em mata.",NA,NA,"2010","03","-49.076944","-24.335278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:36:06-03","UNICAMP","UEC","90543","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Kawasaki, ML","Souza, VC; Rodrigues, RR; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; et al.","9135","1995","09","04",NA,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo CAverna do Diabo. Arredores do alojamento e da Caverna do Diabo.","-48.403611","-24.630833",NA,"Árvore, ca. 8m al.; botões verdes. Beira de Mata Atlântica",NA,NA,"1996",NA,"-48.403611","-24.630833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:36:06-03","UNICAMP","UEC","134580","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Sobral, M","Mazine, FF; Lucas, E; Silva, JM; Capelo, FA","964","2003","11","01",NA,"Brazil","Paraná","Cerro Azul","Mato Preto, estrada para Mineração.","-49.261100769043","-24.823600769043",NA,"Árvore ca. 6m, flores e botões brancos.",NA,NA,"2003","11",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:36:06-03","UNICAMP","UEC","11650","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Matthes, LAF","7724","1977","10","31",NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,"Coleção Bosque dos Jequitibás nº 108-F.",NA,NA,"2010","03",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-20 10:20:58-03","UNICAMP","UEC","25205","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Matthes, LAF","11649","1980","11","10",NA,"Brazil","São Paulo","Campinas","Bosque Jardim Nova Europa","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"2010","03",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:36:06-03","UNICAMP","UEC","40546","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Webster, GL; Tamashiro, JY","25376","1984","10","08",NA,"Brazil","São Paulo","Campinas","Reserva Florestal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,"slender shrub 3.5m high; fls. white, fragant.",NA,NA,"2010","03",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:36:06-03","UNICAMP","UEC","97766","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Kawasaki, ML","Santos, K","151","1996","11","11",NA,"Brazil","São Paulo","Campinas","Sub-Distrito de Sousas","-47.060001373291","-22.8999996185303",NA,"Interios da mata. árvore, 6,5m alt. PAP 50cm, flores brancas e grandes.&nf;&nf;; Floresta Estacional Semidecidual",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-08-20 10:20:58-03","UNICAMP","UEC","71511","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Kawasaki, ML","Santin, DA","31132","1993","09","23",NA,"Brazil","São Paulo","Campinas","UEC, Instituto de Matemática","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"1997",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:20:58-03","UNICAMP","UEC","71512","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Kawasaki, ML","Santin, DA","31131","1993","07","22",NA,"Brazil","São Paulo","Campinas","UEC, Parque Ecológico - Arboreto","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"1997",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:36:06-03","UNICAMP","UEC","71513","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Santin, DA","31130","1993","05","18",NA,"Brazil","São Paulo","Campinas","UEC, Parque Ecológico - Arboreto","-47.060001373291","-22.8999996185303",NA,"Flores brancas.",NA,NA,"2010","03",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-20 10:20:58-03","UNICAMP","UEC","71514","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Kawasaki, ML","Santin, DA","31129","1992","10","22",NA,"Brazil","São Paulo","Campinas","UEC, Parque Ecológico - Arboreto curva 3, rua 6,7 e 8.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"1997",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:36:06-03","UNICAMP","UEC","63851","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Torres, RB; Tombolato, AFC; Azevedo, C","24077","1990","11","09",NA,"Brazil","São Paulo","Iporanga","PETAR","-48.5900001525879","-24.5799999237061",NA,"Árvore, 3,5m, frutos jovens verdes, beira do rio.",NA,NA,"2010","03",NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:36:06-03","UNICAMP","UEC","63850","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Torres, RB; Tombolato, AFC; Azevedo, C","24076","1990","11","09",NA,"Brazil","São Paulo","Iporanga","PETAR","-48.5900001525879","-24.5799999237061",NA,"Árvore, 4m, flores com corola branca, suavemente perfumadas, beira do rio.",NA,NA,"2010","03",NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:36:06-03","UNICAMP","UEC","139536","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.",NA,"Ribeiro, W","s.n.","2000","03","20",NA,"Brazil","São Paulo","Itu","Campo antrópico","-47.2900009155273","-23.2600002288818",NA,"Árvore com porte arbórea +6m de al.",NA,NA,NA,NA,NA,NA,"22309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:36:06-03","UNICAMP","UEC","11653","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Davis, PH; Shepherd, GJ; Sakane, M; et al.","D60589","1976","09","06",NA,"Brazil","São Paulo","Jacupiranga","Sw of Registro. Grassy/bushy banks near road.","-48","-24.6900005340576",NA,"Small trees. Petals white. Ovary inferior.",NA,NA,"2010","03",NA,NA,"35797","auto",NA,NA,NA,NA,"50","50",NA,NA
"68","2021-03-01 16:36:06-03","UNICAMP","UEC","26904","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K; et al.","13143","1981","11","07",NA,"Brazil","São Paulo","Jundiaí","Nativo em mata na Serra do Japi","-46.8800010681152","-23.1800003051758",NA,"ÁRvore ca. 5m., corola branca.",NA,NA,"2010","03",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:36:06-03","UNICAMP","UEC","50209","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Leitão Filho, HF; Tamashiro, JY; Semir, J; Meira Neto, JAA; Bernacci, LC","20929","1988","10","14",NA,"Brazil","São Paulo","São Roque","Parque da Câmara","-47.1300010681152","-23.5200004577637",NA,"Árvore de 10m, flores brancas.",NA,NA,"2010","03",NA,NA,"15567","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-04 13:19:27-03","UDESC","LUSC","5439","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.",NA,"J.M.Silva; E.Barbosa","5049","2006","09","16",NA,"Brasil","Paraná","Doutor Ulysses","Barra do Teixeira.","-49.4197006225586","-24.5680999755859",NA,";Flor alvacenta;;. Habitat: Floresta delgada Habito: árvore","LUSC006896","LUSC006896",NA,NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-04 13:19:27-03","UDESC","LUSC","3916","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Rodrigues, M.","Rodrigues, M.",NA,"2009","11","02",NA,"Brasil","Santa Catarina","Urupema",NA,"-49.8731002807617","-27.9528007507324",NA,NA,"LUSC006950","LUSC006950",NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:03:21-03","FURB","FURB","7086","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Sobral, M","Silva, J.M.; Goldenberg, R. & Michelangeli, F.","4395","2005","10","17",NA,"Brasil","Paraná","Adrianópolis","João Surra.","-48.9911003112793","-24.6571998596191",NA,NA,"FURB02409","FURB02409","2007",NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-16 17:53:52-03","UCS","HUCS","36194","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","Sobral, M.","Silva, J.M.","4395","2005","10","17",NA,"Brasil","Paraná","Adrianópolis","João Surra","-48.9911003112793","-24.6571998596191",NA,"Herbário MBM; beira da estrada",NA,NA,"2007",NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-16 17:53:52-03","UCS","HUCS","29049","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","Hatschbach, G.","Barbosa, E.","373","1999","09","18",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Itapiroca-Fazenda Kielse","-49.0553016662598","-25.3055992126465",NA,"Herbário MBM; matinha nebular",NA,NA,"1999",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-16 17:53:52-03","UCS","HUCS","30925","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","Hatschbach, G.","Barbosa, E.","1659","2006","09","28",NA,"Brasil","Paraná","Guaraqueçaba","Rio Potinga","-48.3288993835449","-25.3066997528076",NA,"Herbário MBM; Floresta Atlântica",NA,NA,"2006",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-16 17:53:52-03","UCS","HUCS","25986","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","Sobral, M.","Hatschbach, G.","76724","2003","11","20",NA,"Brasil","Paraná","Guaraqueçaba","Tagaçaba de Cima -Rio Tagaçaba","-48.3288993835449","-25.3066997528076",NA,"Herbário MBM; Floresta Atlântica degradada",NA,NA,"2005",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-04-27 16:10:43-03","UFES","VIES","11681","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Biral, L.","Biral, L.","634","2011","11","24",NA,"Brasil","São Paulo","Rio Claro","UNESP Campus Bela Vista.","-47.560001373291","-22.4099998474121",NA,NA,"VIES011681","VIES011681","2011","11",NA,NA,"21773","auto",NA,NA,NA,NA,"626","626",NA,NA
"78","2021-04-08 11:45:58-03","UTFPR","HCF","15515","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","D.F. Lima","M.G. Caxambu","5750","2014","11","01",NA,"Brasil","PR","Guaraqueçaba","estrada Pedra Chata, beira do Rio Serra","-48.348222","-25.124694",NA,"arvoreta ca. 5 m, ripária, semi-ciófila. Flores com cálice verde e corola alva.",NA,NA,"2018","05","48°20'53,6 W","25°07'28,9 S",NA,NA,NA,NA,NA,NA,"33","33",NA,NA
"79","2021-03-21 19:37:31-03","UFC","EAC","32288","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Amaral, E.V.E.J.","Fernandes, A.","EAC32288","2003","01","17","Southern America","Brasil","Ceará","Meruoca","Fernandes-Serra da Meruoca","-40.4550018310547","-3.54167008399963",NA,"Arbusto, flor branca.; Mata úmida","EAC0032288","EAC0032288","2012","09",NA,NA,"14054","auto","20",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:36:19-03","MBM","MBM","299819","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Sobral, M.","Silva, J.M.; Abe, L.M.; Abe, L.M.","4163","2004","10","26","Southern America","Brazil","Paraná","Adrianópolis","Fazenda Tanque, Berneck","-48.9911003112793","-24.6571998596191",NA,NA,"MBM299819","MBM299819",NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:36:19-03","MBM","MBM","337547","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Sobral, M.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","6173","2007","11","13","Southern America","Brazil","Paraná","Adrianópolis","Fazenda Mato Preto","-48.9911003112793","-24.6571998596191",NA,"Árvore, 5m, flor alva. Floresta atlântica","MBM337547","MBM337547","2008",NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:36:19-03","MBM","MBM","283145","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ribas, O.S.","Borgo, M.; et al.; et al.","2131","2002","11","10","Southern America","Brazil","Paraná","Antonina","Reserva Natural, Trilha do Corvo","-48.7118988037109","-25.4286003112793",NA,NA,"MBM283145","MBM283145",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:36:19-03","MBM","MBM","27602","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Landrum, L.R.","Hatschbach, G.","30558","1972","10","26","Southern America","Brazil","Paraná","Antonina","Rio Copiúva","-48.7118988037109","-25.4286003112793",NA,"Árvore 8m, flores alvas, mata pluvial planície litorânea, junto a rio","MBM027602","MBM027602","1983",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:36:19-03","MBM","MBM","71969","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ribas, O.S.","Hatschbach, G.","44380","1981","11","12","Southern America","Brazil","Paraná","Cerro Azul","Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,"Arvoreta 5m, flor alva. Vale do Ribeira, mata secundária","MBM071969","MBM071969","1999","02",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:36:19-03","MBM","MBM","55148","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Landrum, L.R.","Hatschbach, G.","40216","1977","10","05","Southern America","Brazil","Paraná","Cerro Azul","Rio Turvo","-49.261100769043","-24.823600769043",NA,NA,"MBM055148","MBM055148",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:36:19-03","MBM","MBM","72378","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Landrum, L.R.","Kummrow, R.","1687","1982","01","19","Southern America","Brazil","Paraná","Cerro Azul","Sete Quedas","-49.261100769043","-24.823600769043",NA,NA,"MBM072378","MBM072378",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:36:19-03","MBM","MBM","320233","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Hatschbach, G.","Silva, J.M.; Barboza, E.; Barboza, E.","5049","2006","09","16","Southern America","Brazil","Paraná","Doutor Ulysses","Barra do Teixeira","-49.4197006225586","-24.5680999755859",NA,NA,"MBM320233","MBM320233",NA,NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:36:19-03","MBM","MBM","171328","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Landrum, L.R.; Kawasaki, M.L.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","61478","1994","12","08","Southern America","Brazil","Paraná","Doutor Ulysses","Rio Turvo","-49.4197006225586","-24.5680999755859",NA,"Arvoreta, 3m, flor alva, anteras creme. Da mata às margens do rio encachoeirado","MBM171328","MBM171328","1995",NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:36:19-03","MBM","MBM","290148","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Sobral, M.","Hatschbach, G.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","76724","2003","11","20","Southern America","Brazil","Paraná","Guaraqueçaba","Tagaçaba de Coma, Rio Tagaçaba","-48.3288993835449","-25.3066997528076",NA,NA,"MBM290148","MBM290148",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:36:19-03","MBM","MBM","235400","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Kawasaki, M.L.","Souza, V.C.; et al.; et al.","9135","1995","09","04","Southern America","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.0999984741211","-24.5200004577637",NA,NA,"MBM235400","MBM235400",NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:36:19-03","MBM","MBM","47634","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Landrum, L.R.","Hatschbach, G.","11708","1964","10","08","Southern America","Brazil","Paraná","Adrianópolis","Sitinho","-48.9911003112793","-24.6571998596191",NA,NA,"MBM047634","MBM047634",NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:36:19-03","MBM","MBM","104336","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Landrum, L.R.","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49843","1985","09","25","Southern America","Brazil","Paraná","Antonina","Rio Cachoeira","-48.7118988037109","-25.4286003112793",NA,NA,"MBM104336","MBM104336",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:36:19-03","MBM","MBM","320234","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Hatschbach, G.","Barboza, E.; Silva, J.M.; Silva, J.M.","1659","2006","09","28","Southern America","Brazil","Paraná","Guaraqueçaba","Rio Potinga","-48.3288993835449","-25.3066997528076",NA,NA,"MBM320234","MBM320234",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:36:19-03","MBM","MBM","308702","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Silva, S.M.","Lima, R.X.","143","1993","11","16","Southern America","Brazil","Paraná","Guaraqueçaba","Rio Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,"MBM308702","MBM308702",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:36:19-03","MBM","MBM","317793","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Aguiar, O.T.","Cielo Filho, R.; et al.; et al.","453","2005","11","24","Southern America","Brazil","São Paulo","Apiaí","Córrego Alegre","-48.8400001525879","-24.5",NA,NA,"MBM317793","MBM317793",NA,NA,NA,NA,"37738","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:36:19-03","MBM","MBM","189464","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Cathario, E.L.M.","Cathario, E.L.M.","144","1984","10","01","Southern America","Brazil","São Paulo","Piracicaba","Mata da Pedreira","-47.6399993896484","-22.7199993133545",NA,"Árvore bastante ramificado de mais ou menos 6 m de altura. Parte alta da mata","MBM189464","MBM189464","1988","03",NA,NA,"44778","auto","23",NA,NA,NA,NA,NA,NA,NA
