"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","typeStatus","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","scientificNameAuthorship","stateProvince","county","decimalLongitude","decimalLatitude","infraspecificEpithet","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"13","2021-03-15 16:37:00-03","NY","NYBG","440247","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","H. M. de Souza","1970","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=462474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440247","Magnoliophyta","Gentianales",NA,"s.n.","Piracicaba; nativa à entrada da E.S.A.L.Q.",NA,NA,"NY00440247_01","Müll.Arg.","São Paulo","Piracicaba","-47.6397","-22.72",NA,"W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","970564","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","R. de Lemos Fróes","1957","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970564","Magnoliophyta","Gentianales",NA,"33262","Furna de Maquire, Cordsburgo.",NA,NA,"NY00970564_01","Müll.Arg.","Minas Gerais",NA,NA,NA,NA,"W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","440246","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","H. de F. Leitão Filho","1968","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=462473' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440246","Magnoliophyta","Gentianales",NA,"s.n.","Leme",NA,NA,"NY00440246_01","Müll.Arg.","São Paulo","Leme","-47.3897","-22.1803",NA,"W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4177052","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","M. H. Nee","1987","03","02","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500201' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177052","Magnoliophyta","Gentianales",NA,"34325","12 km E of of center of Santa Cruz, on road to Cotoca","375",NA,NA,"Müll.Arg.","Santa Cruz","Andrés Ibáñez","-63.07","-17.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00749001","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","E. P. Heringer","1965","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749001","Magnoliophyta","Gentianales",NA,"10580","Parque do Guará",NA,NA,"NY00749001_01","Müll.Arg.","Distrito Federal","Brasília","-47.9294","-15.7797",NA,"W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4177050","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","M. H. Nee","1991","06","09","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500199' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177050","Magnoliophyta","Gentianales",NA,"40862","along steep slopes above the Rio Salado and along pipeline and old, abandoned portion of road between Santa Cruz and Bermejo, 5 km W of modern highway bridge over the Rio Piraí","750","850",NA,"Müll.Arg.","Santa Cruz","Andrés Ibáñez","-63.5","-18.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","970776","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","M. G. da Silva","2007",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970776","Magnoliophyta","Gentianales",NA,"3295","Rio Juruena, estrada para Aripuanã, km 10.",NA,NA,"NY00970776_01","Müll.Arg.","Mato Grosso",NA,"-58.3062619","-9.8596213",NA,"A. J. M. Leeuwenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4177060","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","G. A. Parada","2007","07","25","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500209' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177060","Magnoliophyta","Gentianales",NA,"214","Monumento Natural Espejillos entre 500 hasta 1100 msnm con bosque ihdrofitico chiquitano, Cerrado y sabanas abiertas, y pequeñas áreas con bosque Tucumano-Bolivian con helchos arbóreos","500",NA,NA,"Müll.Arg.","Santa Cruz","Andrés Ibáñez","-63.44644","-17.87269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4177057","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","I. G. Vargas Caballero","1993","09","10","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500206' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177057","Magnoliophyta","Gentianales",NA,"2776","Reserva de Vida Silvestre Rios Blanco y Negro. Río San Martin (Concesion Quiriquia). A 7 km SW del campamento sobre el Río San Martín","300",NA,NA,"Müll.Arg.","Santa Cruz","Guarayos","-61.8033","-15.0558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4177054","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","M. H. Nee","1991","12","17","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500203' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177054","Magnoliophyta","Gentianales",NA,"42126","2 km NW of Puerto Pailas, on road to Montero Hoyos","290",NA,NA,"Müll.Arg.","Santa Cruz","Andrés Ibáñez","-62.8","-19.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4177053","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","M. H. Nee","1990","10","18","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500202' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177053","Magnoliophyta","Gentianales",NA,"39323","8 km SSE of Cotoca on road to Paurito","350",NA,NA,"Müll.Arg.","Santa Cruz","Andrés Ibáñez","-62.97","-17.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00749002","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","E. P. Heringer","1958","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749002","Magnoliophyta","Gentianales",NA,"6574","Fda. do Rasgao",NA,NA,"NY00749002_01","Müll.Arg.","Minas Gerais",NA,NA,NA,NA,"W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","970561","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","J. M. Pires","1978","08","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970561","Magnoliophyta","Gentianales",NA,"16454","Sararé, Radambrasil, folha SD 21-YA; ponto 30.",NA,NA,"NY00970561_01","Müll.Arg.","Mato Grosso",NA,"-59.75","-14.83",NA,"A. J. M. Leeuwenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4177062","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","M. Saldías Paz","1993","07","03","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500211' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177062","Magnoliophyta","Gentianales",NA,"2984","Parque Nacional Noel Kempff M. 105 km SW del aserradero Moira. Sobre el camino a Santa Rosa de la Roca","300",NA,NA,"Müll.Arg.","Santa Cruz","José Miguel de Velasco","-61.4961","-15.0442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","970562","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","E. P. Heringer","1980","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970562","Magnoliophyta","Gentianales",NA,"5508","Bacia do Rio São Bartolomeu.",NA,NA,"NY00970562_01 NY00970562_02","Müll.Arg.","Distrito Federal","Brasília","-47.9294","-15.7797",NA,"E. P. Heringer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","970778","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","A. Macedo","1950","09","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970778","Magnoliophyta","Gentianales",NA,"2607","S. Vicente.",NA,NA,"NY00970778_01","Müll.Arg.","Minas Gerais","Ituiutaba","-49.465","-18.9692",NA,"W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","970787","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","G. T. Prance","1964","10","18","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1055386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970787","Magnoliophyta","Gentianales",NA,"59461","Banks of Rio Claro, 40 km. south of Caiponia, road to Jatai. Serra do Caiapó.",NA,NA,"NY00970787_01","Müll.Arg.","Goiás","Caiapônia","-51.8103","-16.9569",NA,"F. Markgraf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4177051","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","M. H. Nee","1987","08","12","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500200' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177051","Magnoliophyta","Gentianales",NA,"35631","12 km E of of center of Santa Cruz, on road to Cotoca","375",NA,NA,"Müll.Arg.","Santa Cruz","Andrés Ibáñez","-63.07","-17.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4177049","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","M. H. Nee","1987","08","24","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500198' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177049","Magnoliophyta","Gentianales",NA,"35737","12 km E of of center of Santa Cruz, on road to Cotoca","375",NA,NA,"Müll.Arg.","Santa Cruz","Andrés Ibáñez","-63.07","-17.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4177043","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","R. Guillén","1994","07","11","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500192' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177043","Magnoliophyta","Gentianales",NA,"2195","Campamento EL REFUGIO; a 2000 m al NE de la case, en el Cerro La Pista. Bosque seco estacional","250",NA,NA,"Müll.Arg.","Santa Cruz","José Miguel de Velasco","-61.0347","-14.7556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","970566","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","A. Macedo","1950","09","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970566","Magnoliophyta","Gentianales",NA,"2607","S. Vicente.",NA,NA,"NY00970566_01","Müll.Arg.","Minas Gerais","Ituiutaba","-49.465","-18.9692",NA,"W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4177047","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","A. Fuentes C.","2002","10","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500196' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177047","Magnoliophyta","Gentianales",NA,"5384","Parque Nacional Madidi, río Tuichi, arroyo Rudidi, pica de cazadores hacia la serrnía Eslabón","763",NA,NA,"Müll.Arg.","La Paz","Abel Iturralde","-68.0125","-14.3661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4177056","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","M. H. Nee","1998","01","21","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500205' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177056","Magnoliophyta","Gentianales",NA,"48061","4 km S of Pedro Lorenzo on old road from Santa Cruz to Abapó.","525","525",NA,"Müll.Arg.","Santa Cruz","Andrés Ibáñez","-63.25","-17.97",NA,"M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","440250","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","R. Lao Majin","1962","09","13","South America","Peru","sheet",NA,"see fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=462480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440250","Magnoliophyta","Gentianales",NA,"29","Dtto. Honoria",NA,NA,NA,"Müll.Arg.","Huánuco","Pachitea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","970559","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","E. P. Heringer","1975","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970559","Magnoliophyta","Gentianales",NA,"14856","Parque do Guará.",NA,NA,"NY00970559_01","Müll.Arg.","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00088534","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","D. E. Williams","1988","02","09","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1149611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088534","Magnoliophyta","Gentianales",NA,"670","Jardin Botanico de Santa Cruz.","375","375",NA,"Müll.Arg.","Santa Cruz","Andrés Ibáñez","-63.07","-17.77",NA,"A. J. M. Leeuwenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00749026","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","C. A. Cid Ferreira","1984","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749026","Magnoliophyta","Gentianales",NA,"4733","BR 364, rodovia Cuiabá-Porto Velho, km 234, ao Norte da cidade, morro da Torre da EMBRATEL.",NA,NA,"NY00749026_01","Müll.Arg.","Rondônia","Cacoal","-62.03","-11.2",NA,"W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","440248","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","G. G. Hatschbach","1969","05","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=462472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440248","Magnoliophyta","Gentianales",NA,"21596","Fda. Agua do Indio",NA,NA,"NY00440248_01","Müll.Arg.","Paraná","Cianorte","-52.6047","-23.6633",NA,"F. Markgraf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","440249","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma cylindrocarpon","P. K. H. Dusén","1914","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=462471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440249","Magnoliophyta","Gentianales",NA,"16071","Jaguariaíva",NA,NA,"NY00440249_01","Müll.Arg.","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,"P. K. H. Dusén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
