"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","sex"
"15","2019-02-15 11:35:36-02","IPA","IPA","45555","S","Plantae","Plantae",NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, J.A.","1998","03","Andrade-Lima","1972","02","28","Brasil","Pernambuco","Taquaritinga do Norte","Sítio cafundó.","-36.0442008972168","-7.90305995941162","25558",NA,NA,"auto","728274","Southern America",NA,"IPA0045555",NA,"05",NA,NA,NA,NA,NA,NA
"16","2019-11-19 14:05:21-03","UFRPE","PEUFR","18530","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","M.G.L. Wanderley","1998","08","E.I. Silva; M.R.C. Sales de Melo; M. Tschá; A.B. Marcon; E.B. Almeida","1995","04","04","Brasil","Pernambuco","Caruaru","Brejo dos Cavalos","-36","-8.31",NA,NA,"Planta epífita sobre a árvore com cerca de 5 m de altura; inflorescência com brácteas róseas",NA,"28",NA,NA,"PEUFR018530",NA,"05","36°00'00''W","08°18'36''S","1100","1100",NA,NA
"17","2019-11-19 14:05:21-03","UFRPE","PEUFR","31189","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","G.M. Souza; G. Wanderley","2001","07","E.M.N. Ferraz; Gilson; Manoel","2000","01","13","Brasil","Pernambuco","São Vicente Férrer","Mata do Estado","-35.5","-7.583333",NA,NA,"Planta com cerca de 1 m de altura; flores vermelhas-alaranjadas; estames amarelos",NA,"804",NA,NA,"PEUFR031189",NA,"30","35°30'W","07°35'S","600","600",NA,NA
"18","2020-06-03 16:59:18-03","UFRPE","PEUFR","48153","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","G. Martinelli; C. Vieira","2002","10","G. Martinelli; T. Barbará; R. Azoury; C.E. da Silva","1998","09","02","Brasil","Pernambuco","Tamandaré","Reserva biológica de saltinho","-35.183333","-8.733333",NA,NA,"Epífita; ciófila ou semi-heliófila; folhas concolores com máculas verde-escuras; bainha castanha; indivíduos semi-heliófilas com folhas vinosas; inflorescência passada castanha; em cultivo no JBRJ",NA,"15130",NA,NA,"PEUFR048153",NA,NA,"35º10'60W","08º43'60S","100","100",NA,NA
"19","2019-11-19 14:05:21-03","UFRPE","PEUFR","11758","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","J.A. Siqueira Filho","1997","04","L.C. Gomes","1992","01","21","Brasil","Pernambuco","Goiana",NA,"-35.002498626709","-7.56056022644043","22853",NA,"Flores verdes com 80 cm de comprimento; brácteas rosa forte; flor amarela; ornamental e melífera","auto","182",NA,NA,"PEUFR011758",NA,"16",NA,NA,NA,NA,NA,NA
"20","2019-11-19 14:05:21-03","UFRPE","PEUFR","469","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","L.B. Smith","1955","08","L.S. Carneiro","1955","05","15","Brasil","Pernambuco","Igarassu","Campinas dos Marcos","-34.9063987731934","-7.83416986465454","24709",NA,"Brácteas vermelhas","auto",NA,NA,NA,"PEUFR000469",NA,"02",NA,NA,NA,NA,NA,NA
"21","2019-11-19 14:05:21-03","UFRPE","PEUFR","465","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","L.B. Smith","1955","08","L.S. Carneiro","1955","05","15","Brasil","Pernambuco","Igarassu","Campinas dos Marcos","-34.9063987731934","-7.83416986465454","24709",NA,"Brácteas vermelhas","auto",NA,NA,NA,"PEUFR000465",NA,"02",NA,NA,NA,NA,NA,NA
"22","2019-11-19 14:05:21-03","UFRPE","PEUFR","1778","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","A. Lima",NA,NA,"A. Sarmento","1961","02","28","Brasil","Pernambuco","Recife","Dois Irmãos","-34.8810997009277","-8.05389022827148","18865",NA,"Planta terrestre; inflorescência vermelho vivo","auto","447",NA,NA,"PEUFR001778",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-19 14:05:21-03","UFRPE","PEUFR","385","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","A. Lima","1962","06","Vasconcelos Sobrinho","1962","01","16","Brasil","Pernambuco","Recife","Dois Irmãos; Jardim Zoobotânico","-34.8810997009277","-8.05389022827148","18865",NA,"Folhas com +/- 1,5 m; brácteas vermelhas","auto",NA,NA,NA,"PEUFR000385",NA,"05",NA,NA,NA,NA,NA,NA
"24","2020-04-22 16:25:58-03","UFPB","JPB","63769","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Naédja-Luna","2015","01","Luna, NK; Bazante, ML; Medeiros, MC; Silva, FP","2015","01","05","Brasil","Pernambuco","Jaqueira","Serra do Urubu, Mata ao lado da Pedra do Cruzeiro, borda","-36","-8",NA,NA,"Folhas verdes concolores, bainha alva com mesclas róseas, inflorescência vermelha; HABITAT: Mata Atlântica",NA,"179","Southern America",NA,"JPB0063769",NA,"05","-36","-8",NA,NA,NA,NA
"25","2020-04-22 16:25:58-03","UFPB","JPB","64024","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren",NA,NA,NA,"Soares Neto, RL; Moreira, LHL","2018","04",NA,"Brasil","Paraíba","Pedra de Fogo","BR-101. Área de construção de empreendimento da Vivix.","-34.961944","-7.4175",NA,NA,"; HABITAT: Mata de tabuleiro; DESC: Herbácea. Bráctaeas rósea-avermelhadas, sépalas e pétalas amarelo-alaranjadas, frutos púrpureos",NA,"153","Southern America",NA,"JPB0064024",NA,NA,"-34.961944","-7.4175",NA,NA,NA,NA
"26","2020-04-22 16:25:58-03","UFPB","JPB","55579","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren",NA,NA,NA,"Lima, IB; Gadelha Neto, PC; Pontes, RA","2013","05","01","Brasil","Paraíba","Caaporã",NA,"-34.908056","-7.515833",NA,NA,"; DESC: Terrestre. flores violetas, bracteas salmão.",NA,"1334","Southern America",NA,"JPB0055579",NA,NA,"-34.908056","-7.515833","29","29",NA,NA
"27","2020-04-22 16:25:58-03","UFPB","JPB","57942","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren",NA,NA,NA,"Nusbaumer, L; Ammann, M","2014","05","22","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Localité de Quebrangulo.","-36.42011","-9.230409",NA,NA,"; HABITAT: Forêt ombrophile submontagnarde de plateau, en bordure de marre inondée; DESC: herbacée sur un rocher, 1 m; f. épineuses, un inflor. par rosette, à bractée corail, en coupe à l'apex contenant des fruits jaunes-rouges; récol",NA,"4112","Southern America",NA,"JPB0057942",NA,NA,"-36.42011","-9.230409","880","880",NA,NA
"28","2020-05-27 09:25:25-03","UFPB","JPB","35973","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Pontes, RA","2005",NA,"Pontes, RA","2004","08","29","Brasil","Paraíba","Areia","Campus II da UFPB, Na escadaria para o orquidário.","-35.6916999816895","-6.96332979202271","15425",NA,"; DESC: Terrestre em local sombreado. Escapo com brácteas esverdeadas. Inflorescência com brácteas e flores vermelhas passadas.","auto","87","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-05-27 09:25:25-03","UFPB","JPB","35972","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Pontes, RA","2005",NA,"Pontes, RA","2004","08","29","Brasil","Paraíba","Areia","Campus II da UFPB, Na escadaria para o orquidário.","-35.6916999816895","-6.96332979202271","15425",NA,"; DESC: Terrestre em local sombreado. Escapo com brácteas esverdeadas. Inflorescência com brácteas e flores vermelhas passadas.","auto","86","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","2945539","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren",NA,NA,NA,"MORREN","1874","6",NA,"Brazil",NA,NA,"University Liége",NA,NA,NA,NA,NA,NA,"MORREN s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-04 11:04:40-03","UFRB","HURB","21672","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","R.A.Pontes","2016","03","Pontes, R.A.","2016","03","03","Brasil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'anta;","-35.856111","-8.694167",NA,NA,"UFRN 22428. <ll>dwc_commonname:</ll> Bromélia",NA,"1122",NA,NA,"HURB000021672",NA,"10","35º51'22W","8º41'39S","650","650",NA,NA
"32","2021-03-04 11:04:40-03","UFRB","HURB","23668","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morr.","J.A.Siqueira Filho","2005","03","Siqueira Filho, J.A.; Leme, E. & Leite, M.S.","2005","03","18","Brasil","Alagoas","Murici","Estação Ecológica de Murici; Fazenda Experimental de floração e cruzamento da serra do Ouro, UFAL","-35.837528","-9.240361",NA,NA,"epífita facultativa em frutificação, escapo floral e brácteas involucrais vermelha, material cultivado no Bromeliário Biouniverso sob nº 591",NA,"1478",NA,NA,"HURB000023668","HURB000023668","18","35º50'15,1W","9º14'25,3S","468","468",NA,NA
"33","2021-03-04 11:04:09-03","UFRB","HURB","25948","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","E.H.Souza",NA,NA,"Souza, E.H.; Lira, I.B. & Almeida, E.M.",NA,NA,NA,"Brasil","Pernambuco","Bonito","Rodovia PE-103; Fazenda Muito Tudo","-35.723278","-8.510889",NA,NA,"especie do Banco de Germoplasma de Bromélia (BGB-1214). planta epífita ou terrestre, folhas verdes ou avermelhadas, inflorescência vermelha e flores amarelas.",NA,"234",NA,NA,"HURB000025948","HURB000025948",NA,"35º43'23,8W","8º30'39,2S","789","789",NA,NA
"34","2019-06-10 10:10:27-03","FZB-BH","BHZB","11807","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum",NA,"Elton. C. M. Leme",NA,NA,"Swerts, M.","2016","11","16","Brasil","MG","Belo Horizonte","FZBBH - Coleção de Plantas Exóticas e Sem Procedência CVJBFZB 0041","-43.937801361084","-19.9207992553711","17082",NA,"unicata/ Planta com folhas verdes serrilhadas. Inflorescência congesta com brácteas vermelhas. Flores amarelas. Planta originalmente de Pernambuco.Planta Ameaçada: Em perigo","auto","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-26 13:52:56-03","IMA","MAC","44167","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","E.C.O.Chagas","2009","09","Chagas-Mota","2009","09","26","Brasil","Alagoas","Boca da Mata","Serra da Nascéia.","-36.2202987670898","-9.64138984680176","17145",NA,"Erva terrestre ca. 1 m de altura. Flores amarelas, brácteas vermelhas.; Mata Atlântica.","auto","5671",NA,NA,"MAC0044167",NA,"26",NA,NA,NA,NA,NA,NA
"36","2021-01-26 13:52:56-03","IMA","MAC","62917","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","M.C.S.Mota","2013","11","M.C.S.Mota; A.Chautems; M.Peixoto","2013","11","20","Brasil","Alagoas","Chã Preta","Serra Lisa.","-36.2961006164551","-9.25527954101562","13328",NA,"Epífita. Inflorescência vermelha.; Mata Atlântica.","auto","12298",NA,NA,"MAC0062917",NA,"20",NA,NA,NA,NA,NA,NA
"37","2021-01-26 13:52:56-03","IMA","MAC","56688","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren",NA,NA,NA,"R.P.Lyra-Lemos; J.S.Correia; A.Santos","2013","10","06","Brasil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada, Três Lagoas.","-36.429389","-9.238364",NA,NA,"Erva ca. 80 cm. Inflorescência vermelha.; Mata Atlântica.",NA,"13771",NA,NA,"MAC0056688",NA,NA,"-36.429389","-9.238364",NA,NA,NA,NA
"38","2021-01-26 13:52:56-03","IMA","MAC","56746","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren",NA,NA,NA,"R.P.Lyra-Lemos; J.S.Correia; A.Santos","2013","10","06","Brasil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada, Lajedo do Junco.","-36.419878","-9.241783",NA,NA,"Erva ca. 1,5 m. Inflorescência vermelha.; Mata Atlântica.",NA,"13829",NA,NA,"MAC0056746",NA,NA,"-36.419878","-9.241783",NA,NA,NA,NA
"39","2021-01-26 13:52:56-03","IMA","MAC","57407","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren",NA,NA,NA,"L.Nusbaumer; M.Ammann","2014","05","22","Brasil","Alagoas","Quebrangulo","Reserva Biológica Federal da Pedra Talhada, Floresta tropical de planalto. Borda da mata.","-36.700306","-9.384469",NA,NA,"herbácea sobre a rocha ca. 1 m. Folhas espinhosas; inflorescência com roseta; bráctea coral, ápice contendo frutas amarelo-vermelho. Amostra seca com ar quente.; Mata Atlântica.",NA,"4112",NA,NA,"MAC0057407",NA,NA,"-36.700306","-9.384469",NA,NA,NA,NA
"40","2021-01-26 13:52:56-03","IMA","MAC","41308","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","E.C.O.Chagas","2009","05","Chagas-Mota; N.Ramos","2009","05","06","Brasil","Alagoas","Chã Preta","Serra Lisa.","-36.2961006164551","-9.25527954101562","13328",NA,"Erva ca. 1 m de altura. Inflorescência vermelha.; Mata Pluvial Atlântica.","auto","3567",NA,NA,"MAC0041308",NA,"06",NA,NA,NA,NA,NA,NA
"41","2021-01-26 13:52:56-03","IMA","MAC","41309","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","E.C.O.Chagas","2009","05","Chagas-Mota; N.Ramos","2009","05","06","Brasil","Alagoas","Chã Preta","Serra Lisa.","-36.2961006164551","-9.25527954101562","13328",NA,"Erva ca. 1 m de altura. Inflorescência vermelha.; Mata Pluvial Atlântica.","auto","3568",NA,NA,"MAC0041309",NA,"06",NA,NA,NA,NA,NA,NA
"42","2021-01-26 13:52:56-03","IMA","MAC","50410","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","E.C.O.Chagas","2010","11","Chagas-Mota","2010","11","14","Brasil","Alagoas","Murici","Estação Ecológica de Murici, Fazenda Santa Fé.","-35.9432983398438","-9.30667018890381","22851",NA,"Rupícola. Flores amarelas.; Mata Atlântica.","auto","9449",NA,NA,"MAC0050410",NA,"14",NA,NA,NA,NA,NA,NA
"43","2014-11-06 16:16:40-02","UFPB","EAN","3990","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","J. A. Siqueira Filho","1999","06","L. P. Felix; G. V. Dorneles","1985","01","01","Brasil","Pernambuco","Palmeiras",NA,NA,NA,NA,NA,NA,NA,"884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-04 10:26:52-03","UFRPE","HST","5912","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","J.A.Siqueira Filho","1997",NA,"J. A.Siqueira Filho","1997","02","18","Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148","18865",NA,"População terrestre, com 31 indivíduos em final de floração, folhas com manchas verde-escura; escapo floral ca. 40 cm de comp.; brácteas escapais vermelho vivo; flores amarelo-ouro. Síndrome de ornitofolia.","auto","s.n.",NA,NA,"HST005912",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 11:55:10-03","UFPE","UFP","11984","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Wanderley, MGL","1996","02","Sousa, GM","1996","02",NA,"Brasil","Pernambuco","Caruaru",NA,"-35.9761009216309","-8.28332996368408","35136",NA,"Epífita, brácteas vermelhas, floração passada.; Epífita, brácteas vermelhas, floração passada.","auto","150",NA,NA,"UFP011984",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 11:55:11-03","UFPE","UFP","7709","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, JA","1996","10","Cruz, MA; Rossano, A","1988","12","21","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148","18865",NA,NA,"auto","s.n.",NA,NA,"UFP007709",NA,"10",NA,NA,NA,NA,NA,NA
"47","2021-03-01 11:55:10-03","UFPE","UFP","20530","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, JA","1998","05","Santos, RM","1997","11","23","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148","18865",NA,NA,"auto","s.n.",NA,NA,"UFP020530",NA,"18",NA,NA,NA,NA,NA,NA
"48","2021-03-01 11:55:10-03","UFPE","UFP","20247","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, JA; Baracho","1997","11","Siqueira-Filho, JA; Baracho, GS","1997","11","07","Brasil","Pernambuco","Caruaru",NA,"-36.033333","-8.366667",NA,NA,"Indivíduos epífitos e terrestres, em início de floração, no subbosque da mata. Folhas verde-musgo 145cm comp., bainha foliar 26X9cm, com margens densamente serrilhadas por espinhos diminutos.; Indivíduos epífitos e terrestres, em iníci",NA,"767",NA,NA,"UFP020247",NA,"07","-36.033333","-8.366667","900","900",NA,NA
"49","2021-03-01 11:55:10-03","UFPE","UFP","33815","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, JA","2002","10","Siqueira-Filho, JA","2002","10","31","Brasil","Alagoas","Boca da Mata",NA,"-36.202139","-9.606722",NA,NA,"Formando grande população no chão da mata e em início de floração. Folhas com 164-170X5,5cm comp., repleta de líquens, bainha foliar com 19-10X11-13cm comp, alvacenta. Inflorescência subcorimbosa, formada por brácteas vermelhas e flore",NA,"1310",NA,NA,"UFP033815",NA,"31","-36.202139","-9.606722","208","208",NA,NA
